"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsh6","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsh6-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsh6",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsjq","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsjq-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsjq",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsk7","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsk7-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsk7",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsmr","ark:/21198/zz0015zs93","2","Completed","Page","","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","missing","",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsn8","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsn8-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsn8",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsps","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsps-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsps",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsq9","ark:/21198/zz0015zs93","2","Completed","Page","","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","missing","",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsrt","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsrt-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsrt",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zssb","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zssb-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zssb",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zstv","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zstv-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zstv",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsvc","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsvc-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsvc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsww","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsww-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsww",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zsxd","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zsxd-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zsxd",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zszx","ark:/21198/zz0015zs93","2","Completed","Page","scwu/images/masters/21198-zz0015zszx-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zszx",""
