"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177z4b","ark:/21198/zz00177x4v","2","Completed","Page","wavav/images/masters/21198-zz00177z4b_499371_master.tif","1","","","","","","","","","copyrighted","unpublished","Y","","","Women Against Violence Against Women ","","","","","","","","","","","Page 1","June, 1977","","","1977-06","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177z4b",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177z5v","ark:/21198/zz00177x4v","2","Completed","Page","wavav/images/masters/21198-zz00177z5v_499376_master.tif","2","","","","","","private","","","copyrighted","published","N","","","","","","","","","","","","","","Page 2","October 4, 1976","","","1976-10-04","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177z5v",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177z6c","ark:/21198/zz00177x4v","2","Completed","Page","wavav/images/masters/21198-zz00177z6c_499379_master.tif","3","","","","","","private","","","copyrighted","published","N","","","","","","","","","","","","","","Page 3","October 4, 1976","","","1976-10-04","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177z6c",""
