"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj758","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj758_2411307_master.tif","12","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_012","","","Typed description for following photos: No. 6. Looking along the top of the gate, showing the hoisting gear and connection for gasoline engine to actuate the shaft which is to be added later. Two men can raise a gate, but with the engine but one attendant will be required.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj758",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj76s","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj76s_2411310_master.tif","13","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_013","","","Photograph taken from on top of the canal.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj76s",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj779","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj779_2411313_master.tif","14","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_014","","","Typed description of following photograph: No. 7. A rear view of one of the hoisting drums, with phosphor bronze cable, bevel gear and worm gear, controlling lever, etc.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj779",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj78t","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj78t_2411316_master.tif","15","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_015","","","Photograph of group of men on top of canal.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj78t",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj79b","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj79b_2411319_master.tif","16","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_016","","","Typed description of photograph 8: No. 8. A general view of the 200-ft. wooden gate, at the lower Mexican Intake, through which the river is to be diverted while the break is being closed with a dam. Looking up the original Imperial Canal... Taken July 16, '06.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj79b",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7bv","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7bv_2411322_master.tif","17","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_017","","","Distant photograph of canal.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7bv",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7cc","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7cc_2411325_master.tif","18","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_018","","","Description of file 019: No. 2. Front view of the 500-ft. gate, looking down stream. There are about 13 feet of water over the floor of this gate as shown here.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7cc",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7dw","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7dw_2411328_master.tif","19","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_019","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7dw",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7fd","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7fd_2411331_master.tif","20","","","","","","","","","","","","","","","","","","","","ucalsc_94_001_01_020","","","Description of 021: No. 10. The 200-ft. gate from the upper side. Only one-half the full height of this gate is here shown above the water. With free waterway above and below a head of 2-1/4 force 20,000 sec-ft. through this structure.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7fd",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7gx","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7gx_2411334_master.tif","21","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_021","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7gx",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7hf","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7hf_2411337_master.tif","22","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_022","","","Description of 023: No. 11. View of the 200-ft. wooden gate, showing the end toward the river, which will be joined to the fame to be built across the break.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7hf",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7jz","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7jz_2411340_master.tif","23","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_023","","","blank page","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7jz",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7kg","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7kg_2411343_master.tif","24","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_025","","","Map of Colorado Delta and Imperial Valley","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7kg",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7m0","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7m0_2411346_master.tif","25","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_026","","","note on irrigation development","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7m0",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7nh","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7nh_2411349_master.tif","26","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_027","","","Blank page with UCLA bookplate.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7nh",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7w4","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7w4_2411442_master.tif","27","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_028","","","[Handwritten] H.T. Cory [Typed note] View of irrigation owrks of the california development company along the COlorado river and in imperial valley prior to January 1st, 1906, the Resulting agricultural and village development, and of the agricultural and horticultural development in the adjacent Yuma Valley. [Handwritten] 588-816 and crossed out handwritten notation below.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7w4",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7xn","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7xn_2411445_master.tif","28","","","","","","","","","","","","","","","","","","","","ucalsc_94_001_01_029","","","Page with four photos pasted.|~|[Typed note] Hunting scenes in the volcano Lake Country","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7xn",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj7z5","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj7z5_2411448_master.tif","29","","","","","","","","","","","","","","","","","","","","ucalsc_94_001_01_030","","","[Typed note] Mud Volcanoes, near Volcano Lake.|~|Four photos pasted onto page","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj7z5",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj805","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj805_2411451_master.tif","30","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_031","","","[Typed note] upper left- ""'Rough, hilly country' by the 1956 Survey Notes.""middle left: ""New River Channel, 1901""Top middle: ""Canal Construction, 1902""Far right: ""Hauling Lumber for Sharp's Heading"" ""Dam across Alamo Channel at Original No. 5 Heading.""|~|Eight photos pasted onto page.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj805",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj81p","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj81p_2411454_master.tif","31","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_032","","","[Four Typed captions][Top left:] ""1606 Ten Foot Drop.""[Bottom left:] ""1608 Dredge ""alpha"", October, 1901. 602""[Top right]: ""1507. Chaffey [Intake] Gate, 1901""[Bottom right:] ""1509 First Corn-six weeks old- in Valley.""[dates are handwritten]|~|Four photos pasted on page, each with typed captions.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj81p",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj826","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj826_2411916_master.tif","32","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_033","","","Two photos pasted on page, each with captions.|~|[Two Typed Captions][Left Caption]: C.V. Co. Office under construction. Calexico California.[Right Caption]: C.D. Co. office with Engineering Annex under construction, and Boundary Wasteway in foreground.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj826",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj83q","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj83q_2411460_master.tif","33","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_034","","","Six photos pasted on page, each with a typed caption.|~|[Type Captions Left to right, top to bottom]""Sharps Headgate in Central Main Canal, Mexico.""""Five Gates or End of curve. 1905.""""Old Central Main Headgate. 1903.""""Waste Gate of Five Gates. 1905.""""Sharp Headgate in Central Main Canal, Mexico.""Encina Headgate near Sharpa [?]. 1903.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj83q",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj847","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj847_2411463_master.tif","34","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_035","","","[Typed cpation top to bottom and left to right]""I.W.Co.No. 8's flume over New River, west of Brawley December 1904.""""Waste way at five gates. January, 1906""""sharp's Headgate in central main canal in Mexico.""""imperial delivery gate. July. 1906""""I.W.Co. No. 5's canal near point of delivery of C.D. Co. July, 1906""""I.W. Co. No. 8's flume over New River, west of Brawley. April, 1905.""""Old Central Main Canal Headgate- replaced by Sharp's Headgate. January, 1903""|~|Seven photos pasted on page, each which a typed caption.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj847",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj85r","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj85r_2411466_master.tif","35","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_036","","","One photo pasted on page.|~|[typed caption below photo]""Dipper dredge 'Alpha' in main canal; 1904""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj85r",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj868","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj868_2411469_master.tif","36","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_037","","","[Typed captions left to right, top to bottom]""Lateral canal near Calexico California.""""Water life wheel in Central main canala near Calexico California.""""Enoina flume over New River, in Mexico. Feb. 1905.|~|Three photos pasted on page, each with typed caption.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj868",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj87s","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj87s_2411472_master.tif","37","","","","","","","","","","","","","","","","","","","","ucalsc_94_001_01_038","","","[typed captions left to right]""Check in Central Main Canal at 134. July 28, 1905""""Enoina Headgate in Mexico. July 28, 1905""|~|Two photos pasted on page, each with a typed caption.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj87s",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj889","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj889_2411475_master.tif","38","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_039","","","[Typed captions left to right]""Waste Gate at 134 wasting to New River. July 28, 1905""""Waste Gate at 134 wasting to New River. July 28, 1905""|~|Two photos pasted on page with typed captions.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj889",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj89t","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj89t_2411478_master.tif","39","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_040","","","Three photos, two with typed captions.|~|[Typed captions left to right]""Closing by pass around Alamo wastegate; Jan. 15, 1906""""Encina flume over New River in Mexico; July 28, 1905""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj89t",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj8bb","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj8bb_2411481_master.tif","40","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_041","","","Two photos pasted on page, each with a typed caption.|~|[Typed captions left to right]""Central Main Canal, November 1906.""""Alamo Waste Gate, November, 1906.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj8bb",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kj8cv","ark:/21198/zz002khzn6","2","Completed","Page","photoalbum94/masters/21198-zz002kj8cv_2411487_master.tif","41","","","","","","","","","","","","","","","","","","","","uclasc_94_001_01_042","","","[Typed captions left to right]""Sharps Headgate Central Main Canal, Mexico, 7 miles East of Mexicali. Sept. 1, 1906.""""Boundary Lateral Canal east of Calexico, Calif.""|~|Two photos pasted on page, each with typed captions.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kj8cv",""
