"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmsn4","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmsn4_2418122_master.tif","1","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","1 Blake Hall. Garden front. Xmas Day- 1850.","","","garden - frontXmas - Day - 1850","c94_022_v2_001","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmsn4",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxmj","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxmj_2418125_master.tif","2","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","2 View of Gibaltar W[est]. Side. from old. Mole Head.","","","[salt print by Alfred Capel-Cure]","c94_022_v2_002","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxmj",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxn2","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxn2_2418128_master.tif","3","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","3 Gibraltar, N[orth]. front from neutral ground.","","","[salt print of Gibraltar by Alfred Capel-Cure]","c94_022_v2_003","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxn2",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxpk","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxpk_2418131_master.tif","4","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","4 Moorish Castle & Walls - from Montague Cavalier  March -[18]51.","","","[salt print by Alfred Capel-Cure]","c94_022_v2_004","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxpk",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxq3","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxq3_2418134_master.tif","5","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","5 Gibraltar Signal Stational from Montague Cavalier Mar[ch]. [18]51.","","","[caption is partially obscrued by saltprint in first image][by Alfred Capel-Cure]","c94_022_v2_005","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxq3",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxq3/1515456t","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxq3_2418137_master.tif","6","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","5 Gibraltar Signal Stational from Montague Cavalier Mar[ch]. [18]51.","","","[caption is partially obscrued by saltprint in first image][by Alfred Capel-Cure]","c94_022_v2_005","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxq3%2F1515456t",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxrm","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxrm_2418140_master.tif","7","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","6 Our garden.. Casemate Barracks from Montague Cavalier.","","","[salt print by Alfred Capel-Cure]","c94_022_v2_006","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxrm",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxs4","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxs4_2418143_master.tif","8","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","7 Birds eye view of Casemate's Barracks from artillery Summer House 1852.","","","[salt print by Alfred Capel-Cure]","c94_022_v2_007","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxs4",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxtn","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxtn_2418146_master.tif","9","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","8 View of Town of Gibaltar from road to flat bastion looking north.","","","[salt print by Alfred Capel-Cure]","c94_022_v2_008","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxtn",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxv5","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxv5_2418149_master.tif","10","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","9 View [is] from Artillery Summer House towards Africa (after Hill).","","","[salt prints by Alfred Capel-Cure]","c94_022_v2_009","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxv5",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxwp","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxwp_2418152_master.tif","11","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","10a Jumper's Bastion where Gilbraltar was entered English looking South.","","","[salt print by Alfred Capel-Cure][second image is the full salt print, unfolded]","c94_022_v2_010a","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxwp",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmxx6","ark:/21198/zz002kmsgj","2","Completed","Page","photoalbum94/masters/21198-zz002kmxx6_2418158_master.tif","13","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","11 View of ""the South..."" From Q[ueen] Charlotte's Battery - road","","","[caption continued]1. Convict Establishment2. Officers Burial Ground3. Memorial to Lord Weillington4. South Barracks5. Whinters House.6. Rosia Bay7. Q[ueen]. Charlotes Battery","c94_022_v2_011","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmxx6",""
