"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmq4d","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmq4d_2417510_master.tif","1","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Front Cover.","","","[Front Cover]Yosemite","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmq4d",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmq5x","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmq5x_2417513_master.tif","2","","","","","","","","","","","","","","","","","","","","Inside front cover board with bookplate.","","","UCLA SPC COL bookplate","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmq5x",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmq6f","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmq6f_2417516_master.tif","3","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Inside front flysheet.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmq6f",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmq7z","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmq7z_2417519_master.tif","4","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Page 1 Glimpse of Bridal Veil Falls up from Madiera Road.","","","Photograph of trail and surrounding wildlife.|~|FISKE 403","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmq7z",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmq8g","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmq8g_2417522_master.tif","5","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Page 2 Up the Valley floor to the Bridal Veil Meadows.","","","Photograph of two mountains meeting on a landscape. [handwritten on photograph]FISKE 304","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmq8g",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmq90","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmq90_2417525_master.tif","6","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Page 3 Glacier Point View Terrace a view of Half Dome, Nevada Falls, and Vernal Falls.","","","Photograph from above of mountains and valleys.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmq90",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmqbh","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmqbh_2417528_master.tif","7","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Page 4 The Domes from Moran's Point. North Dome 3725 ft. Half Dome 5000 ft.","","","Photograph from mountain of valleys.[handwritten on photograph]FISKE 355","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmqbh",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmqc1","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmqc1_2417531_master.tif","8","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Page 5 View of Yosemite Valley.","","","Photograph from below a large mountain in Yosemite.[handwritten on photograph]FISKE 479","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmqc1",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmqdj","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmqdj_2417534_master.tif","9","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Page 6 View from the Merced River of the Three Brothers","","","[handwritten on photograph]FISKE 316","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmqdj",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmqf2","ark:/21198/zz002kmq3w","2","Completed","Page","photoalbum94/masters/21198-zz002kmqf2_2417537_master.tif","10","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","Page 7 Cathedral Rock, Yosemite Valley.","","","[handwritten on photograph]FISKE 313","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmqf2",""
