"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jgz0","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jgz0_1769210_master.tif","1","","","","","still image","","","","","","","","","","","","","","","8 Praça Marechal Floriano, Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jgz0",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh00","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh00_1769213_master.tif","2","","","","","still image","","","","","","","","","","","","","","","12 Avenida Rio Branco, Rio de Janiero.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh00",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh1h","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh1h_1769216_master.tif","3","","","","","still image","","","","","","","","","","","","","","","14 Avenida Rio Branco, Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh1h",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh21","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh21_1769219_master.tif","4","","","","","still image","","","","","","","","","","","","","","","19 Avenida Beira - Mar, Botafogo. Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh21",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh3j","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh3j_1769222_master.tif","5","","","","","still image","","","","","","","","","","","","","","","22 Aveida Rio Branco, Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh3j",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh42","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh42_1769225_master.tif","6","","","","","still image","","","","","","","","","","","","","","","28 Aveida Beira -Mar Gloria. Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh42",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh5k","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh5k_1769228_master.tif","7","","","","","still image","","","","","","","","","","","","","","","29 Enseada de Botafogo. Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh5k",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh63","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh63_1769233_master.tif","8","","","","","still image","","","","","","","","","","","","","","","34 Theatro Municipal. Rio de Janiero.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh63",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh7m","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh7m_1769236_master.tif","9","","","","","still image","","","","","","","","","","","","","","","35 Palacio Monroe. Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh7m",""
"Photo Album Collection.  Collection 94","ark:/21198/zz0026jh84","ark:/21198/zz0026jgxg","2","Completed","Page","photoalbum94/masters/21198-zz0026jh84_1769239_master.tif","10","","","","","still image","","","","","","","","","","","","","","","36 Avenida do Mangue. Rio de Janeiro.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jh84",""
