"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn77n","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn77n_2418944_master.tif","11","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","6 Four photographs of people in Northn Luzon","","","","uclalsc_c1634_b1686_011","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn77n",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn785","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn785_2418947_master.tif","12","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","7 Description of Photographs 1-5 - the establishment of the Mountain Province","","","[Typograph description of the Mountain Province in Northern Luzon]","uclalsc_c1634_b1686_012","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn785",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn79p","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn79p_2418950_master.tif","13","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","8 Dark photograph of two people in North Luzon","","","","uclalsc_c1634_b1686_013","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn79p",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7b6","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7b6_2418953_master.tif","14","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","9 Four photographs of various men and women in Northern Luzon","","","[Four dark photographs of various people]","uclalsc_c1634_b1686_014","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7b6",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7cq","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7cq_2418956_master.tif","15","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","10 Briky Description of the Tribes [?] on the mountain trip of the Secretary of War - Description of Photographs","","","","uclalsc_c1634_b1868_015","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7cq",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7d7","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7d7_2418961_master.tif","16","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","11 Profile of standing man","","","","uclalsc_c1634_b1686_016","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7d7",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7fr","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7fr_2418964_master.tif","17","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","12 Four photographs - 3 of Northern Luzon people and one dark photograph","","","","uclalsc_c1634_b1686_017","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7fr",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7g8","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7g8_2418967_master.tif","18","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","13 Kalingas","","","Description of the Kalingas people.typograph","uclalsc_c1634_b1686_018","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7g8",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7hs","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7hs_2418970_master.tif","19","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","14 Dark photograph of man in North Luzon","","","","","","","","","","uclalsc_c1634_b1686_019","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7hs",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7j9","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7j9_2418973_master.tif","20","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","15 2 shots of lanscape and 2 of Northern Luzon men","","","","uclalsc_c1634_b1686_020","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7j9",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7kt","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7kt_2418976_master.tif","21","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","16 Kalingas","","","[typograph]","uclalsc_c1634_b1686_021","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7kt",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7mb","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7mb_2418979_master.tif","22","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","17 Standing man with a spear","","","","uclalsc_c1634_b1686_022","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7mb",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7nv","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7nv_2418982_master.tif","23","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","18 Two photographs of standing men with spears and shield; two photographs of weapons","","","","uclalsc_c1634_b1686_023","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7nv",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7pc","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7pc_2418985_master.tif","24","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","19 Description of photographs; Kalingas","","","[Typograph]","uclalsc_c1634_b1686_024","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7pc",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7qw","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7qw_2418988_master.tif","25","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","20 Standing man","","","","uclalsc_c1634_b1686_025","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7qw",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7rd","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7rd_2418991_master.tif","26","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","21 Three photographs of Landscape of river and surrounding rocks","","","","uclalsc_c1634_b1686_026","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7rd",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7sx","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7sx_2418994_master.tif","27","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","22 Description of Photographs - Bontoc Igorote","","","[Typograph descriptions of photographs]|~|26. --FUll length front view of Agpad, previously shown in the photograph numbered 1627 & 28. -- Panoramic view of terraced rice fields on a hillside near the town of Bontor. The new trail leading to the latter place may be seen above the river on the bluff at the left. Higher up on this bluff are older and steeper trails which have been abandoned.29. -- Bontoc Igorot woman digging cazotes (sweet potatoes)30. -- Bontoc Igorot women planting rice. Men perparing groun for planting show in the background.","uclalsc_c1634_b1686_027","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7sx",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7tf","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7tf_2418997_master.tif","28","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","23 Dark photograph","","","","uclalsc_c1634_b1686_","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7tf",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7vz","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7vz_2419000_master.tif","29","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","24 Four photographs of people lining up and close ups of some children","","","","uclalsc_c1634_b1686_029","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7vz",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7wg","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7wg_2419003_master.tif","30","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","25 Description of photographs - Bontoc Igorot","","","[Typograph descriptions of photographs]|~|31. --Three Bontoc Igorot women returning from the fields from the fields with ca[?]otes. Camotes form the chief article of diet of the people of this tribe. Note the erect carriage of the woman at the right.32. -- Group of Bontoc Igorot women ready for a footrace.33.-- Young Bontoc Igorot woman of Talubir.34. --Group of Igorots standing on a bridge awaiting the arrival of the Secretary of the Interior. This bridge, which crosses a branch of the Rio Chico, is necessarily placed at a great height above the water to prevent its being carried away by one of the tremendous floods to which this river and all others in the mountains of northern Luzon, are subject. In the great typhoon of October 1909, water came within two feet of the floor of the bridge.35. -- Bontoc Igorot women of Tucucan. The one at the left is holding a piece of cotton cloth won an a prize in the foot-race in which the women shown in photograph 32 were about to engage.","uclalsc_c1634_b1686_030","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7wg",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7x0","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7x0_2419006_master.tif","31","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","26 Photograph of silhouette of man","","","","uclalsc_c1634_b1686_031","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7x0",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn7zh","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn7zh_2419009_master.tif","32","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","27 Four dark photographs of landscape of North Luzon mountains","","","","uclalsc_c1634_b1686_032","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn7zh",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn80h","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn80h_2419012_master.tif","33","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","28 Description of Photographs Bontoc Igorots","","","36. --A typical Bontoc Igorot may, ugly looking [?] powerful.37. -- The Bontoc Igorot town of Sadanga, with rice terrace in the background.38. --Rice terrace of Bontoc Igorots. The twon showing at the center of the photograph if Balugan. That shwoing in the background in Sagan, where the Episcopal church has an important mission station.39. --Bontoc Igorot town of Tinglaren, of which Agpad, shown in the photographs numbered 16 and 26 is chief.40. --Typical mountain view on the trail from Bontoc to Luhuagan. It is through country of this sort that we have built more than seven hundred miles of good horse trail.|~|[typograph descriptions]","uclalsc_c1634_b1686_033","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn80h",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn811","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn811_2419015_master.tif","34","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","29 Dark photograph of mountain landscape","","","","uclalsc_c1634_b1686_034","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn811",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn82j","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn82j_2419018_master.tif","35","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","30 Four photographs of various pots and Rice terraces","","","","uclalsc_c1634_b1686_035","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn82j",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn832","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn832_2419021_master.tif","36","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","31 Description of photographs 41-45","","","41. Bontoc Igorot rice terrace.42. --A Bontoc Igorot house of the poorer class. To the right of the door l[?]e a rain-shield, designed to protect the head and back of the wearer, and a rice mortar.43. --Bontoc Igorot woman of Samoqui, making an earthen pot.44. --A ceremonial drinking cup of bamboo ornamented with rat-tan lashings. Banoi, and intoxicating drink made from sugar-cane juice, is sometimes handed around in sups of this kind on state occasions.45. --Finsihed earthenware pots made at Samoqui, Bontoc.","uclalsc_c1634_b1686_036","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn832",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn84k","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn84k_2419024_master.tif","37","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","32 A Large print [?]","","","[Holograph]","uclalsc_c1634_b1686_037","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn84k",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn853","ark:/21198/zz002kmsh2","2","Completed","Page","photoalbum94/masters/21198-zz002kn853_2419027_master.tif","38","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","33 Dark photo","","","","uclalsc_c1634_b1686_038","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn853",""
