"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmsk3","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmsk3_2417702_master.tif","1","","","","","","","","","","","Road construction|~|Road cuts","","","","","","","","","1 Looking east from Middle Benedict Saddle.","","","","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmsk3",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmspn","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmspn_2417751_master.tif","2","","","","","","","","","","","Streets--California--Los Angeles Metropolitan Area|~|San Fernando Valley (Calif.)","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","2 Ventura Boulevard.","","","Ventura Boulevard","","","","","","","uclalsc_col094_v02_002","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmspn",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmsq5","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmsq5_2417754_master.tif","3","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","3 Looking East at Camp No. 4.","","","","uclalsc_col094_v02_003","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmsq5",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmsrp","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmsrp_2417757_master.tif","4","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","4 Looking West from Rustic Saddle - Camp No. 4.","","","Looking West from Rustic Saddle - Camp No. 4","uclalsc_col094_v02_004","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmsrp",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmss6","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmss6_2417760_master.tif","5","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","5 Showing Surfaced Road.","","","Showing Surfaced Road","uclalsc_col094_v02_005","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmss6",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmstq","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmstq_2417763_master.tif","6","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","6 Looking East toward Camp No. 4.","","","Looking East toward Camp No. 4.","uclalsc_col094_v02_006","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmstq",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmsv7","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmsv7_2417766_master.tif","7","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","7 Looking West near Camp No. 4.","","","Looking wet near camp No. 4","uclalsc_col094_v02_007","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmsv7",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmswr","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmswr_2417769_master.tif","8","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","8 Looking S.W. across West Laurel.","","","Looking S.W. across West Laurel.","uclalsc_col094_v02_008","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmswr",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmsx8","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmsx8_2417777_master.tif","9","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","9 Looking East across head of Laurel Canyon.","","","Looking East across head of Laurel Canyon.","uclalsc_col094_v02_009","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmsx8",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmszs","ark:/21198/zz002kmsjk","2","Completed","Page","photoalbum94/masters/21198-zz002kmszs_2417780_master.tif","10","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","10 Looking West Through Coldwater Saddle.","","","Looking West Through Coldwater Saddle","uclalsc_col094_v02_010","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmszs",""
