"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz002kmsmm","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kmsmm_2418861_master.tif","7","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","7.1 Cananea Store","","","[Photograph of Cananea Store]","c94_271_pg7","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kmsmm",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6h9","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kn6h9_2418864_master.tif","8","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","7.2 Mountain and Smoke","","","[Landscape photograph of mountains and smoke]","c94_271_pg7","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6h9",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6jt","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kn6jt_2418867_master.tif","21","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","21 RR Track and Mine","","","[Distant shot of track and mine]","c94_271_pg21","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6jt",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6kb","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kn6kb_2418870_master.tif","22","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","22 Track and mine","","","[shot of track and mine]","c94_271_pg21","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6kb",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6mv","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kn6mv_2418873_master.tif","34","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","34 crowd","","","[unknown crowd]","c94_271_pg34","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6mv",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6nc","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kn6nc_2418876_master.tif","35","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","35 Crowd","","","[Anonymous Crowd]","c94_271_pg35","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6nc",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6pw","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kn6pw_2418879_master.tif","36","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","36 Angry Crowd","","","[holograph]MK8","c94_271_pg36","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6pw",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6qd","ark:/21198/zz002kj4mj","2","Completed","Page","photoalbum94/masters/21198-zz002kn6qd_2418882_master.tif","37","","","","","","","","","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","37 Lumberyard Burning","","","[Distant shot of lunberyard burning]MK7","c94_271_pg37","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6qd",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6rx","ark:/21198/zz002kj4mj","1","In progress","Page","photoalbum94/masters/21198-zz002kn6rx_2418885_master.tif","38","","","","","","","","private","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","38 Fire","","","[Shot of smoke from a distance]","c94_271_pg38","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6rx",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kn6sf","ark:/21198/zz002kj4mj","1","In progress","Page","photoalbum94/masters/21198-zz002kn6sf_2418888_master.tif","40","","","","","","","","private","","","","","","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","","40 Crowd and train","","","[shot of large crowd with carriages, crowd, and train]","c94_271_pg40","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kn6sf",""
