"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjs50","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjs50_2412625_master.tif","1","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_001","","","[Typed caption]""Views of the 'break' or 'crevasse' and operations of the first closing including levee construction July 1, 1906 to December 1, 1906.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjs50",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjs6h","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjs6h_2412628_master.tif","2","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_002","","","One photograph with one typed caption.|~|[Typed caption]""Below second break Dec. 13, 1906. From north side of by pass near east side main canal. Looking southwest.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjs6h",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjs71","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjs71_2412631_master.tif","3","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_003","","","Two portraits with one handwritten note. T. J. Hind and ""To H. T. C. Very sincerely yours keen appreciation for professional and social relations and [__?___] my regard to your garrison Colorado River Division."" and printed E. Carrillo.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjs71",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjs8j","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjs8j_2412634_master.tif","4","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_004","","","[Typed caption]""Protecting point where By-Pass leading to the Rockwood Headgate took off the Main Channel of the Crevasse, after Headgate had failed. Oct. 16, 1906.""|~|Two photographs with one caption.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjs8j",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjs92","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjs92_2412637_master.tif","5","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_005","","","Four photographs with one typed caption.|~|[Typed caption]""Driving the second trestle after the Rockwood Headgate failed; 533 being No.2 over by-pass.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjs92",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjsbk","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjsbk_2412640_master.tif","6","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_006","","","Four photographs with two typed captions.|~|[Typed captions top to bottom]""Panorama of Colorado River from top of Quarry Concrete Headgate in center of 153, and dipper dredge to right of 144; Nov. 10, 1906.""""Dredge deepening canal between Upper and Lower Headings; Nov. 1, 1906.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjsbk",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjsc3","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjsc3_2412643_master.tif","7","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_007","","","Six photographs with one typed caption.|~|[Typed caption]""Methods at the Hind Dam after the Rockwood gate failed.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjsc3",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjsdm","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjsdm_2412646_master.tif","8","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_008","","","Four photographs with one typed caption.|~|[Typed caption]""Methods at the Hind Dam after the Rockwood gate failed.""","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjsdm",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjsf4","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjsf4_2412649_master.tif","9","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_009","","","[Typed caption]""The Hind Dam as the head developed after the Rockwood gate failed.""|~|Six photographs with one typed caption.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjsf4",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kjsgn","ark:/21198/zz00091twj","2","Completed","Page","photoalbum94/masters/21198-zz002kjsgn_2412652_master.tif","10","","","","","","","","","","","","","","","","","","","","uclalsc_94_001_02_010","","","[Typed caption]""Nearing the end of the first Closing""|~|Four photographs with one typed caption.","","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjsgn",""
