"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz002bftjx","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000013.tif","13","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftjx","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftkf","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000014.tif","14","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftkf","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftmz","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000015.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftmz","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftng","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000016.tif","16","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftng","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftp0","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000017.tif","17","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftp0","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftqh","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000018.tif","18","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftqh","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftr1","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000019.tif","19","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftr1","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftsj","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000020.tif","20","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftsj","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftt2","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000021.tif","21","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftt2","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftvk","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000022.tif","22","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftvk","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftw3","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000023.tif","23","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftw3","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 9r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftxm","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000024.tif","24","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftxm","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 9v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bftz4","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000025.tif","25","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bftz4","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 10r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv04","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000026.tif","26","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv04","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 10v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv1n","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000027.tif","27","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv1n","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 11r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv25","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000028.tif","28","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv25","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 11v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv3p","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000029.tif","29","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv3p","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 12r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv46","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000030.tif","30","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv46","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 12v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv5q","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000031.tif","31","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv5q","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 13r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv67","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000032.tif","32","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv67","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 13v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv7r","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000033.tif","33","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv7r","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 14r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv88","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000034.tif","34","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv88","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 14v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfv9s","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000035.tif","35","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfv9s","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 15r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvb9","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000036.tif","36","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvb9","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 15v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvct","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000037.tif","37","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvct","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 16r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvdb","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000038.tif","38","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvdb","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 16v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvfv","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000039.tif","39","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvfv","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 17r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvgc","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000040.tif","40","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvgc","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 17v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvhw","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000041.tif","41","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvhw","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 18r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvjd","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000042.tif","42","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvjd","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 18v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvkx","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000043.tif","43","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvkx","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 19r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvmf","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000044.tif","44","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvmf","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 19v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvnz","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000045.tif","45","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvnz","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 20r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvpg","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000046.tif","46","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvpg","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 20v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvq0","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000047.tif","47","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvq0","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 21r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvrh","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000048.tif","48","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvrh","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 21v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvs1","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000049.tif","49","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvs1","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvtj","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000050.tif","50","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvtj","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvv2","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000051.tif","51","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvv2","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvwk","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000052.tif","52","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvwk","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvx3","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000053.tif","53","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvx3","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfvzm","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000054.tif","54","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfvzm","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw0m","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000055.tif","55","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw0m","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw14","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000056.tif","56","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw14","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw2n","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000057.tif","57","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw2n","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw35","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000058.tif","58","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw35","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw4p","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000059.tif","59","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw4p","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw56","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000060.tif","60","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw56","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw6q","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000061.tif","61","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw6q","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw77","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000062.tif","62","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw77","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw8r","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000063.tif","63","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw8r","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfw98","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000064.tif","64","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfw98","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwbs","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000065.tif","65","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwbs","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwc9","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000066.tif","66","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwc9","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwdt","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000067.tif","67","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwdt","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwfb","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000068.tif","68","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwfb","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwgv","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000069.tif","69","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwgv","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwhc","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000070.tif","70","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwhc","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwjw","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000071.tif","71","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwjw","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwkd","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000072.tif","72","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwkd","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwmx","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000073.tif","73","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwmx","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwnf","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000074.tif","74","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwnf","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwpz","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000075.tif","75","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwpz","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwqg","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000076.tif","76","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwqg","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwr0","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000077.tif","77","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwr0","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwsh","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000078.tif","78","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwsh","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002bfwt1","ark:/21198/zz002bft36","2","Completed","Page","StGall/masters/onb_0397/onb_0397_00000079.tif","79","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bfwt1","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 38r","","","","","","","","","","","","succeeded",""
