"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz0029718k","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_FC.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029718k","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00297193","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_FS.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00297193","","","","","text","pd","","manuscripts (document genre)","","","","","","","Inside front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0029716j","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_F001r.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029716j","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front flyleaf (recto)","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00297172","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_F001v.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00297172","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front flyleaf (verso)","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kcd","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_001r.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kcd","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kdx","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_001v.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kdx","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kff","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_002r.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kff","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kgz","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_002v.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kgz","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296khg","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_003r.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296khg","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kj0","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_003v.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kj0","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kkh","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_004r.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kkh","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296km1","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_004v.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296km1","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296knj","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_005r.tif","13","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296knj","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kp2","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_005v.tif","14","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kp2","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kqk","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_006r.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kqk","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kr3","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_006v.tif","16","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kr3","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296ksm","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_007r.tif","17","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296ksm","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kt4","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_007v.tif","18","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kt4","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kvn","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_008r.tif","19","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kvn","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kw5","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_008v.tif","20","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kw5","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kxp","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_009r.tif","21","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kxp","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 9r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296kz6","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_009v.tif","22","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296kz6","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 9v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296m06","ark:/21198/zz00296kbw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs04-01/StPaulLavanttal_Hs04-01_010r.tif","23","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296m06","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 10r","","","","","","","","","","","","succeeded",""
