"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz0026tn53","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_001.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tn53","","","","","","","","","","","","","","","Front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tn8n","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_004.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tn8n","","","","","","","","","","","","","","","Inside front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tn95","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_005.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tn95","","","","","","","","","","","","","","","I*r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnbp","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_006.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnbp","","","","","","","","","","","","","","","I*v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnc6","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_007.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnc6","","","","","","","","","","","","","","","Ir","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tndq","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_008.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tndq","","","","","","","","","","","","","","","Iv","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnf7","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_009.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnf7","","","","","","","","","","","","","","","f. 1r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tngr","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_010.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tngr","","","","","","","","","","","","","","","f. 1v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnh8","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_011.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnh8","","","","","","","","","","","","","","","f. 2r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnjs","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_012.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnjs","","","","","","","","","","","","","","","f. 2v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnk9","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_013.tif","13","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnk9","","","","","","","","","","","","","","","f. 3r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnmt","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_014.tif","14","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnmt","","","","","","","","","","","","","","","f. 3v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnnb","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_015.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnnb","","","","","","","","","","","","","","","f. 4r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnpv","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_016.tif","16","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnpv","","","","","","","","","","","","","","","f. 4v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnqc","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_017.tif","17","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnqc","","","","","","","","","","","","","","","f. 5r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnrw","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_018.tif","18","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnrw","","","","","","","","","","","","","","","f. 5v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnsd","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_019.tif","19","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnsd","","","","","","","","","","","","","","","f. 6r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tntx","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_020.tif","20","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tntx","","","","","","","","","","","","","","","f. 6v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnvf","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_021.tif","21","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnvf","","","","","","","","","","","","","","","f. 7r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnwz","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_022.tif","22","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnwz","","","","","","","","","","","","","","","f. 7v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnxg","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_023.tif","23","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnxg","","","","","","","","","","","","","","","f. 8r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tnz0","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_024.tif","24","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tnz0","","","","","","","","","","","","","","","f. 8v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tp00","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_025.tif","25","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tp00","","","","","","","","","","","","","","","f. 9r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tp1h","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_026.tif","26","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tp1h","","","","","","","","","","","","","","","f. 9v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tp21","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_027.tif","27","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tp21","","","","","","","","","","","","","","","f. 10r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tp3j","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_028.tif","28","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tp3j","","","","","","","","","","","","","","","f. 10v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tp42","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_029.tif","29","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tp42","","","","","","","","","","","","","","","f. 11r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tp5k","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_030.tif","30","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tp5k","","","","","","","","","","","","","","","f. 11v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0026tp63","ark:/21198/zz0026tn4k","2","Completed","Page","StGall/masters/onb-cod-482/onb-cod-482_031.tif","31","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tp63","","","","","","","","","","","","","","","f. 12r","","","","","","","","","","","","succeeded",""
