Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject,Name.author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,Alt ID.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
St Gall Manuscripts,ark:/21198/zz0028rrb2,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_032r.tif,71,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 32r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrb2,
St Gall Manuscripts,ark:/21198/zz0028rrck,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_032v.tif,72,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 32v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrck,
St Gall Manuscripts,ark:/21198/zz0028rrd3,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_033r.tif,73,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 33r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrd3,
St Gall Manuscripts,ark:/21198/zz0028rrfm,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_033v.tif,74,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 33v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrfm,
St Gall Manuscripts,ark:/21198/zz0028rrg4,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_034r.tif,75,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 34r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrg4,
St Gall Manuscripts,ark:/21198/zz0028rrhn,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_034v.tif,76,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 34v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrhn,
St Gall Manuscripts,ark:/21198/zz0028rrj5,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_035r.tif,77,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 35r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrj5,
St Gall Manuscripts,ark:/21198/zz0028rrkp,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_035v.tif,78,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 35v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrkp,
St Gall Manuscripts,ark:/21198/zz0028rrm6,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_036r.tif,79,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 36r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrm6,
St Gall Manuscripts,ark:/21198/zz0028rrnq,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_036v.tif,80,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 36v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrnq,
St Gall Manuscripts,ark:/21198/zz0028rrp7,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_037r.tif,81,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 37r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrp7,
St Gall Manuscripts,ark:/21198/zz0028rrqr,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_037v.tif,82,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 37v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrqr,
St Gall Manuscripts,ark:/21198/zz0028rrr8,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_038r.tif,83,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 38r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrr8,
St Gall Manuscripts,ark:/21198/zz0028rrss,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_038v.tif,84,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 38v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrss,
St Gall Manuscripts,ark:/21198/zz0028rrt9,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_039r.tif,85,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 39r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrt9,
St Gall Manuscripts,ark:/21198/zz0028rrvt,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_039v.tif,86,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 39v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrvt,
St Gall Manuscripts,ark:/21198/zz0028rrwb,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_040r.tif,87,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 40r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrwb,
St Gall Manuscripts,ark:/21198/zz0028rrxv,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_040v.tif,88,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 40v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrxv,
St Gall Manuscripts,ark:/21198/zz0028rrzc,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_041r.tif,89,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 41r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rrzc,
St Gall Manuscripts,ark:/21198/zz0028rs0c,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_041v.tif,90,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 41v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs0c,
St Gall Manuscripts,ark:/21198/zz0028rs1w,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_042r.tif,91,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 42r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs1w,
St Gall Manuscripts,ark:/21198/zz0028rs2d,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_042v.tif,92,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 42v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs2d,
St Gall Manuscripts,ark:/21198/zz0028rs3x,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_043r.tif,93,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 43r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs3x,
St Gall Manuscripts,ark:/21198/zz0028rs4f,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_043v.tif,94,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 43v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs4f,
St Gall Manuscripts,ark:/21198/zz0028rs5z,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_044r.tif,95,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 44r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs5z,
St Gall Manuscripts,ark:/21198/zz0028rs6g,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_044v.tif,96,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 44v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs6g,
St Gall Manuscripts,ark:/21198/zz0028rs70,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_045r.tif,97,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 45r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs70,
St Gall Manuscripts,ark:/21198/zz0028rs8h,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_045v.tif,98,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 45v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs8h,
St Gall Manuscripts,ark:/21198/zz0028rs91,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_046r.tif,99,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 46r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rs91,
St Gall Manuscripts,ark:/21198/zz0028rsbj,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_046v.tif,100,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 46v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsbj,
St Gall Manuscripts,ark:/21198/zz0028rsc2,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_047r.tif,101,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 47r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsc2,
St Gall Manuscripts,ark:/21198/zz0028rsdk,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_047v.tif,102,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 47v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsdk,
St Gall Manuscripts,ark:/21198/zz0028rsf3,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_048r.tif,103,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 48r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsf3,
St Gall Manuscripts,ark:/21198/zz0028rsgm,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_048v.tif,104,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 48v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsgm,
St Gall Manuscripts,ark:/21198/zz0028rsh4,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_049r.tif,105,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 49r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsh4,
St Gall Manuscripts,ark:/21198/zz0028rsjn,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_049v.tif,106,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 49v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsjn,
St Gall Manuscripts,ark:/21198/zz0028rsk5,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_050r.tif,107,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 50r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsk5,
St Gall Manuscripts,ark:/21198/zz0028rsmp,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_050v.tif,108,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 50v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsmp,
St Gall Manuscripts,ark:/21198/zz0028rsn6,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_051r.tif,109,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 51r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsn6,
St Gall Manuscripts,ark:/21198/zz0028rspq,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_051v.tif,110,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 51v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rspq,
St Gall Manuscripts,ark:/21198/zz0028rsq7,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_052r.tif,111,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 52r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsq7,
St Gall Manuscripts,ark:/21198/zz0028rsrr,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_052v.tif,112,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 52v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsrr,
St Gall Manuscripts,ark:/21198/zz0028rss8,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_053r.tif,113,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 53r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rss8,
St Gall Manuscripts,ark:/21198/zz0028rsts,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_053v.tif,114,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 53v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsts,
St Gall Manuscripts,ark:/21198/zz0028rsv9,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_054r.tif,115,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 54r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsv9,
St Gall Manuscripts,ark:/21198/zz0028rswt,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_054v.tif,116,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 54v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rswt,
St Gall Manuscripts,ark:/21198/zz0028rsxb,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_055r.tif,117,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 55r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rsxb,
St Gall Manuscripts,ark:/21198/zz0028rszv,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_055v.tif,118,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 55v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rszv,
St Gall Manuscripts,ark:/21198/zz0028rt0v,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_056r.tif,119,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 56r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt0v,
St Gall Manuscripts,ark:/21198/zz0028rt1c,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_056v.tif,120,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 56v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt1c,
St Gall Manuscripts,ark:/21198/zz0028rt2w,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_057r.tif,121,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 57r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt2w,
St Gall Manuscripts,ark:/21198/zz0028rt3d,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_057v.tif,122,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 57v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt3d,
St Gall Manuscripts,ark:/21198/zz0028rt4x,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_058r.tif,123,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 58r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt4x,
St Gall Manuscripts,ark:/21198/zz0028rt5f,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_058v.tif,124,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 58v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt5f,
St Gall Manuscripts,ark:/21198/zz0028rt6z,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_059r.tif,125,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 59r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt6z,
St Gall Manuscripts,ark:/21198/zz0028rt7g,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_059v.tif,126,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 59v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt7g,
St Gall Manuscripts,ark:/21198/zz0028rt80,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_060r.tif,127,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 60r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt80,
St Gall Manuscripts,ark:/21198/zz0028rt9h,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_060v.tif,128,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 60v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rt9h,
St Gall Manuscripts,ark:/21198/zz0028rtb1,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_061r.tif,129,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 61r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtb1,
St Gall Manuscripts,ark:/21198/zz0028rtcj,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_061v.tif,130,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 61v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtcj,
St Gall Manuscripts,ark:/21198/zz0028rtd2,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_062r.tif,131,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 62r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtd2,
St Gall Manuscripts,ark:/21198/zz0028rtfk,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_062v.tif,132,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 62v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtfk,
St Gall Manuscripts,ark:/21198/zz0028rtg3,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_063r.tif,133,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 63r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtg3,
St Gall Manuscripts,ark:/21198/zz0028rthm,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_063v.tif,134,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 63v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rthm,
St Gall Manuscripts,ark:/21198/zz0028rtj4,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_064r.tif,135,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 64r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtj4,
St Gall Manuscripts,ark:/21198/zz0028rtkn,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_064v.tif,136,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 64v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtkn,
St Gall Manuscripts,ark:/21198/zz0028rtm5,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_065r.tif,137,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 65r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtm5,
St Gall Manuscripts,ark:/21198/zz0028rtnp,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_065v.tif,138,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 65v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtnp,
St Gall Manuscripts,ark:/21198/zz0028rtp6,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_066r.tif,139,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 66r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtp6,
St Gall Manuscripts,ark:/21198/zz0028rtqq,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_066v.tif,140,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 66v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtqq,
St Gall Manuscripts,ark:/21198/zz0028rtr7,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_067r.tif,141,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 67r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtr7,
