Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject,Name.author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,Alt ID.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
St Gall Manuscripts,ark:/21198/zz0028rtsr,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_067v.tif,142,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 67v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtsr,
St Gall Manuscripts,ark:/21198/zz0028rtt8,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_068r.tif,143,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 68r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtt8,
St Gall Manuscripts,ark:/21198/zz0028rtvs,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_068v.tif,144,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 68v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtvs,
St Gall Manuscripts,ark:/21198/zz0028rtw9,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_069r.tif,145,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 69r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtw9,
St Gall Manuscripts,ark:/21198/zz0028rtxt,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_069v.tif,146,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 69v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtxt,
St Gall Manuscripts,ark:/21198/zz0028rtzb,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_070r.tif,147,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 70r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rtzb,
St Gall Manuscripts,ark:/21198/zz0028rv0b,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_070v.tif,148,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 70v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv0b,
St Gall Manuscripts,ark:/21198/zz0028rv1v,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_071r.tif,149,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 71r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv1v,
St Gall Manuscripts,ark:/21198/zz0028rv2c,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_071v.tif,150,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 71v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv2c,
St Gall Manuscripts,ark:/21198/zz0028rv3w,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_072r.tif,151,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 72r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv3w,
St Gall Manuscripts,ark:/21198/zz0028rv4d,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_072v.tif,152,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 72v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv4d,
St Gall Manuscripts,ark:/21198/zz0028rv5x,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_073r.tif,153,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 73r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv5x,
St Gall Manuscripts,ark:/21198/zz0028rv6f,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_073v.tif,154,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 73v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv6f,
St Gall Manuscripts,ark:/21198/zz0028rv7z,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_074r.tif,155,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 74r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv7z,
St Gall Manuscripts,ark:/21198/zz0028rv8g,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_074v.tif,156,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 74v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv8g,
St Gall Manuscripts,ark:/21198/zz0028rv90,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_075r.tif,157,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 75r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rv90,
St Gall Manuscripts,ark:/21198/zz0028rvbh,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_075v.tif,158,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 75v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvbh,
St Gall Manuscripts,ark:/21198/zz0028rvc1,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_076r.tif,159,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 76r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvc1,
St Gall Manuscripts,ark:/21198/zz0028rvdj,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_076v.tif,160,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 76v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvdj,
St Gall Manuscripts,ark:/21198/zz0028rvf2,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_077r.tif,161,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 77r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvf2,
St Gall Manuscripts,ark:/21198/zz0028rvgk,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_077v.tif,162,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 77v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvgk,
St Gall Manuscripts,ark:/21198/zz0028rvh3,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_078r.tif,163,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 78r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvh3,
St Gall Manuscripts,ark:/21198/zz0028rvjm,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_078v.tif,164,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 78v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvjm,
St Gall Manuscripts,ark:/21198/zz0028rvk4,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_079r.tif,165,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 79r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvk4,
St Gall Manuscripts,ark:/21198/zz0028rvmn,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_079v.tif,166,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 79v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvmn,
St Gall Manuscripts,ark:/21198/zz0028rvn5,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_080r.tif,167,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 80r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvn5,
St Gall Manuscripts,ark:/21198/zz0028rvpp,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_080v.tif,168,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 80v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvpp,
St Gall Manuscripts,ark:/21198/zz0028rvq6,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_081r.tif,169,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 81r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvq6,
St Gall Manuscripts,ark:/21198/zz0028rvrq,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_081v.tif,170,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 81v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvrq,
St Gall Manuscripts,ark:/21198/zz0028rvs7,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_082r.tif,171,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 82r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvs7,
St Gall Manuscripts,ark:/21198/zz0028rvtr,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_082v.tif,172,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 82v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvtr,
St Gall Manuscripts,ark:/21198/zz0028rvv8,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_083r.tif,173,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 83r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvv8,
St Gall Manuscripts,ark:/21198/zz0028rvws,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_083v.tif,174,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 83v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvws,
St Gall Manuscripts,ark:/21198/zz0028rvx9,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_084r.tif,175,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 84r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvx9,
St Gall Manuscripts,ark:/21198/zz0028rvzt,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_084v.tif,176,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 84v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rvzt,
St Gall Manuscripts,ark:/21198/zz0028rw0t,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_085r.tif,177,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 85r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw0t,
St Gall Manuscripts,ark:/21198/zz0028rw1b,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_085v.tif,178,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 85v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw1b,
St Gall Manuscripts,ark:/21198/zz0028rw2v,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_086r.tif,179,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 86r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw2v,
St Gall Manuscripts,ark:/21198/zz0028rw3c,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_086v.tif,180,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 86v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw3c,
St Gall Manuscripts,ark:/21198/zz0028rw4w,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_087r.tif,181,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 87r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw4w,
St Gall Manuscripts,ark:/21198/zz0028rw5d,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_087v.tif,182,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 87v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw5d,
St Gall Manuscripts,ark:/21198/zz0028rw6x,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_088r.tif,183,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 88r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw6x,
St Gall Manuscripts,ark:/21198/zz0028rw7f,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_088v.tif,184,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 88v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw7f,
St Gall Manuscripts,ark:/21198/zz0028rw8z,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_089r.tif,185,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 89r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw8z,
St Gall Manuscripts,ark:/21198/zz0028rw9g,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_089v.tif,186,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 89v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rw9g,
St Gall Manuscripts,ark:/21198/zz0028rwb0,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_090r.tif,187,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 90r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwb0,
St Gall Manuscripts,ark:/21198/zz0028rwch,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_090v.tif,188,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 90v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwch,
St Gall Manuscripts,ark:/21198/zz0028rwd1,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_091r.tif,189,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 91r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwd1,
St Gall Manuscripts,ark:/21198/zz0028rwfj,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_091v.tif,190,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 91v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwfj,
St Gall Manuscripts,ark:/21198/zz0028rwg2,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_092r.tif,191,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 92r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwg2,
St Gall Manuscripts,ark:/21198/zz0028rwhk,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_092v.tif,192,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 92v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwhk,
St Gall Manuscripts,ark:/21198/zz0028rwj3,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_093r.tif,193,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 93r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwj3,
St Gall Manuscripts,ark:/21198/zz0028rwkm,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_093v.tif,194,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 93v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwkm,
St Gall Manuscripts,ark:/21198/zz0028rwm4,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_094r.tif,195,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 94r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwm4,
St Gall Manuscripts,ark:/21198/zz0028rwnn,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_094v.tif,196,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 94v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwnn,
St Gall Manuscripts,ark:/21198/zz0028rwp5,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_095r.tif,197,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 95r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwp5,
St Gall Manuscripts,ark:/21198/zz0028rwqp,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_095v.tif,198,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 95v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwqp,
St Gall Manuscripts,ark:/21198/zz0028rwr6,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_096r.tif,199,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 96r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwr6,
St Gall Manuscripts,ark:/21198/zz0028rwsq,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_096v.tif,200,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 96v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwsq,
St Gall Manuscripts,ark:/21198/zz0028rwt7,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_097r.tif,201,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 97r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwt7,
St Gall Manuscripts,ark:/21198/zz0028rwvr,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_097v.tif,202,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 97v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwvr,
St Gall Manuscripts,ark:/21198/zz0028rww8,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_098r.tif,203,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 98r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rww8,
St Gall Manuscripts,ark:/21198/zz0028rwxs,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_098v.tif,204,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 98v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwxs,
St Gall Manuscripts,ark:/21198/zz0028rwz9,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_099r.tif,205,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 99r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rwz9,
St Gall Manuscripts,ark:/21198/zz0028rx09,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_099v.tif,206,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 99v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rx09,
St Gall Manuscripts,ark:/21198/zz0028rx1t,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_100r.tif,207,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 100r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rx1t,
St Gall Manuscripts,ark:/21198/zz0028rx2b,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_100v.tif,208,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 100v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rx2b,
St Gall Manuscripts,ark:/21198/zz0028rx3v,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_101r.tif,209,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 101r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rx3v,
St Gall Manuscripts,ark:/21198/zz0028rx4c,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_101v.tif,210,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 101v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rx4c,
St Gall Manuscripts,ark:/21198/zz0028rx5w,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_102r.tif,211,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 102r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rx5w,
St Gall Manuscripts,ark:/21198/zz0028rx6d,ark:/21198/zz0028rntv,2,Completed,Page,StGall/masters/zurich_28/srgb/ZBZ-Ms-Rh-hist-28_f_102v.tif,212,,,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 102v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028rx6d,
