"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Alt ID.OPAC","Publisher.placeOfOrigin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Perseguido, El","ark:/21198/zz0028v496","ark:/21198/zz0028v4bq","2","Completed","Page","perse/image/21198-zz0028v4bq_1948392_master.tif","1","","","","","","","","pd","","published","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v4bq",""
"Perseguido, El","ark:/21198/zz0028v496","ark:/21198/zz0028v4c7","2","Completed","Page","perse/image/21198-zz0028v4c7_1948397_master.tif","2","","","","","","","","pd","","published","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v4c7",""
"Perseguido, El","ark:/21198/zz0028v496","ark:/21198/zz0028v4dr","2","Completed","Page","perse/image/21198-zz0028v4dr_1948400_master.tif","3","","","","","","","","pd","","published","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v4dr",""
"Perseguido, El","ark:/21198/zz0028v496","ark:/21198/zz0028v4f8","2","Completed","Page","perse/image/21198-zz0028v4f8_1948405_master.tif","4","","","","","","","","pd","","published","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v4f8",""
