"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Alt ID.OPAC","Publisher.placeOfOrigin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Perseguido, El","ark:/21198/zz0028tzjz","ark:/21198/zz0028tzkg","2","Completed","Page","perse/image/21198-zz0028tzkg_1948049_master.tif","1","","","","","","","","pd","","published","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tzkg",""
"Perseguido, El","ark:/21198/zz0028tzjz","ark:/21198/zz0028tzm0","2","Completed","Page","perse/image/21198-zz0028tzm0_1948052_master.tif","2","","","","","","","","pd","","published","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tzm0",""
"Perseguido, El","ark:/21198/zz0028tzjz","ark:/21198/zz0028tznh","2","Completed","Page","perse/image/21198-zz0028tznh_1948058_master.tif","3","","","","","","","","pd","","published","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tznh",""
"Perseguido, El","ark:/21198/zz0028tzjz","ark:/21198/zz0028tzp1","2","Completed","Page","perse/image/21198-zz0028tzp1_1948063_master.tif","4","","","","","","","","pd","","published","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tzp1",""
