Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName
Medieval and Renaissance Manuscripts,ark:/21198/zz001z9mtf,ark:/21198/zz001nwkn8,2,Completed,Page,medren/masters/21198-zz001z9mtf_1555332_master.tif,130,,,,,,,still image,,pd,,,,,170-559_fol_outside_back_board_full-size,v,,,,,,,,,,,,,,,21198-zz001z9mtf_1555332_thumbnail.jpg,21198-zz001z9mtf_1555332_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001z9mvz,ark:/21198/zz001nwkn8,2,Completed,Page,medren/masters/21198-zz001z9mvz_1555335_master.tif,1,,,,,,,still image,,pd,,,,,170-559_fol_outside_front_board_full-size,r,,,,,,,,,,,,,,,21198-zz001z9mvz_1555335_thumbnail.jpg,21198-zz001z9mvz_1555335_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001z9mwg,ark:/21198/zz001nwkn8,2,Completed,Page,medren/masters/21198-zz001z9mwg_1555514_master.tif,134,,,,,,,still image,,pd,,,,,170-559_fol_spine_full-size,,,,,,,,,,,,,,,,21198-zz001z9mwg_1555514_thumbnail.jpg,21198-zz001z9mwg_1555514_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001z9mx0,ark:/21198/zz001nwkn8,2,Completed,Page,medren/masters/21198-zz001z9mx0_1555517_master.tif,135,,,,,,,still image,,pd,,,,,170-559_fol_tail_full-size,,,,,,,,,,,,,,,,21198-zz001z9mx0_1555517_thumbnail.jpg,21198-zz001z9mx0_1555517_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001z9mzh,ark:/21198/zz001nwkn8,2,Completed,Page,medren/masters/21198-zz001z9mzh_1555520_master.tif,128,,,,,,,still image,,pd,,,,,170-559_fol_v_full-size,v,,,,,,,,,,,,,,,21198-zz001z9mzh_1555520_thumbnail.jpg,21198-zz001z9mzh_1555520_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001z9n0h,ark:/21198/zz001nwkn8,2,Completed,Page,medren/masters/21198-zz001z9n0h_1555523_master.tif,129,,,,,,,still image,,pd,,,,,170-559_fol_vi_full-size,r,,,,,,,,,,,,,,,21198-zz001z9n0h_1555523_thumbnail.jpg,21198-zz001z9n0h_1555523_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0025kj95,ark:/21198/zz0025kj8n,2,Completed,Page,medren/masters/21198-zz0025kj95_1700502_master.tif,1,,,,,,,,,,,,,,170-575-leaf 1a.tif,,,,,,,,"Roll fragment I // nv gvnde er dir. wol eren. so nidestv daz /er erhaft ist...in eren si hof nie v^s schriet fvrganch noch/ sedel dvrch//7 stanzas, ed. Roethe, 63, 35, 36, 38, 40, 51, and one previously unknown.",,,,,,,,21198-zz0025kj95_1700502_thumbnail.jpg,21198-zz0025kj95_1700502_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0025kjbp,ark:/21198/zz0025kj8n,2,Completed,Page,medren/masters/21198-zz0025kjbp_1700505_master.tif,2,,,,,,,,,,,,,,170-575-leaf 1b.tif,,,,,,,,,,,,,,,,21198-zz0025kjbp_1700505_thumbnail.jpg,21198-zz0025kjbp_1700505_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0025kjc6,ark:/21198/zz0025kj8n,2,Completed,Page,medren/masters/21198-zz0025kjc6_1700508_master.tif,3,,,,,,,,,pd,,,,,170-575-leaf2a.tif,,,,,,,,"Roll fragment II / chen sin. dar blindet rehte gelovbe bi...d^s wirt da von / gefvrhtet vñ geminnet.//7 stanzas, ed. Roethe, 223, 131, 127, 132, 134, 61, 98.|~|Two sections of a roll containing the lyrics of the German minnesanger Reinmar von Zweter, fl. ca. 1236-ca. 1260. These are the earliest witnesses to the text of Reinmar's poetry and a rare example of the form in which sung literature was transmitted while still being performed.",,,,,,,,21198-zz0025kjc6_1700508_thumbnail.jpg,21198-zz0025kjc6_1700508_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0025kjdq,ark:/21198/zz0025kj8n,2,Completed,Page,medren/masters/21198-zz0025kjdq_1700511_master.tif,4,,,,,,,,,,,,,,170-575-leaf2b.tif,,,,,,,,,,,,,,,,21198-zz0025kjdq_1700511_thumbnail.jpg,21198-zz0025kjdq_1700511_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5r0,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v5r0_1869710_master.tif,1,,,,,,,,,,,,,,MS 21 folio 1,,,,,,,,,,,,,,,,21198-zz0027v5r0_1869710_thumbnail.jpg,21198-zz0027v5r0_1869710_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5sh,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v5sh_1869718_master.tif,2,,,,,,,,,,,,,,MS 21 folio 1v,,,,,,,,,,,,,,,,21198-zz0027v5sh_1869718_thumbnail.jpg,21198-zz0027v5sh_1869718_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5t1,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v5t1_1869729_master.tif,3,,,,,,,,,,,,,,MS 21 folio 2,,,,,,,,,,,,,,,,21198-zz0027v5t1_1869729_thumbnail.jpg,21198-zz0027v5t1_1869729_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5vj,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v5vj_1869737_master.tif,4,,,,,,,,,,,,,,MS 21 folio 2v,,,,,,,,,,,,,,,,21198-zz0027v5vj_1869737_thumbnail.jpg,21198-zz0027v5vj_1869737_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5w2,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v5w2_1869744_master.tif,5,,,,,,,,,,,,,,MS 21 folio 3,,,,,,,,,,,,,,,,21198-zz0027v5w2_1869744_thumbnail.jpg,21198-zz0027v5w2_1869744_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5xk,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v5xk_1869758_master.tif,6,,,,,,,,,,,,,,MS 21 folio 3v,,,,,,,,,,,,,,,,21198-zz0027v5xk_1869758_thumbnail.jpg,21198-zz0027v5xk_1869758_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v5z3,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v5z3_1869779_master.tif,7,,,,,,,,,,,,,,MS 21 folio 4,,,,,,,,,,,,,,,,21198-zz0027v5z3_1869779_thumbnail.jpg,21198-zz0027v5z3_1869779_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v603,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v603_1869791_master.tif,8,,,,,,,,,,,,,,MS 21 folio 4v,,,,,,,,,,,,,,,,21198-zz0027v603_1869791_thumbnail.jpg,21198-zz0027v603_1869791_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v61m,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v61m_1869797_master.tif,9,,,,,,,,,,,,,,MS 21 folio 5,,,,,,,,,,,,,,,,21198-zz0027v61m_1869797_thumbnail.jpg,21198-zz0027v61m_1869797_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027v624,ark:/21198/zz0027v5qg,2,Completed,Page,medren/masters/21198-zz0027v624_1869808_master.tif,10,,,,,,,,,,,,,,MS 21 folio 5v,,,,,,,,,,,,,,,,21198-zz0027v624_1869808_thumbnail.jpg,21198-zz0027v624_1869808_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wsj1,ark:/21198/zz0027wshh,2,Completed,Page,medren/masters/21198-zz0027wsj1_2410558_master.tif,1,,,,,,,text,manuscripts (document genre),pd,,,,,Rouse MS 7 inside front cover,,,,,,,,,,,,,,,,21198-zz0027wsj1_2410558_thumbnail.jpg,21198-zz0027wsj1_2410558_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wskj,ark:/21198/zz0027wshh,2,Completed,Page,medren/masters/21198-zz0027wskj_2410561_master.tif,2,,,,,,,text,manuscripts (document genre),pd,,,,,Rouse MS 7 folio 1,,,,,,,,,,,,,,,,21198-zz0027wskj_2410561_thumbnail.jpg,21198-zz0027wskj_2410561_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wsm2,ark:/21198/zz0027wshh,2,Completed,Page,medren/masters/21198-zz0027wsm2_2410564_master.tif,3,,,,,,,text,manuscripts (document genre),pd,,,,,Rouse MS 7 folio 1v,,,,,,,,,,,,,,,,21198-zz0027wsm2_2410564_thumbnail.jpg,21198-zz0027wsm2_2410564_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wsnk,ark:/21198/zz0027wshh,2,Completed,Page,medren/masters/21198-zz0027wsnk_2410567_master.tif,4,,,,,,,text,manuscripts (document genre),pd,,,,,Rouse MS 7 folio 2,,,,,,,,,,,,,,,,21198-zz0027wsnk_2410567_thumbnail.jpg,21198-zz0027wsnk_2410567_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wsp3,ark:/21198/zz0027wshh,2,Completed,Page,medren/masters/21198-zz0027wsp3_2410570_master.tif,5,,,,,,,text,manuscripts (document genre),pd,,,,,Rouse MS 7 folio 2v,,,,,,,,,,,,,,,,21198-zz0027wsp3_2410570_thumbnail.jpg,21198-zz0027wsp3_2410570_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wsqm,ark:/21198/zz0027wshh,2,Completed,Page,medren/masters/21198-zz0027wsqm_2410573_master.tif,6,,,,,,,text,manuscripts (document genre),pd,,,,,Rouse MS 7 inside back cover,,,,,,,,,,,,,,,,21198-zz0027wsqm_2410573_thumbnail.jpg,21198-zz0027wsqm_2410573_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wssn,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wssn_1873980_master.tif,1,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 1,,,,,,,,,,,,,,,,21198-zz0027wssn_1873980_thumbnail.jpg,21198-zz0027wssn_1873980_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtbd,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtbd_1873983_master.tif,17,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 1v,,,,,,,,,,,,,,,,21198-zz0027wtbd_1873983_thumbnail.jpg,21198-zz0027wtbd_1873983_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtcx,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtcx_1873986_master.tif,18,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 2,,,,,,,,,,,,,,,,21198-zz0027wtcx_1873986_thumbnail.jpg,21198-zz0027wtcx_1873986_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtdf,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtdf_1873989_master.tif,19,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 2v,,,,,,,,,,,,,,,,21198-zz0027wtdf_1873989_thumbnail.jpg,21198-zz0027wtdf_1873989_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtfz,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtfz_1873992_master.tif,20,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 3,,,,,,,,,,,,,,,,21198-zz0027wtfz_1873992_thumbnail.jpg,21198-zz0027wtfz_1873992_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtgg,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtgg_1873995_master.tif,21,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 3v,,,,,,,,,,,,,,,,21198-zz0027wtgg_1873995_thumbnail.jpg,21198-zz0027wtgg_1873995_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wth0,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wth0_1873998_master.tif,22,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 4,,,,,,,,,,,,,,,,21198-zz0027wth0_1873998_thumbnail.jpg,21198-zz0027wth0_1873998_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtjh,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtjh_1874001_master.tif,23,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 4v,,,,,,,,,,,,,,,,21198-zz0027wtjh_1874001_thumbnail.jpg,21198-zz0027wtjh_1874001_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtk1,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtk1_1874004_master.tif,24,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 5,,,,,,,,,,,,,,,,21198-zz0027wtk1_1874004_thumbnail.jpg,21198-zz0027wtk1_1874004_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtmj,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtmj_1874007_master.tif,25,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 5v,,,,,,,,,,,,,,,,21198-zz0027wtmj_1874007_thumbnail.jpg,21198-zz0027wtmj_1874007_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtn2,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtn2_1874010_master.tif,26,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 6,,,,,,,,,,,,,,,,21198-zz0027wtn2_1874010_thumbnail.jpg,21198-zz0027wtn2_1874010_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtpk,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtpk_1874013_master.tif,27,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 6v,,,,,,,,,,,,,,,,21198-zz0027wtpk_1874013_thumbnail.jpg,21198-zz0027wtpk_1874013_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtq3,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtq3_1874016_master.tif,28,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 7,,,,,,,,,,,,,,,,21198-zz0027wtq3_1874016_thumbnail.jpg,21198-zz0027wtq3_1874016_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtrm,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wtrm_1874019_master.tif,29,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 7v,,,,,,,,,,,,,,,,21198-zz0027wtrm_1874019_thumbnail.jpg,21198-zz0027wtrm_1874019_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wts4,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wts4_1874022_master.tif,30,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 8,,,,,,,,,,,,,,,,21198-zz0027wts4_1874022_thumbnail.jpg,21198-zz0027wts4_1874022_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wttn,ark:/21198/zz0027wsr4,2,Completed,Page,medren/masters/21198-zz0027wttn_1874025_master.tif,31,,,,,,,text,manuscripts (document genre),pd,,,,,MS 13 folio 8v,,,,,,,,,,,,,,,,21198-zz0027wttn_1874025_thumbnail.jpg,21198-zz0027wttn_1874025_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtwp,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wtwp_1874028_master.tif,1,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 1,,,,,,,,,,,,,,,,21198-zz0027wtwp_1874028_thumbnail.jpg,21198-zz0027wtwp_1874028_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtx6,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wtx6_1874031_master.tif,2,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 1v,,,,,,,,,,,,,,,,21198-zz0027wtx6_1874031_thumbnail.jpg,21198-zz0027wtx6_1874031_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wtzq,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wtzq_1874034_master.tif,3,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 2,,,,,,,,,,,,,,,,21198-zz0027wtzq_1874034_thumbnail.jpg,21198-zz0027wtzq_1874034_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv0q,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv0q_1874037_master.tif,4,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 2v,,,,,,,,,,,,,,,,21198-zz0027wv0q_1874037_thumbnail.jpg,21198-zz0027wv0q_1874037_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv17,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv17_1874040_master.tif,5,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 3,,,,,,,,,,,,,,,,21198-zz0027wv17_1874040_thumbnail.jpg,21198-zz0027wv17_1874040_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv2r,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv2r_1874043_master.tif,6,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 3v,,,,,,,,,,,,,,,,21198-zz0027wv2r_1874043_thumbnail.jpg,21198-zz0027wv2r_1874043_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv38,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv38_1874046_master.tif,7,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 4,,,,,,,,,,,,,,,,21198-zz0027wv38_1874046_thumbnail.jpg,21198-zz0027wv38_1874046_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv4s,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv4s_1874049_master.tif,8,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 4v,,,,,,,,,,,,,,,,21198-zz0027wv4s_1874049_thumbnail.jpg,21198-zz0027wv4s_1874049_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv59,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv59_1874052_master.tif,9,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 5,,,,,,,,,,,,,,,,21198-zz0027wv59_1874052_thumbnail.jpg,21198-zz0027wv59_1874052_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv6t,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv6t_1874055_master.tif,10,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 5v,,,,,,,,,,,,,,,,21198-zz0027wv6t_1874055_thumbnail.jpg,21198-zz0027wv6t_1874055_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv7b,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv7b_1874058_master.tif,11,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 6,,,,,,,,,,,,,,,,21198-zz0027wv7b_1874058_thumbnail.jpg,21198-zz0027wv7b_1874058_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv8v,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv8v_1874061_master.tif,12,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 6v,,,,,,,,,,,,,,,,21198-zz0027wv8v_1874061_thumbnail.jpg,21198-zz0027wv8v_1874061_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wv9c,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wv9c_1874064_master.tif,13,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 7,,,,,,,,,,,,,,,,21198-zz0027wv9c_1874064_thumbnail.jpg,21198-zz0027wv9c_1874064_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wvbw,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wvbw_1874067_master.tif,14,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 7v,,,,,,,,,,,,,,,,21198-zz0027wvbw_1874067_thumbnail.jpg,21198-zz0027wvbw_1874067_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wvcd,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wvcd_1874070_master.tif,15,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 8,,,,,,,,,,,,,,,,21198-zz0027wvcd_1874070_thumbnail.jpg,21198-zz0027wvcd_1874070_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wvdx,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wvdx_1874073_master.tif,16,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 8v,,,,,,,,,,,,,,,,21198-zz0027wvdx_1874073_thumbnail.jpg,21198-zz0027wvdx_1874073_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wvff,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wvff_1874076_master.tif,17,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 9,,,,,,,,,,,,,,,,21198-zz0027wvff_1874076_thumbnail.jpg,21198-zz0027wvff_1874076_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wvgz,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wvgz_1874079_master.tif,18,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 9v,,,,,,,,,,,,,,,,21198-zz0027wvgz_1874079_thumbnail.jpg,21198-zz0027wvgz_1874079_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wvhg,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wvhg_1874082_master.tif,19,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 10,,,,,,,,,,,,,,,,21198-zz0027wvhg_1874082_thumbnail.jpg,21198-zz0027wvhg_1874082_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0027wvj0,ark:/21198/zz0027wtv5,2,Completed,Page,medren/masters/21198-zz0027wvj0_1874085_master.tif,20,,,,,,,text,manuscripts (document genre),pd,,,,,MS 14 folio 10v,,,,,,,,,,,,,,,,21198-zz0027wvj0_1874085_thumbnail.jpg,21198-zz0027wvj0_1874085_master.tif
