Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtvs5,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtvs5-1-master.tif,210,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 210,v,,,,,,,,,,,,,,,21198-zz000rtvs5-1-thumbnail.jpg,21198-zz000rtvs5-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtvs5
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtvtp,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtvtp-1-master.tif,211,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 211,r,,,,,,,,,,,,,,,21198-zz000rtvtp-1-thumbnail.jpg,21198-zz000rtvtp-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtvtp
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtvv6,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtvv6-1-master.tif,212,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 212,v,,,,,,,,,,,,,,,21198-zz000rtvv6-1-thumbnail.jpg,21198-zz000rtvv6-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtvv6
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtvwq,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtvwq-1-master.tif,213,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 213,r,,,,,,,,,,,,,,,21198-zz000rtvwq-1-thumbnail.jpg,21198-zz000rtvwq-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtvwq
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtvx7,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtvx7-1-master.tif,214,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 214,v,,,,,,,,,,,,,,,21198-zz000rtvx7-1-thumbnail.jpg,21198-zz000rtvx7-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtvx7
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtvzr,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtvzr-1-master.tif,215,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 215,r,,,,,,,,,,,,,,,21198-zz000rtvzr-1-thumbnail.jpg,21198-zz000rtvzr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtvzr
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw0r,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw0r-1-master.tif,216,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 216,v,,,,,,,,,,,,,,,21198-zz000rtw0r-1-thumbnail.jpg,21198-zz000rtw0r-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw0r
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw18,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw18-1-master.tif,217,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 217,r,,,,,,,,,,,,,,,21198-zz000rtw18-1-thumbnail.jpg,21198-zz000rtw18-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw18
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw2s,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw2s-1-master.tif,218,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 218,v,,,,,,,,,,,,,,,21198-zz000rtw2s-1-thumbnail.jpg,21198-zz000rtw2s-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw2s
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw39,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw39-1-master.tif,219,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 219,r,,,,,,,,,,,,,,,21198-zz000rtw39-1-thumbnail.jpg,21198-zz000rtw39-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw39
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw4t,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw4t-1-master.tif,220,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 220,v,,,,,,,,,,,,,,,21198-zz000rtw4t-1-thumbnail.jpg,21198-zz000rtw4t-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw4t
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw5b,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw5b-1-master.tif,221,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 221,r,,,,,,,,,,,,,,,21198-zz000rtw5b-1-thumbnail.jpg,21198-zz000rtw5b-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw5b
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw6v,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw6v-1-master.tif,222,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 222,v,,,,,,,,,,,,,,,21198-zz000rtw6v-1-thumbnail.jpg,21198-zz000rtw6v-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw6v
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw7c,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw7c-1-master.tif,223,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 223,r,,,,,,,,,,,,,,,21198-zz000rtw7c-1-thumbnail.jpg,21198-zz000rtw7c-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw7c
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw8w,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw8w-1-master.tif,224,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 224,v,,,,,,,,,,,,,,,21198-zz000rtw8w-1-thumbnail.jpg,21198-zz000rtw8w-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw8w
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtw9d,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtw9d-1-master.tif,225,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 225,r,,,,,,,,,,,,,,,21198-zz000rtw9d-1-thumbnail.jpg,21198-zz000rtw9d-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtw9d
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtwbx,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtwbx-1-master.tif,226,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 226,v,,,,,,,,,,,,,,,21198-zz000rtwbx-1-thumbnail.jpg,21198-zz000rtwbx-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtwbx
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtwcf,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtwcf-1-master.tif,227,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 227,r,,,,,,,,,,,,,,,21198-zz000rtwcf-1-thumbnail.jpg,21198-zz000rtwcf-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtwcf
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtwdz,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtwdz-1-master.tif,228,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 228,v,,,,,,,,,,,,,,,21198-zz000rtwdz-1-thumbnail.jpg,21198-zz000rtwdz-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtwdz
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtwfg,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtwfg-1-master.tif,229,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 229,r,,,,,,,,,,,,,,,21198-zz000rtwfg-1-thumbnail.jpg,21198-zz000rtwfg-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtwfg
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtwg0,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtwg0-1-master.tif,230,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 230,v,,,,,,,,,,,,,,,21198-zz000rtwg0-1-thumbnail.jpg,21198-zz000rtwg0-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtwg0
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtwhh,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtwhh-1-master.tif,231,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 231,r,,,,,,,,,,,,,,,21198-zz000rtwhh-1-thumbnail.jpg,21198-zz000rtwhh-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtwhh
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtwj1,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtwj1-1-master.tif,232,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 232,v,,,,,,,,,,,,,,,21198-zz000rtwj1-1-thumbnail.jpg,21198-zz000rtwj1-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtwj1
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz17,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz17-1-master.tif,233,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 233,r,,,,,,,,,,,,,,,21198-zz000rtz17-1-thumbnail.jpg,21198-zz000rtz17-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz17
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz2r,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz2r-1-master.tif,234,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 234,v,,,,,,,,,,,,,,,21198-zz000rtz2r-1-thumbnail.jpg,21198-zz000rtz2r-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz2r
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz38,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz38-1-master.tif,235,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 235,r,,,,,,,,,,,,,,,21198-zz000rtz38-1-thumbnail.jpg,21198-zz000rtz38-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz38
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz4s,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz4s-1-master.tif,236,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 236,v,,,,,,,,,,,,,,,21198-zz000rtz4s-1-thumbnail.jpg,21198-zz000rtz4s-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz4s
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz59,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz59-1-master.tif,237,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 237,r,,,,,,,,,,,,,,,21198-zz000rtz59-1-thumbnail.jpg,21198-zz000rtz59-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz59
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz6t,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz6t-1-master.tif,238,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 238,v,,,,,,,,,,,,,,,21198-zz000rtz6t-1-thumbnail.jpg,21198-zz000rtz6t-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz6t
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz7b,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz7b-1-master.tif,239,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 239,r,,,,,,,,,,,,,,,21198-zz000rtz7b-1-thumbnail.jpg,21198-zz000rtz7b-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz7b
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz8v,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz8v-1-master.tif,240,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 240,v,,,,,,,,,,,,,,,21198-zz000rtz8v-1-thumbnail.jpg,21198-zz000rtz8v-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz8v
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtz9c,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtz9c-1-master.tif,241,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 241,r,,,,,,,,,,,,,,,21198-zz000rtz9c-1-thumbnail.jpg,21198-zz000rtz9c-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtz9c
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzbw,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzbw-1-master.tif,242,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 242,v,,,,,,,,,,,,,,,21198-zz000rtzbw-1-thumbnail.jpg,21198-zz000rtzbw-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzbw
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzcd,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzcd-1-master.tif,243,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 243,r,,,,,,,,,,,,,,,21198-zz000rtzcd-1-thumbnail.jpg,21198-zz000rtzcd-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzcd
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzdx,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzdx-1-master.tif,244,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 244,v,,,,,,,,,,,,,,,21198-zz000rtzdx-1-thumbnail.jpg,21198-zz000rtzdx-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzdx
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzff,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzff-1-master.tif,245,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 245,r,,,,,,,,,,,,,,,21198-zz000rtzff-1-thumbnail.jpg,21198-zz000rtzff-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzff
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzgz,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzgz-1-master.tif,246,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 246,v,,,,,,,,,,,,,,,21198-zz000rtzgz-1-thumbnail.jpg,21198-zz000rtzgz-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzgz
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzhg,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzhg-1-master.tif,247,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 247,r,,,,,,,,,,,,,,,21198-zz000rtzhg-1-thumbnail.jpg,21198-zz000rtzhg-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzhg
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzj0,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzj0-1-master.tif,248,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 248,v,,,,,,,,,,,,,,,21198-zz000rtzj0-1-thumbnail.jpg,21198-zz000rtzj0-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzj0
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzkh,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzkh-1-master.tif,249,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 249,r,,,,,,,,,,,,,,,21198-zz000rtzkh-1-thumbnail.jpg,21198-zz000rtzkh-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzkh
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzm1,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzm1-1-master.tif,250,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 250,v,,,,,,,,,,,,,,,21198-zz000rtzm1-1-thumbnail.jpg,21198-zz000rtzm1-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzm1
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtznj,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtznj-1-master.tif,251,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 251,r,,,,,,,,,,,,,,,21198-zz000rtznj-1-thumbnail.jpg,21198-zz000rtznj-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtznj
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzp2,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzp2-1-master.tif,252,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 252,v,,,,,,,,,,,,,,,21198-zz000rtzp2-1-thumbnail.jpg,21198-zz000rtzp2-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzp2
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzqk,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzqk-1-master.tif,253,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 253,r,,,,,,,,,,,,,,,21198-zz000rtzqk-1-thumbnail.jpg,21198-zz000rtzqk-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzqk
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzr3,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzr3-1-master.tif,254,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 254,v,,,,,,,,,,,,,,,21198-zz000rtzr3-1-thumbnail.jpg,21198-zz000rtzr3-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzr3
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzsm,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzsm-1-master.tif,255,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 255,r,,,,,,,,,,,,,,,21198-zz000rtzsm-1-thumbnail.jpg,21198-zz000rtzsm-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzsm
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzt4,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzt4-1-master.tif,256,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 256,v,,,,,,,,,,,,,,,21198-zz000rtzt4-1-thumbnail.jpg,21198-zz000rtzt4-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzt4
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzvn,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzvn-1-master.tif,257,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 257,r,,,,,,,,,,,,,,,21198-zz000rtzvn-1-thumbnail.jpg,21198-zz000rtzvn-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzvn
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzw5,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzw5-1-master.tif,258,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 258,v,,,,,,,,,,,,,,,21198-zz000rtzw5-1-thumbnail.jpg,21198-zz000rtzw5-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzw5
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzxp,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzxp-1-master.tif,259,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 259,r,,,,,,,,,,,,,,,21198-zz000rtzxp-1-thumbnail.jpg,21198-zz000rtzxp-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzxp
Medieval and Renaissance Manuscripts,ark:/21198/zz000rtzz6,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rtzz6-1-master.tif,260,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 260,v,,,,,,,,,,,,,,,21198-zz000rtzz6-1-thumbnail.jpg,21198-zz000rtzz6-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rtzz6
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv00n,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv00n-1-master.tif,261,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 261,r,,,,,,,,,,,,,,,21198-zz000rv00n-1-thumbnail.jpg,21198-zz000rv00n-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv00n
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv015,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv015-1-master.tif,262,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 262,v,,,,,,,,,,,,,,,21198-zz000rv015-1-thumbnail.jpg,21198-zz000rv015-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv015
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv02p,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv02p-1-master.tif,263,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 263,r,,,,,,,,,,,,,,,21198-zz000rv02p-1-thumbnail.jpg,21198-zz000rv02p-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv02p
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv036,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv036-1-master.tif,264,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 264,v,,,,,,,,,,,,,,,21198-zz000rv036-1-thumbnail.jpg,21198-zz000rv036-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv036
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv04q,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv04q-1-master.tif,265,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 265,r,,,,,,,,,,,,,,,21198-zz000rv04q-1-thumbnail.jpg,21198-zz000rv04q-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv04q
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv057,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv057-1-master.tif,266,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 266,v,,,,,,,,,,,,,,,21198-zz000rv057-1-thumbnail.jpg,21198-zz000rv057-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv057
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv06r,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv06r-1-master.tif,267,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 267,r,,,,,,,,,,,,,,,21198-zz000rv06r-1-thumbnail.jpg,21198-zz000rv06r-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv06r
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv078,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv078-1-master.tif,268,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 268,v,,,,,,,,,,,,,,,21198-zz000rv078-1-thumbnail.jpg,21198-zz000rv078-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv078
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv08s,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv08s-1-master.tif,269,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 269,r,,,,,,,,,,,,,,,21198-zz000rv08s-1-thumbnail.jpg,21198-zz000rv08s-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv08s
Medieval and Renaissance Manuscripts,ark:/21198/zz000rv099,ark:/21198/zz000rstf2,2,Completed,Page,medren/masters/21198-zz000rv099-1-master.tif,270,,,,,,,,,pd,,,,,Coll. 170. Ms. 348. Page 270,v,,,,,,,,,,,,,,,21198-zz000rv099-1-thumbnail.jpg,21198-zz000rv099-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rv099
