"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snq53","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snq53-1-master.tif","331","","","","","","","","","pd","","","","","331","r","","","","","","","","","","","","","","","21198-zz000snq53-1-thumbnail.jpg","21198-zz000snq53-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snq53",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snq6m","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snq6m-1-master.tif","332","","","","","","","","","pd","","","","","332","v","","","","","","","","","","","","","","","21198-zz000snq6m-1-thumbnail.jpg","21198-zz000snq6m-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snq6m",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snq74","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snq74-1-master.tif","333","","","","","","","","","pd","","","","","333","r","","","","","","","","","","","","","","","21198-zz000snq74-1-thumbnail.jpg","21198-zz000snq74-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snq74",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snq8n","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snq8n-1-master.tif","334","","","","","","","","","pd","","","","","334","v","","","","","","","","","","","","","","","21198-zz000snq8n-1-thumbnail.jpg","21198-zz000snq8n-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snq8n",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snq95","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snq95-1-master.tif","335","","","","","","","","","pd","","","","","335","r","","","","","","","","","","","","","","","21198-zz000snq95-1-thumbnail.jpg","21198-zz000snq95-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snq95",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqbp","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqbp-1-master.tif","336","","","","","","","","","pd","","","","","336","v","","","","","","","","","","","","","","","21198-zz000snqbp-1-thumbnail.jpg","21198-zz000snqbp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqbp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqc6","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqc6-1-master.tif","337","","","","","","","","","pd","","","","","337","r","","","","","","","","","","","","","","","21198-zz000snqc6-1-thumbnail.jpg","21198-zz000snqc6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqc6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqdq","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqdq-1-master.tif","338","","","","","","","","","copyrighted","","","","","338","v","","","","","","","","","","","","","","","21198-zz000snqdq-1-thumbnail.jpg","21198-zz000snqdq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqdq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqf7","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqf7-1-master.tif","339","","","","","","","","","pd","","","","","339","r","","","","","","","","","","","","","","","21198-zz000snqf7-1-thumbnail.jpg","21198-zz000snqf7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqf7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqgr","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqgr-1-master.tif","340","","","","","","","","","pd","","","","","340","v","","","","","","","","","","","","","","","21198-zz000snqgr-1-thumbnail.jpg","21198-zz000snqgr-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqgr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqh8","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqh8-1-master.tif","341","","","","","","","","","pd","","","","","341","r","","","","","","","","","","","","","","","21198-zz000snqh8-1-thumbnail.jpg","21198-zz000snqh8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqh8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqjs","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqjs-1-master.tif","342","","","","","","","","","pd","","","","","342","v","","","","","","","","","","","","","","","21198-zz000snqjs-1-thumbnail.jpg","21198-zz000snqjs-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqjs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqk9","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqk9-1-master.tif","343","","","","","","","","","pd","","","","","343","r","","","","","","","","","","","","","","","21198-zz000snqk9-1-thumbnail.jpg","21198-zz000snqk9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqk9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqmt","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqmt-1-master.tif","344","","","","","","","","","pd","","","","","344","v","","","","","","","","","","","","","","","21198-zz000snqmt-1-thumbnail.jpg","21198-zz000snqmt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqmt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqnb","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqnb-1-master.tif","345","","","","","","","","","pd","","","","","345","r","","","","","","","","","","","","","","","21198-zz000snqnb-1-thumbnail.jpg","21198-zz000snqnb-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqnb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqpv","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqpv-1-master.tif","346","","","","","","","","","pd","","","","","346","v","","","","","","","","","","","","","","","21198-zz000snqpv-1-thumbnail.jpg","21198-zz000snqpv-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqpv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqqc","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqqc-1-master.tif","347","","","","","","","","","pd","","","","","347","r","","","","","","","","","","","","","","","21198-zz000snqqc-1-thumbnail.jpg","21198-zz000snqqc-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqqc",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqrw","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqrw-1-master.tif","348","","","","","","","","","pd","","","","","348","v","","","","","","","","","","","","","","","21198-zz000snqrw-1-thumbnail.jpg","21198-zz000snqrw-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqrw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000snqsd","ark:/21198/zz000skrmd","2","Completed","Page","medren/masters/21198-zz000snqsd-1-master.tif","349","","","","","","","","","pd","","","","","349","r","","","","","","","","","","","","","","","21198-zz000snqsd-1-thumbnail.jpg","21198-zz000snqsd-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snqsd",""
