"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3c74","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3c74-1-master.tif","562","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 561","r","","","","","","","","","","","","","","","21198-zz000s3c74-1-thumbnail.jpg","21198-zz000s3c74-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3c74",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3c8n","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3c8n-1-master.tif","563","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 562","v","","","","","","","","","","","","","","","21198-zz000s3c8n-1-thumbnail.jpg","21198-zz000s3c8n-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3c8n",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3c95","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3c95-1-master.tif","564","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 563","r","","","","","","","","","","","","","","","21198-zz000s3c95-1-thumbnail.jpg","21198-zz000s3c95-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3c95",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cbp","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cbp-1-master.tif","565","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 564","v","","","","","","","","","","","","","","","21198-zz000s3cbp-1-thumbnail.jpg","21198-zz000s3cbp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cbp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cc6","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cc6-1-master.tif","566","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 565","r","","","","","","","","","","","","","","","21198-zz000s3cc6-1-thumbnail.jpg","21198-zz000s3cc6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cc6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cdq","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cdq-1-master.tif","567","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 566","v","","","","","","","","","","","","","","","21198-zz000s3cdq-1-thumbnail.jpg","21198-zz000s3cdq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cdq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cf7","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cf7-1-master.tif","568","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 567","r","","","","","","","","","","","","","","","21198-zz000s3cf7-1-thumbnail.jpg","21198-zz000s3cf7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cf7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cgr","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cgr-1-master.tif","569","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 568","v","","","","","","","","","","","","","","","21198-zz000s3cgr-1-thumbnail.jpg","21198-zz000s3cgr-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cgr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3ch8","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3ch8-1-master.tif","570","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 569","r","","","","","","","","","","","","","","","21198-zz000s3ch8-1-thumbnail.jpg","21198-zz000s3ch8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3ch8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cjs","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cjs-1-master.tif","571","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 570","v","","","","","","","","","","","","","","","21198-zz000s3cjs-1-thumbnail.jpg","21198-zz000s3cjs-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cjs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3ck9","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3ck9-1-master.tif","572","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 571","r","","","","","","","","","","","","","","","21198-zz000s3ck9-1-thumbnail.jpg","21198-zz000s3ck9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3ck9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cmt","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cmt-1-master.tif","573","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 572","v","","","","","","","","","","","","","","","21198-zz000s3cmt-1-thumbnail.jpg","21198-zz000s3cmt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cmt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cnb","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cnb-1-master.tif","574","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 573","r","","","","","","","","","","","","","","","21198-zz000s3cnb-1-thumbnail.jpg","21198-zz000s3cnb-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cnb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cpv","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cpv-1-master.tif","575","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 574","v","","","","","","","","","","","","","","","21198-zz000s3cpv-1-thumbnail.jpg","21198-zz000s3cpv-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cpv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cqc","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cqc-1-master.tif","576","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 575","r","","","","","","","","","","","","","","","21198-zz000s3cqc-1-thumbnail.jpg","21198-zz000s3cqc-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cqc",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3crw","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3crw-1-master.tif","577","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 576","v","","","","","","","","","","","","","","","21198-zz000s3crw-1-thumbnail.jpg","21198-zz000s3crw-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3crw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3csd","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3csd-1-master.tif","578","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 577","r","","","","","","","","","","","","","","","21198-zz000s3csd-1-thumbnail.jpg","21198-zz000s3csd-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3csd",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3ctx","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3ctx-1-master.tif","579","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 578","v","","","","","","","","","","","","","","","21198-zz000s3ctx-1-thumbnail.jpg","21198-zz000s3ctx-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3ctx",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cvf","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cvf-1-master.tif","580","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 579","r","","","","","","","","","","","","","","","21198-zz000s3cvf-1-thumbnail.jpg","21198-zz000s3cvf-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cvf",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3cwz","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3cwz-1-master.tif","581","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 580","v","","","","","","","","","","","","","","","21198-zz000s3cwz-1-thumbnail.jpg","21198-zz000s3cwz-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3cwz",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3dwf","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3dwf-1-master.tif","21","","","","","","","","","pd","","","","","21","r","","","","","","","","","","","","","","","21198-zz000s3dwf-1-thumbnail.jpg","21198-zz000s3dwf-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3dwf",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3dxz","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3dxz-1-master.tif","22","","","","","","","","","pd","","","","","22","v","","","","","","","","","","","","","","","21198-zz000s3dxz-1-thumbnail.jpg","21198-zz000s3dxz-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3dxz",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3dzg","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3dzg-1-master.tif","23","","","","","","","","","pd","","","","","23","r","","","","","","","","","","","","","","","21198-zz000s3dzg-1-thumbnail.jpg","21198-zz000s3dzg-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3dzg",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f0g","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f0g-1-master.tif","24","","","","","","","","","pd","","","","","24","v","","","","","","","","","","","","","","","21198-zz000s3f0g-1-thumbnail.jpg","21198-zz000s3f0g-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f0g",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f10","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f10-1-master.tif","25","","","","","","","","","pd","","","","","25","r","","","","","","","","","","","","","","","21198-zz000s3f10-1-thumbnail.jpg","21198-zz000s3f10-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f10",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f2h","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f2h-1-master.tif","26","","","","","","","","","pd","","","","","26","v","","","","","","","","","","","","","","","21198-zz000s3f2h-1-thumbnail.jpg","21198-zz000s3f2h-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f2h",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f31","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f31-1-master.tif","27","","","","","","","","","pd","","","","","27","r","","","","","","","","","","","","","","","21198-zz000s3f31-1-thumbnail.jpg","21198-zz000s3f31-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f31",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f4j","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f4j-1-master.tif","28","","","","","","","","","pd","","","","","28","v","","","","","","","","","","","","","","","21198-zz000s3f4j-1-thumbnail.jpg","21198-zz000s3f4j-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f4j",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f52","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f52-1-master.tif","29","","","","","","","","","pd","","","","","29","r","","","","","","","","","","","","","","","21198-zz000s3f52-1-thumbnail.jpg","21198-zz000s3f52-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f52",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f6k","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f6k-1-master.tif","30","","","","","","","","","pd","","","","","30","v","","","","","","","","","","","","","","","21198-zz000s3f6k-1-thumbnail.jpg","21198-zz000s3f6k-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f6k",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f73","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f73-1-master.tif","31","","","","","","","","","pd","","","","","31","r","","","","","","","","","","","","","","","21198-zz000s3f73-1-thumbnail.jpg","21198-zz000s3f73-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f73",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f8m","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f8m-1-master.tif","32","","","","","","","","","pd","","","","","32","v","","","","","","","","","","","","","","","21198-zz000s3f8m-1-thumbnail.jpg","21198-zz000s3f8m-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f8m",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3f94","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3f94-1-master.tif","33","","","","","","","","","pd","","","","","33","r","","","","","","","","","","","","","","","21198-zz000s3f94-1-thumbnail.jpg","21198-zz000s3f94-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3f94",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3fbn","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3fbn-1-master.tif","34","","","","","","","","","pd","","","","","34","v","","","","","","","","","","","","","","","21198-zz000s3fbn-1-thumbnail.jpg","21198-zz000s3fbn-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3fbn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3fc5","ark:/21198/zz000s39xh","2","Completed","Page","medren/masters/21198-zz000s3fc5-1-master.tif","35","","","","","","","","","pd","","","","","35","r","","","","","","","","","","","","","","","21198-zz000s3fc5-1-thumbnail.jpg","21198-zz000s3fc5-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3fc5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3fdp","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3fdp-1-master.tif","582","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 581","r","","","","","","","","","","","","","","","21198-zz000s3fdp-1-thumbnail.jpg","21198-zz000s3fdp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3fdp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3ff6","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3ff6-1-master.tif","583","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 582","v","","","","","","","","","","","","","","","21198-zz000s3ff6-1-thumbnail.jpg","21198-zz000s3ff6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3ff6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3fgq","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3fgq-1-master.tif","584","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 583","r","","","","","","","","","","","","","","","21198-zz000s3fgq-1-thumbnail.jpg","21198-zz000s3fgq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3fgq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s3fh7","ark:/21198/zz000rzpxm","2","Completed","Page","medren/masters/21198-zz000s3fh7-1-master.tif","585","","","","","","","","","pd","","","","","Coll. 170 MS. 677 Page 584","v","","","","","","","","","","","","","","","21198-zz000s3fh7-1-thumbnail.jpg","21198-zz000s3fh7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s3fh7",""
