Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0ncq,ark:/21198/zz000rzpxm,2,Completed,Page,medren/masters/21198-zz000s0ncq-1-master.tif,178,,,,,,,,,pd,,,,,178,v,,,,,,,,,,,,,,,21198-zz000s0ncq-1-thumbnail.jpg,21198-zz000s0ncq-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0nd7,ark:/21198/zz000rzpxm,2,Completed,Page,medren/masters/21198-zz000s0nd7-1-master.tif,179,,,,,,,,,pd,,,,,179,r,,,,,,,,,,,,,,,21198-zz000s0nd7-1-thumbnail.jpg,21198-zz000s0nd7-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0nfr,ark:/21198/zz000rzpxm,2,Completed,Page,medren/masters/21198-zz000s0nfr-1-master.tif,180,,,,,,,,,pd,,,,,180,v,,,,,,,,,,,,,,,21198-zz000s0nfr-1-thumbnail.jpg,21198-zz000s0nfr-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0nx0,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0nx0-1-master.tif,368,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 366,v,,,,,,,,,,,,,,,21198-zz000s0nx0-1-thumbnail.jpg,21198-zz000s0nx0-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0nzh,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0nzh-1-master.tif,369,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 367,r,,,,,,,"20. ff. 183-186, [Hours of the Dead, Matins to Compline] Ad singulas horas de passione Christi pro defunctis. Ad matutinam...Et libera eam ob omni tribulacione et angustia sua. Amen.",,,,,,,,21198-zz000s0nzh-1-thumbnail.jpg,21198-zz000s0nzh-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p0h,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p0h-1-master.tif,370,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 368,v,,,,,,,,,,,,,,,21198-zz000s0p0h-1-thumbnail.jpg,21198-zz000s0p0h-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p11,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p11-1-master.tif,371,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 369,r,,,,,,,,,,,,,,,21198-zz000s0p11-1-thumbnail.jpg,21198-zz000s0p11-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p2j,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p2j-1-master.tif,372,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 370,v,,,,,,,,,,,,,,,21198-zz000s0p2j-1-thumbnail.jpg,21198-zz000s0p2j-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p32,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p32-1-master.tif,373,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 371,r,,,,,,,,,,,,,,,21198-zz000s0p32-1-thumbnail.jpg,21198-zz000s0p32-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p4k,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p4k-1-master.tif,374,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 372,v,,,,,,,,,,,,,,,21198-zz000s0p4k-1-thumbnail.jpg,21198-zz000s0p4k-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p53,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p53-1-master.tif,375,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 373,r,,,,,,,21. ff. 186-188v. [Indulgence prayers] Hec oratio est XXXa diebus pro animabus dicenda...Metuende et tremende deus...ab omnibus penis et vinculis. Amen.,,,,,,,,21198-zz000s0p53-1-thumbnail.jpg,21198-zz000s0p53-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p6m,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p6m-1-master.tif,376,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 374,v,,,,,,,,,,,,,,,21198-zz000s0p6m-1-thumbnail.jpg,21198-zz000s0p6m-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p74,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p74-1-master.tif,377,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 375,r,,,,,,,,,,,,,,,21198-zz000s0p74-1-thumbnail.jpg,21198-zz000s0p74-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p8n,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p8n-1-master.tif,378,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 376,v,,,,,,,,,,,,,,,21198-zz000s0p8n-1-thumbnail.jpg,21198-zz000s0p8n-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s0p95,ark:/21198/zz000rzcf1,2,Completed,Page,medren/masters/21198-zz000s0p95-1-master.tif,379,,,,,,,,,pd,,,,,Coll. 170. Ms. 675. Page 377,r,,,,,,,,,,,,,,,21198-zz000s0p95-1-thumbnail.jpg,21198-zz000s0p95-1-master.tif
