Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92cj,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92cj-1-master.tif,253,,,,,,,,,pd,,,,,253,r,,,,,,,,,,,,,,,21198-zz000s92cj-1-thumbnail.jpg,21198-zz000s92cj-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92d2,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92d2-1-master.tif,254,,,,,,,,,pd,,,,,254,v,,,,,,,,,,,,,,,21198-zz000s92d2-1-thumbnail.jpg,21198-zz000s92d2-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92fk,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92fk-1-master.tif,255,,,,,,,,,pd,,,,,255,r,,,,,,,,,,,,,,,21198-zz000s92fk-1-thumbnail.jpg,21198-zz000s92fk-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92g3,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92g3-1-master.tif,256,,,,,,,,,pd,,,,,256,v,,,,,,,,,,,,,,,21198-zz000s92g3-1-thumbnail.jpg,21198-zz000s92g3-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92hm,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92hm-1-master.tif,257,,,,,,,,,pd,,,,,257,r,,,,,,,,,,,,,,,21198-zz000s92hm-1-thumbnail.jpg,21198-zz000s92hm-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92j4,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92j4-1-master.tif,258,,,,,,,,,pd,,,,,258,v,,,,,,,,,,,,,,,21198-zz000s92j4-1-thumbnail.jpg,21198-zz000s92j4-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92kn,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92kn-1-master.tif,259,,,,,,,,,pd,,,,,259,r,,,,,,,,,,,,,,,21198-zz000s92kn-1-thumbnail.jpg,21198-zz000s92kn-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92m5,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92m5-1-master.tif,260,,,,,,,,,pd,,,,,260,v,,,,,,,,,,,,,,,21198-zz000s92m5-1-thumbnail.jpg,21198-zz000s92m5-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92np,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92np-1-master.tif,261,,,,,,,,,pd,,,,,261,r,,,,,,,,,,,,,,,21198-zz000s92np-1-thumbnail.jpg,21198-zz000s92np-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92p6,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92p6-1-master.tif,262,,,,,,,,,pd,,,,,262,v,,,,,,,,,,,,,,,21198-zz000s92p6-1-thumbnail.jpg,21198-zz000s92p6-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92qq,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92qq-1-master.tif,263,,,,,,,,,pd,,,,,263,r,,,,,,,,,,,,,,,21198-zz000s92qq-1-thumbnail.jpg,21198-zz000s92qq-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92r7,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92r7-1-master.tif,264,,,,,,,,,pd,,,,,264,v,,,,,,,,,,,,,,,21198-zz000s92r7-1-thumbnail.jpg,21198-zz000s92r7-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92sr,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92sr-1-master.tif,265,,,,,,,,,pd,,,,,265,r,,,,,,,,,,,,,,,21198-zz000s92sr-1-thumbnail.jpg,21198-zz000s92sr-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92t8,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92t8-1-master.tif,266,,,,,,,,,pd,,,,,266,v,,,,,,,,,,,,,,,21198-zz000s92t8-1-thumbnail.jpg,21198-zz000s92t8-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92vs,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92vs-1-master.tif,267,,,,,,,,,pd,,,,,267,r,,,,,,,,,,,,,,,21198-zz000s92vs-1-thumbnail.jpg,21198-zz000s92vs-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92w9,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92w9-1-master.tif,268,,,,,,,,,pd,,,,,268,v,,,,,,,,,,,,,,,21198-zz000s92w9-1-thumbnail.jpg,21198-zz000s92w9-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92xt,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92xt-1-master.tif,269,,,,,,,,,pd,,,,,269,r,,,,,,,,,,,,,,,21198-zz000s92xt-1-thumbnail.jpg,21198-zz000s92xt-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s92zb,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s92zb-1-master.tif,270,,,,,,,,,pd,,,,,270,v,,,,,,,,,,,,,,,21198-zz000s92zb-1-thumbnail.jpg,21198-zz000s92zb-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s963b,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s963b-1-master.tif,271,,,,,,,,,pd,,,,,271,r,,,,,,,,,,,,,,,21198-zz000s963b-1-thumbnail.jpg,21198-zz000s963b-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s964v,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s964v-1-master.tif,272,,,,,,,,,pd,,,,,272,v,,,,,,,,,,,,,,,21198-zz000s964v-1-thumbnail.jpg,21198-zz000s964v-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s965c,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s965c-1-master.tif,273,,,,,,,,,pd,,,,,273,r,,,,,,,,,,,,,,,21198-zz000s965c-1-thumbnail.jpg,21198-zz000s965c-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s966w,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s966w-1-master.tif,274,,,,,,,,,pd,,,,,274,v,,,,,,,,,,,,,,,21198-zz000s966w-1-thumbnail.jpg,21198-zz000s966w-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s967d,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s967d-1-master.tif,275,,,,,,,,,pd,,,,,275,r,,,,,,,,,,,,,,,21198-zz000s967d-1-thumbnail.jpg,21198-zz000s967d-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s968x,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s968x-1-master.tif,276,,,,,,,,,pd,,,,,276,v,,,,,,,,,,,,,,,21198-zz000s968x-1-thumbnail.jpg,21198-zz000s968x-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s969f,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s969f-1-master.tif,277,,,,,,,,,pd,,,,,277,r,,,,,,,,,,,,,,,21198-zz000s969f-1-thumbnail.jpg,21198-zz000s969f-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96bz,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96bz-1-master.tif,278,,,,,,,,,pd,,,,,278,v,,,,,,,,,,,,,,,21198-zz000s96bz-1-thumbnail.jpg,21198-zz000s96bz-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96cg,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96cg-1-master.tif,279,,,,,,,,,pd,,,,,279,r,,,,,,,,,,,,,,,21198-zz000s96cg-1-thumbnail.jpg,21198-zz000s96cg-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96d0,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96d0-1-master.tif,280,,,,,,,,,pd,,,,,280,v,,,,,,,,,,,,,,,21198-zz000s96d0-1-thumbnail.jpg,21198-zz000s96d0-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96fh,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96fh-1-master.tif,281,,,,,,,,,pd,,,,,281,r,,,,,,,,,,,,,,,21198-zz000s96fh-1-thumbnail.jpg,21198-zz000s96fh-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96g1,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96g1-1-master.tif,282,,,,,,,,,pd,,,,,282,v,,,,,,,,,,,,,,,21198-zz000s96g1-1-thumbnail.jpg,21198-zz000s96g1-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96hj,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96hj-1-master.tif,283,,,,,,,,,pd,,,,,283,r,,,,,,,,,,,,,,,21198-zz000s96hj-1-thumbnail.jpg,21198-zz000s96hj-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96j2,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96j2-1-master.tif,284,,,,,,,,,pd,,,,,284,v,,,,,,,,,,,,,,,21198-zz000s96j2-1-thumbnail.jpg,21198-zz000s96j2-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96kk,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96kk-1-master.tif,285,,,,,,,,,pd,,,,,285,r,,,,,,,,,,,,,,,21198-zz000s96kk-1-thumbnail.jpg,21198-zz000s96kk-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96m3,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96m3-1-master.tif,286,,,,,,,,,pd,,,,,286,v,,,,,,,,,,,,,,,21198-zz000s96m3-1-thumbnail.jpg,21198-zz000s96m3-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96nm,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96nm-1-master.tif,287,,,,,,,,,pd,,,,,287,r,,,,,,,,,,,,,,,21198-zz000s96nm-1-thumbnail.jpg,21198-zz000s96nm-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz000s96p4,ark:/21198/zz000s8dmj,2,Completed,Page,medren/masters/21198-zz000s96p4-1-master.tif,288,,,,,,,,,pd,,,,,288,v,,,,,,,,,,,,,,,21198-zz000s96p4-1-thumbnail.jpg,21198-zz000s96p4-1-master.tif
