"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dw91k/4w15n84b","ark:/21198/zz002dw91k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_047.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw91k%2F4w15n84b",""
"Mikels (Elaine) Papers","ark:/21198/zz002dw91k/r053pz30","ark:/21198/zz002dw91k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_047A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw91k%2Fr053pz30",""
