"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dw965/js72nt80","ark:/21198/zz002dw965","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_052A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw965%2Fjs72nt80",""
"Mikels (Elaine) Papers","ark:/21198/zz002dw965/sp00ps3q","ark:/21198/zz002dw965","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_052.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw965%2Fsp00ps3q",""
