"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dwbxh/mp88fg0g","ark:/21198/zz002dwbxh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_004.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbxh%2Fmp88fg0g",""
"Mikels (Elaine) Papers","ark:/21198/zz002dwbxh/z9396c0b","ark:/21198/zz002dwbxh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F14_004A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbxh%2Fz9396c0b",""
