"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dwfcp/mx21zx2g","ark:/21198/zz002dwfcp","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_001A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfcp%2Fmx21zx2g",""
"Mikels (Elaine) Papers","ark:/21198/zz002dwfcp/tk05sw6z","ark:/21198/zz002dwfcp","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F9_001.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfcp%2Ftk05sw6z",""
