"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb2k/kx84z05n","ark:/21198/zz002dwb2k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_025.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb2k%2Fkx84z05n",""
"Mikels (Elaine) Papers","ark:/21198/zz002dwb2k/tm47t06d","ark:/21198/zz002dwb2k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_025A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb2k%2Ftm47t06d",""
