"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","local ID","Creator","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Abstract","Note.content","Institution/Repository","Subject.place","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Subject.topic","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_001.tif","Page","Page 1","1","ark:/21198/z1h14x4c","ark:/21198/z1127nvm","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127nvm",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_002.tif","Page","Page 2","2","ark:/21198/z1h14x4c","ark:/21198/z1w975d5","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w975d5",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_003.tif","Page","Page 3","3","ark:/21198/z1h14x4c","ark:/21198/z1rj6drb","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6drb",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_004.tif","Page","Page 4","4","ark:/21198/z1h14x4c","ark:/21198/z1mw4cdw","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4cdw",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_005.tif","Page","Page 5","5","ark:/21198/z1h14x4c","ark:/21198/z1h43mst","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43mst",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_006.tif","Page","Page 6","6","ark:/21198/z1h14x4c","ark:/21198/z1cc2w12","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2w12",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_007.tif","Page","Page 7","7","ark:/21198/z1h14x4c","ark:/21198/z17m246c","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m246c",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_008.tif","Page","Page 8","8","ark:/21198/z1h14x4c","ark:/21198/z13v1cf6","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v1cf6",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_009.tif","Page","Page 9","9","ark:/21198/z1h14x4c","ark:/21198/z1030mr7","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030mr7",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_010.tif","Page","Page 10","10","ark:/21198/z1h14x4c","ark:/21198/z1vb04cp","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb04cp",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_011.tif","Page","Page 11","11","ark:/21198/z1h14x4c","ark:/21198/z1qn831p","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn831p",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_012.tif","Page","Page 12","12","ark:/21198/z1h14x4c","ark:/21198/z1kw7bbd","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw7bbd",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_013.tif","Page","Page 13","13","ark:/21198/z1h14x4c","ark:/21198/z1g46km0","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46km0",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_014.tif","Page","Page 14","14","ark:/21198/z1h14x4c","ark:/21198/z1bc5tsx","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5tsx",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_015.tif","Page","Page 15","15","ark:/21198/z1h14x4c","ark:/21198/z16m531j","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m531j",""
"Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_016.tif","Page","Page 16","16","ark:/21198/z1h14x4c","ark:/21198/z12v4bb8","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4bb8",""
