Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Rights.publicationStatus,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,Subject,Type.genre,Title,Alt ID.local,AltTitle.descriptive,Date.publication,Date.normalized,Format.extent,Description.note,Description.abstract,Publisher.publisherName,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Deutsches Nachrichtenbüro,ark:/21198/zz002cr99h,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_0043.tif,522,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., 1936 August 17, Olympia-Sonderdienst Nr. 43",1936-08-17_0043,Olympia-Sonderdienst|~|Deutsches Nachrichtenbüro,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr99h,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr99h/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9b1,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_0044.tif,523,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., 1936 August 17, Olympia-Sonderdienst Nr. 44",1936-08-17_0044,Olympia-Sonderdienst|~|Deutsches Nachrichtenbüro,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9b1,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9b1/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9cj,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_0045.tif,524,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., 1936 August 17, Olympia-Sonderdienst Nr. 45",1936-08-17_0045,Deutsches Nachrichtenbüro|~|Olympia-Sonderdienst,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9cj,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9cj/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9d2,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_1059.tif,525,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1059, 1936 August 17, Erste Morgen-Ausgabe",1936-08-17_1059,Erste Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9d2,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9d2/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9fk,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_1060.tif,526,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1060, 1936 August 17, Zweite Morgen-Ausgabe",1936-08-17_1060,Zweite Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9fk,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9fk/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9g3,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_1061.tif,527,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1061, 1936 August 17, Vormittags-Ausgabe",1936-08-17_1061,Vormittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9g3,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9g3/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9hm,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_1062.tif,528,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1062, 1936 August 17, Mittags- und Nachmittags-Ausgabe",1936-08-17_1062,Deutsches Nachrichtenbüro|~|Mittags- und Nachmittags-Ausgabe,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9hm,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9hm/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9j4,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-17_1063.tif,529,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1063, 1936 August 17, Abend- und Nacht-Ausgabe",1936-08-17_1063,Deutsches Nachrichtenbüro|~|Abend- und Nacht-Ausgabe,"August 17, 1936",1936-08-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9j4,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9j4/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9kn,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-18_0046.tif,530,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., 1936 August 18, Olympia-Sonderdienst Nr. 46",1936-08-18_0046,Deutsches Nachrichtenbüro|~|Olympia-Sonderdienst,"August 18, 1936",1936-08-18,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9kn,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9kn/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9m5,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-18_0047.tif,531,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., 1936 August 18, Olympia-Sonderdienst Nr. 47",1936-08-18_0047,Deutsches Nachrichtenbüro|~|Olympia-Sonderdienst,"August 18, 1936",1936-08-18,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9m5,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9m5/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9np,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-18_1064.tif,532,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1064, 1936 August 18, Morgen-Ausgabe",1936-08-18_1064,Deutsches Nachrichtenbüro|~|Morgen-Ausgabe,"August 18, 1936",1936-08-18,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9np,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9np/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9p6,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-18_1065.tif,533,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1065, 1936 August 18, Vormittags-Ausgabe",1936-08-18_1065,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"August 18, 1936",1936-08-18,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9p6,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9p6/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9qq,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-18_1066.tif,534,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1066, 1936 August 18, Mittags-Ausgabe",1936-08-18_1066,Deutsches Nachrichtenbüro|~|Mittags-Ausgabe,"August 18, 1936",1936-08-18,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9qq,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9qq/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9r7,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-18_1067.tif,535,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1067, 1936 August 18, Nachmittags-Ausgabe",1936-08-18_1067,Nachmittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 18, 1936",1936-08-18,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9r7,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9r7/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9sr,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-18_1068.tif,536,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1068, 1936 August 18, Abend- und Nacht-Ausgabe",1936-08-18_1068,Deutsches Nachrichtenbüro|~|Abend- und Nacht-Ausgabe,"August 18, 1936",1936-08-18,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9sr,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9sr/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9t8,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-19_1069.tif,537,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1069, 1936 August 19, Morgen-Ausgabe",1936-08-19_1069,Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"August 19, 1936",1936-08-19,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9t8,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9t8/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9vs,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-19_1070.tif,538,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1070, 1936 August 19, Vormittags-Ausgabe",1936-08-19_1070,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"August 19, 1936",1936-08-19,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9vs,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9vs/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9w9,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-19_1071.tif,539,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1071, 1936 August 19, Mittags- und Nachmittags-Ausgabe",1936-08-19_1071,Mittags- und Nachmittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 19, 1936",1936-08-19,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9w9,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9w9/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9xt,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-19_1072.tif,540,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1072, 1936 August 19, Abend-Ausgabe",1936-08-19_1072,Deutsches Nachrichtenbüro|~|Abend-Ausgabe,"August 19, 1936",1936-08-19,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9xt,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9xt/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002cr9zb,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-19_1073.tif,541,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1073, 1936 August 19, Nacht-Ausgabe",1936-08-19_1073,Nacht-Ausgabe|~|Deutsches Nachrichtenbüro,"August 19, 1936",1936-08-19,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cr9zb,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cr9zb/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb0b,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-20_1074.tif,542,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1074, 1936 August 20, Morgen-Ausgabe",1936-08-20_1074,Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"August 20, 1936",1936-08-20,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb0b,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb0b/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb1v,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-20_1075.tif,543,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1075, 1936 August 20, Vormittags-Ausgabe",1936-08-20_1075,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"August 20, 1936",1936-08-20,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb1v,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb1v/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb2c,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-20_1076.tif,544,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,1936-08-20_1076,1936-08-20_1076,Deutsches Nachrichtenbüro|~|Mittags-Ausgabe,"August 20, 1936",1936-08-20,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb2c,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb2c/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb3w,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-20_1077.tif,545,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1077, 1936 August 20, Nachmittags-Ausgabe",1936-08-20_1077,Deutsches Nachrichtenbüro|~|Nachmittags-Ausgabe,"August 20, 1936",1936-08-20,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb3w,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb3w/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb4d,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-20_1078.tif,546,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1078, 1936 August 20, Abend- und Nacht-Ausgabe",1936-08-20_1078,Deutsches Nachrichtenbüro|~|Abend- und Nacht-Ausgabe,"August 20, 1936",1936-08-20,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb4d,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb4d/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb5x,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-20_1079.tif,547,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1079, 1936 August 21, Morgen-Ausgabe",1936-08-21_1079,Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"August 21, 1936",1936-08-21,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb5x,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb5x/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb6f,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-20_1080.tif,548,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1080, 1936 August 21, Vormittags-Ausgabe",1936-08-21_1080,Vormittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 21, 1936",1936-08-21,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb6f,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb6f/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb7z,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-21_1081.tif,549,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1081, 1936 August 21, Mittags-Ausgabe",1936-08-21_1081,Mittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 21, 1936",1936-08-21,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb7z,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb7z/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb8g,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-21_1082.tif,550,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1082, 1936 August 21, Nachmittags-Ausgabe",1936-08-21_1082,Deutsches Nachrichtenbüro|~|Nachmittags-Ausgabe,"August 21, 1936",1936-08-21,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb8g,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb8g/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crb90,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-21_1083.tif,551,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1083, 1936 August 21, Abend- und Nacht-Ausgabe",1936-08-21_1083,Abend- und Nacht-Ausgabe|~|Deutsches Nachrichtenbüro,"August 21, 1936",1936-08-21,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crb90,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crb90/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbbh,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-22_1084.tif,552,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1084, 1936 August 22, Morgen-Ausgabe",1936-08-22_1084,Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"August 22, 1936",1936-08-22,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbbh,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbbh/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbc1,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-22_1085.tif,553,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1085, 1936 August 22, Vormittags-Ausgabe",1936-08-22_1085,Vormittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 22, 1936",1936-08-22,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbc1,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbc1/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbdj,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-22_1086.tif,554,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1086, 1936 August 22, Mittags-Ausgabe",1936-08-22_1086,Mittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 22, 1936",1936-08-22,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbdj,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbdj/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbf2,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-22_1087.tif,555,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1087, 1936 August 22, Nachmittags-Ausgabe",1936-08-22_1087,Deutsches Nachrichtenbüro|~|Nachmittags-Ausgabe,"August 22, 1936",1936-08-22,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbf2,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbf2/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbgk,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-22_1088.tif,556,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1088, 1936 August 22, Abend-Ausgabe",1936-08-22_1088,Abend-Ausgabe|~|Deutsches Nachrichtenbüro,"August 22, 1936",1936-08-22,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbgk,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbgk/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbh3,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-22_1089.tif,557,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1088, 1936 August 22, Nacht-Ausgabe",1936-08-22_1089,Deutsches Nachrichtenbüro|~|Nacht-Ausgabe,"August 22, 1936",1936-08-22,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbh3,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbh3/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbjm,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-24_1090.tif,558,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1090, 1936 August 24, Erste Morgen-Ausgabe",1936-08-24_1090,Erste Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"August 24, 1936",1936-08-24,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbjm,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbjm/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbk4,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-24_1091.tif,559,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1091, 1936 August 24, Zweite Morgen-Ausgabe",1936-08-24_1091,Deutsches Nachrichtenbüro|~|Zweite Morgen-Ausgabe,"August 24, 1936",1936-08-24,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbk4,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbk4/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbmn,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-24_1092.tif,560,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1092, 1936 August 24, Vormittags-Ausgabe",1936-08-24_1092,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"August 24, 1936",1936-08-24,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbmn,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbmn/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002crbn5,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/August_1936/1936-08-24_1093.tif,561,text,published,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 3 Jahrg., Nr. 1093, 1936 August 24, Mittags-Ausgabe",1936-08-24_1093,Mittags-Ausgabe|~|Deutsches Nachrichtenbüro,"August 24, 1936",1936-08-24,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002crbn5,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002crbn5/manifest
