"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00161gvb","ark:/21198/zz00161g1x","2","Completed","Page","scwu/images/masters/21198-zz00161gvb-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161gvb",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00161gwv","ark:/21198/zz00161g1x","2","Completed","Page","scwu/images/masters/21198-zz00161gwv-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161gwv",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00161gxc","ark:/21198/zz00161g1x","2","Completed","Page","scwu/images/masters/21198-zz00161gxc-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161gxc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00161gzw","ark:/21198/zz00161g1x","2","Completed","Page","scwu/images/masters/21198-zz00161gzw-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161gzw",""
