"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Rights.copyrightStatus","Type.typeOfResource","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_089.tif","Page","Page 86","89","ark:/21198/n1xw4k","ark:/21198/n1xw4k/f994jb2d","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Ff994jb2d",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_090.tif","Page","Page 87","90","ark:/21198/n1xw4k","ark:/21198/n1xw4k/fk340f37","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Ffk340f37",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_091.tif","Page","Page 88","91","ark:/21198/n1xw4k","ark:/21198/n1xw4k/tp957k0x","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Ftp957k0x",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_092.tif","Page","Page 89","92","ark:/21198/n1xw4k","ark:/21198/n1xw4k/13064q1f","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F13064q1f",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_093.tif","Page","Page 90","93","ark:/21198/n1xw4k","ark:/21198/n1xw4k/5d52zd70","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F5d52zd70",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_094.tif","Page","Page 91","94","ark:/21198/n1xw4k","ark:/21198/n1xw4k/mg538b24","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fmg538b24",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_095.tif","Page","Page 92","95","ark:/21198/n1xw4k","ark:/21198/n1xw4k/5g26fs48","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F5g26fs48",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_096.tif","Page","Page 93","96","ark:/21198/n1xw4k","ark:/21198/n1xw4k/tr616099","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Ftr616099",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_097.tif","Page","Page 94","97","ark:/21198/n1xw4k","ark:/21198/n1xw4k/mw278m6x","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fmw278m6x",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_098.tif","Page","Page 95","98","ark:/21198/n1xw4k","ark:/21198/n1xw4k/x2436m9b","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fx2436m9b",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_099.tif","Page","Page 96","99","ark:/21198/n1xw4k","ark:/21198/n1xw4k/g250mv3x","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fg250mv3x",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_100.tif","Page","Page 97","100","ark:/21198/n1xw4k","ark:/21198/n1xw4k/cv71h977","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fcv71h977",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_101.tif","Page","Page 98","101","ark:/21198/n1xw4k","ark:/21198/n1xw4k/9d62pt14","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F9d62pt14",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_102.tif","Page","Page 99","102","ark:/21198/n1xw4k","ark:/21198/n1xw4k/1k13vm5d","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F1k13vm5d",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_103.tif","Page","Page 100","103","ark:/21198/n1xw4k","ark:/21198/n1xw4k/1496jn92","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F1496jn92",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_104.tif","Page","Page 101","104","ark:/21198/n1xw4k","ark:/21198/n1xw4k/rw551w6s","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Frw551w6s",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_105.tif","Page","Page 102","105","ark:/21198/n1xw4k","ark:/21198/n1xw4k/9365c88d","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F9365c88d",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_106.tif","Page","Page 103","106","ark:/21198/n1xw4k","ark:/21198/n1xw4k/wg541275","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fwg541275",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_107.tif","Page","Page 104","107","ark:/21198/n1xw4k","ark:/21198/n1xw4k/5696x745","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F5696x745",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_108.tif","Page","Page 105","108","ark:/21198/n1xw4k","ark:/21198/n1xw4k/r5047k4f","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fr5047k4f",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_109.tif","Page","Page 106","109","ark:/21198/n1xw4k","ark:/21198/n1xw4k/zf89gt26","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fzf89gt26",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_110.tif","Page","Page 107","110","ark:/21198/n1xw4k","ark:/21198/n1xw4k/r474vm1w","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fr474vm1w",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_111.tif","Page","Page 108","111","ark:/21198/n1xw4k","ark:/21198/n1xw4k/f2858443","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Ff2858443",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_112.tif","Page","Page 109","112","ark:/21198/n1xw4k","ark:/21198/n1xw4k/p122p36n","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fp122p36n",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_113.tif","Page","Page 110","113","ark:/21198/n1xw4k","ark:/21198/n1xw4k/nt38b762","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fnt38b762",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_114.tif","Page","Page 111","114","ark:/21198/n1xw4k","ark:/21198/n1xw4k/vr255s9c","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fvr255s9c",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_115.tif","Page","Page 112","115","ark:/21198/n1xw4k","ark:/21198/n1xw4k/k3689s36","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fk3689s36",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_116.tif","Page","Page 113","116","ark:/21198/n1xw4k","ark:/21198/n1xw4k/vb899n0c","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fvb899n0c",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_117.tif","Page","Page 114","117","ark:/21198/n1xw4k","ark:/21198/n1xw4k/2p10x89p","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F2p10x89p",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_118.tif","Page","Page 115","118","ark:/21198/n1xw4k","ark:/21198/n1xw4k/6p24rk95","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F6p24rk95",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_119.tif","Page","Page 116","119","ark:/21198/n1xw4k","ark:/21198/n1xw4k/kn595t06","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fkn595t06",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_120.tif","Page","Page 117","120","ark:/21198/n1xw4k","ark:/21198/n1xw4k/2z47v966","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F2z47v966",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_121.tif","Page","Page 118","121","ark:/21198/n1xw4k","ark:/21198/n1xw4k/c440604h","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fc440604h",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_122.tif","Page","Page 119","122","ark:/21198/n1xw4k","ark:/21198/n1xw4k/sc65vh11","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fsc65vh11",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_123.tif","Page","Page 120","123","ark:/21198/n1xw4k","ark:/21198/n1xw4k/4q04wd7n","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F4q04wd7n",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_124.tif","Page","Page 121","124","ark:/21198/n1xw4k","ark:/21198/n1xw4k/2q639k5m","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F2q639k5m",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_125.tif","Page","Page 122","125","ark:/21198/n1xw4k","ark:/21198/n1xw4k/7f41514b","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F7f41514b",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_126.tif","Page","Page 123","126","ark:/21198/n1xw4k","ark:/21198/n1xw4k/tg76fp0d","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Ftg76fp0d",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_127.tif","Page","Page 124","127","ark:/21198/n1xw4k","ark:/21198/n1xw4k/7c46xm82","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F7c46xm82",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_128.tif","Page","Page 125","128","ark:/21198/n1xw4k","ark:/21198/n1xw4k/rs73x60z","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Frs73x60z",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_129.tif","Page","Page 126","129","ark:/21198/n1xw4k","ark:/21198/n1xw4k/wk936271","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fwk936271",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_130.tif","Page","Page 127","130","ark:/21198/n1xw4k","ark:/21198/n1xw4k/k641kn73","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fk641kn73",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_131.tif","Page","Page 128","131","ark:/21198/n1xw4k","ark:/21198/n1xw4k/1g075v56","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F1g075v56",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_132.tif","Page","Flyleaf","132","ark:/21198/n1xw4k","ark:/21198/n1xw4k/d873bs7r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fd873bs7r",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_133.tif","Page","Inside back cover","133","ark:/21198/n1xw4k","ark:/21198/n1xw4k/4g38vh95","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2F4g38vh95",""
"Masters/othermasters/dl_plante/uclalsc_bioms111_b05/uclalsc_bioms111_b05_134.tif","Page","Back cover","134","ark:/21198/n1xw4k","ark:/21198/n1xw4k/db46q23k","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1xw4k%2Fdb46q23k",""
