Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,IIIF Manifest URL,Related,Thumbnail,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz0027scpz,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,Manuscripts,,,,,Trinity College (University of Cambridge),,"Cambridge, Trinity College, B. 17. 1",https://mss-cat.trin.cam.ac.uk/manuscripts/B.17.1.json,https://mss-cat.trin.cam.ac.uk/viewpage.php?index=299,https://trin-digital-library.trin.cam.ac.uk/iiif/2/B.17.1%2F002_B.17.1_f007r.jpg,,,,,,,,,,,
