"File Name","Item Sequence","Visibility","Title","IIIF Range","viewingHint","Text direction","Parent ARK","Item ARK","Object Type","Rights.statementLocal","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_002.tif","1","","Front cover","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/h008p740","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fh008p740",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_003.tif","2","","Page spread 1","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/hq11sf52","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fhq11sf52",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_004.tif","3","","Page spread 2","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/pp08t512","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fpp08t512",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_005.tif","4","","Page spread 3","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/r561km34","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fr561km34",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_006.tif","5","","Page spread 4","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/m130cp0d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fm130cp0d",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_007.tif","6","","Page spread 5","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/t782tc9s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Ft782tc9s",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_008.tif","7","","Page spread 6","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/sp936f14","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fsp936f14",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_009.tif","8","","Page spread 7","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/sm13n143","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fsm13n143",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_010.tif","9","","Page spread 8","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/cp48h463","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fcp48h463",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_011.tif","10","","Page spread 9","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/nr369p11","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fnr369p11",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_012.tif","11","","Page spread 10","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/rr78jz2d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Frr78jz2d",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_013.tif","12","","Page spread 11","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/dx14801w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fdx14801w",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_014.tif","13","","Page spread 12","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/zb31w08j","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fzb31w08j",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_015.tif","14","","Page spread 13","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/zq12hq98","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fzq12hq98",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_016.tif","15","","Page spread 14","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/5c072v0v","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2F5c072v0v",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_017.tif","16","","Page spread 15","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/rf63pv27","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Frf63pv27",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_018.tif","17","","Page spread 16","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/z361dk5q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fz361dk5q",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_019.tif","18","","Page spread 17","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/k366wj5c","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fk366wj5c",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_020.tif","19","","Page spread 18","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/m8574s4q","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fm8574s4q",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_021.tif","20","","Page spread 19","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/kw38b18z","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fkw38b18z",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_022.tif","21","","Page spread 20","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/b6006w3s","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fb6006w3s",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_023.tif","22","","Page spread 21","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/s771nv2w","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fs771nv2w",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_024.tif","23","","Page spread 22","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/wc64p29k","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fwc64p29k",""
"Masters/othermasters/dl_wahon/uclaeal_wahon_B11_bib1563926/uclaeal_wahon_B11_bib1563926_025.tif","24","","Back cover","","","","ark:/21198/z1ff57dk","ark:/21198/z1ff57dk/ck25d84d","Page","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff57dk%2Fck25d84d",""
