"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Author","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Language","Rights.publicationStatus","Subject","Relation.isPartOf","Name.subject","Name.illustrator","Name.creator","Name.photographer","Coverage.geographic","Name.repository","Name.engraver","Name.printer","Title","Description.note","Alt ID.local","Date.normalized","Date.creation","AltTitle.other","Description.caption","Format.dimensions","Format.extent","Description.contents","Publisher.placeOfOrigin","Alt ID.oclc","Publisher.publisherName","Description.caption","AltTitle.translated","Opac url","AltTitle.uniform","Description.tableOfContents","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khkq","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khkq-1-master.tif","1","","","","","","","private","","still image","","","","","","","","","","","","","","","Valley of the Yosemite","","clus_TR16.8_M987y_001","","","Plate No. 1","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khkq",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khm7","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khm7-1-master.tif","2","","","","","","","private","","still image","","","","","","","","","","","","","","","Cathedral Rocks.--Valley of the Yosemite","","clus_TR16.8_M987y_007","","","Plate No. 7","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khm7",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khnr","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khnr-1-master.tif","3","","","","","","","private","","still image","","","","","","","","","","","","","","","Loya.--Valley of the Yosemite","","clus_TR16.8_M987y_014","","","Plate No. 14","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khnr",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khp8","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khp8-1-master.tif","4","","","","","","","private","","still image","","","","","","","","","","","","","","","Cottonwood Bend,--Valley of the Yosemite","","clus_TR16.8_M987y_015","","","Plate No. 15","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khp8",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khqs","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khqs-1-master.tif","5","","","","","","","private","","text","","","","","","","","","","","","","","","Valley of the Yosemite from Mosquito Camp","","clus_TR16.8_M987y_022","","","Plate No. 22","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khqs",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khr9","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khr9-1-master.tif","6","","","","","","","private","","still image","","","","","","","","","","","","","","","Tokoya and Hunto,--Valley of the Yosemite","","clus_TR16.8_M987y_024","","","Plate No. 24","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khr9",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khst","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khst-1-master.tif","7","","","","","","","private","","still image","","","","","","","","","","","","","","","Mirror Lake.--Valley of the Yosemite","","clus_TR16.8_M987y_025","","","Plate No. 25","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khst",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khtb","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khtb-1-master.tif","8","","","","","","","private","","still image","","","","","","","","","","","","","","","The Old Pinte, Valley of the Yosemite","","clus_TR16.8_M987y_026","","","Plate No. 26","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khtb",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khvv","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khvv-1-master.tif","9","","","","","","","private","","still image","","","","","","","","","","","","","","","Glacier Rock, -- Valley of the Yosemite","","clus_TR16.8_M987y_027|~|Plate No. 27","","","","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khvv",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khwc","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khwc-1-master.tif","10","","","","","","","private","","still image","","","","","","","","","","","","","","","Valley of the Yosemite","","clus_TR16.8_M987y_033","","","Plate No. 33","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khwc",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khxw","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khxw-1-master.tif","11","","","","","","","private","","still image","","","","","","","","","","","","","","","Tenaya Canyon.--Valley of the Yosemite","","clus_TR16.8_M987y_035|~|Plate No. 35","","","","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khxw",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009khzd","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009khzd-1-master.tif","12","","","","","","","private","","still image","","","","","","","","","","","","","","","The High Sierra.--Valley of the Yosemite","","clus_TR16.8_M987y_038","","","Plate No. 38","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009khzd",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009kj0d","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009kj0d-1-master.tif","13","","","","","","","private","","still image","","","","","","","","","","","","","","","Ancient Glacier Channel.--Valley of the Yosemite","","clus_TR16.8_M987y_041","","","Plate No. 41","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kj0d",""
"Rare Books (YRL Special Collections)","ark:/21198/zz0009kj1x","ark:/21198/zz0009khj6","2","Completed","Page","rarebook/masters/srgb/21198-zz0009kj1x-1-master.tif","14","","","","","","","private","","still image","","","","","","","","","","","","","","","Yosemite Cliff.","","clus_TR16.8_M987y_045","","","Plate No. 45","","","1 photographic print : albumen","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kj1x",""
