"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Author","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Language","Rights.publicationStatus","Subject","Relation.isPartOf","Name.subject","Name.illustrator","Name.creator","Name.photographer","Coverage.geographic","Name.repository","Name.engraver","Name.printer","Title","Description.note","Alt ID.local","Date.normalized","Date.creation","AltTitle.other","Description.caption","Format.dimensions","Format.extent","Description.contents","Publisher.placeOfOrigin","Alt ID.oclc","Publisher.publisherName","Description.caption","AltTitle.translated","Opac url","AltTitle.uniform","Description.tableOfContents","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzdsj","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzdsj_2295842_master.tif","13","","","","","","","private","","text","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzdsj",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzdt2","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzdt2_2295845_master.tif","14","","","","","","","private","","text","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzdt2",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzdvk","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzdvk_2295848_master.tif","15","","","","","","","private","","text","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzdvk",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzdw3","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzdw3_2295851_master.tif","16","","","","","","","private","","text","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzdw3",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzdxm","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzdxm_2295854_master.tif","17","","","","","","","private","","text","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzdxm",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzdz4","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzdz4_2295857_master.tif","18","","","","","","","private","","text","","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzdz4",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzf3p","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzf3p_2295868_master.tif","19","","","","","","","private","","text","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzf3p",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzf46","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzf46_2295871_master.tif","20","","","","","","","private","","text","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzf46",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzf5q","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzf5q_2295874_master.tif","21","","","","","","","private","","text","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzf5q",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzf67","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzf67_2295885_master.tif","22","","","","","","","private","","text","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzf67",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzf7r","ark:/21198/zz0025fg7c","4","Derived","Page","rarebook/masters/srgb/21198-zz002hzf7r_2295888_master.tif","23","","","","","","","private","","text","","","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzf7r",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzf88","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzf88_2295893_master.tif","24","","","","","","","private","","text","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzf88",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzf9s","ark:/21198/zz0025fg7c","4","Derived","Page","rarebook/masters/srgb/21198-zz002hzf9s_2295896_master.tif","6","","","","","","","private","","text","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzf9s",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfb9","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzfb9_2295899_master.tif","25","","","","","","","private","","text","","","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzfb9",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfct","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzfct_2295902_master.tif","26","","","","","","","private","","text","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzfct",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfdb","ark:/21198/zz0025fg7c","10","Completed with minimal metadata","Page","rarebook/masters/srgb/21198-zz002hzfdb_2295905_master.tif","27","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hzfdb",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzffv","ark:/21198/zz0025fg7c","4","Derived","Page","","2001","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfgc","ark:/21198/zz0025fg7c","4","Derived","Page","","2002","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfhw","ark:/21198/zz0025fg7c","4","Derived","Page","","2003","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfjd","ark:/21198/zz0025fg7c","4","Derived","Page","","2004","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfkx","ark:/21198/zz0025fg7c","4","Derived","Page","","2005","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfmf","ark:/21198/zz0025fg7c","4","Derived","Page","","2006","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfnz","ark:/21198/zz0025fg7c","4","Derived","Page","","2007","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfpg","ark:/21198/zz0025fg7c","4","Derived","Page","","2008","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfq0","ark:/21198/zz0025fg7c","4","Derived","Page","","2009","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
"Rare Books (YRL Special Collections)","ark:/21198/zz002hzfrh","ark:/21198/zz0025fg7c","4","Derived","Page","","2010","","","","","","","private","","text","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","missing","",""
