Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Name.subject,Title,Description.note,Date.creation,Format.extent,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Kitaj (R.B.) Papers. Collection 1741,ark:/21198/zz0026jgsd/1g86bd5t,ark:/21198/zz0026jgsd,,,Page,kitaj/image/21198-zz0026jgsd_1769190_master.tif,2,,,,,,,Back,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jgsd%2F1g86bd5t,
Kitaj (R.B.) Papers. Collection 1741,ark:/21198/zz0026jgsd/pr30m336,ark:/21198/zz0026jgsd,,,Page,kitaj/image/21198-zz0026jgsd_1769187_master.tif,1,,,,,,,Front,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jgsd%2Fpr30m336,
Kitaj (R.B.) Papers. Collection 1741,ark:/21198/zz0026jgtx/fh17gc85,ark:/21198/zz0026jgtx,,,Page,kitaj/image/21198-zz0026jgtx_1769193_master.tif,1,,,,,,,Front,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jgtx%2Ffh17gc85,
Kitaj (R.B.) Papers. Collection 1741,ark:/21198/zz0026jgtx/jk35hk24,ark:/21198/zz0026jgtx,,,Page,kitaj/image/21198-zz0026jgtx_1769196_master.tif,2,,,,,,,Back,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026jgtx%2Fjk35hk24,
