"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State"
"St Gall Manuscripts","ark:/21198/zz0028f12r","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_001r.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f12r","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f138","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_001v.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f138","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f14s","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_002r.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f14s","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f159","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_002v.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f159","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f16t","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_003r.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f16t","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f17b","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_003v.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f17b","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f18v","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_004r.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f18v","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f19c","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_004v.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f19c","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4v","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f1bw","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_005r.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028f1bw","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5r","","","","","","","","","","","","succeeded"
"St Gall Manuscripts","ark:/21198/zz0028f1cd","ark:/21198/zz00289pmd","2","Completed","Page","StGall/masters/karlsruhe_026/BLB_CodAugPerg_026_005v.tif","10","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5v","","","","","","","","","","","","failed"
