Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015snwq,ark:/21198/zz000s2z5v,2,Completed,Work,,1,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015snx7,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"April, 1980","April, 1980",,,,1980-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015snwq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sp0r,ark:/21198/zz000s2z5v,2,Completed,Work,,2,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp18,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"May, 1986","May, 1986",name changed to Ventura Chapter Calendar,,,1986-05,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sp0r/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sp39,ark:/21198/zz000s2z5v,2,Completed,Work,,3,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp4t,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"July, 1986","July, 1986",,,,1986-07,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sp39/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sp6v,ark:/21198/zz000s2z5v,2,Completed,Work,,4,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp7c,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"September, 1986","September, 1986",,,,1986-09,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sp6v/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sp9d,ark:/21198/zz000s2z5v,2,Completed,Work,,5,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spbx,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"November, 1986","November, 1986",,,,1986-11,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sp9d/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015spdz,ark:/21198/zz000s2z5v,2,Completed,Work,,6,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spfg,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"February, 1987","February, 1987",,,,1987-02,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015spdz/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sphh,ark:/21198/zz000s2z5v,2,Completed,Work,,7,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spj1,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"March, 1987","March, 1987",,,,1987-03,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015sphh/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015spm2,ark:/21198/zz000s2z5v,2,Completed,Work,,8,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spnk,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"November-December, 1988","November-December, 1988",,,,1988-11/1988-12,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015spm2/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015spqm,ark:/21198/zz000s2z5v,2,Completed,Work,,9,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spr4,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"January-February, 1989","January-February, 1989",,,,1989-01/1989-02,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015spqm/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015spt5,ark:/21198/zz000s2z5v,2,Completed,Work,,10,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spxq,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,Lavendar Link [newsletter],Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"March-April, 1989","March-April, 1989",,,,1989-03/1989-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015spt5/manifest
