"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015snx7","ark:/21198/zz0015snwq","2","Completed","Page","scwu/images/masters/21198-zz0015snx7-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015snx7"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015snzr","ark:/21198/zz0015snwq","2","Completed","Page","scwu/images/masters/21198-zz0015snzr-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015snzr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015sp18","ark:/21198/zz0015sp0r","2","Completed","Page","scwu/images/masters/21198-zz0015sp18-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp18"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015sp2s","ark:/21198/zz0015sp0r","2","Completed","Page","scwu/images/masters/21198-zz0015sp2s-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp2s"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015sp4t","ark:/21198/zz0015sp39","2","Completed","Page","scwu/images/masters/21198-zz0015sp4t-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp4t"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015sp5b","ark:/21198/zz0015sp39","2","Completed","Page","scwu/images/masters/21198-zz0015sp5b-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp5b"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015sp7c","ark:/21198/zz0015sp6v","2","Completed","Page","scwu/images/masters/21198-zz0015sp7c-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp7c"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015sp8w","ark:/21198/zz0015sp6v","2","Completed","Page","scwu/images/masters/21198-zz0015sp8w-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015sp8w"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015spbx","ark:/21198/zz0015sp9d","2","Completed","Page","scwu/images/masters/21198-zz0015spbx-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spbx"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015spcf","ark:/21198/zz0015sp9d","2","Completed","Page","scwu/images/masters/21198-zz0015spcf-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015spcf"
