"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Subject","Description.note","Summary","Title","Alt ID.local","Opac URL","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqpnz","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_001.tif","1","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 1","uclamss_107_b01_f02_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqpnz",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqppg","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_002.tif","2","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 2","uclamss_107_b01_f02_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqppg",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqpq0","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_003.tif","3","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 3","uclamss_107_b01_f02_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqpq0",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqprh","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_004.tif","4","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 4","uclamss_107_b01_f02_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqprh",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqps1","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_005.tif","5","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 5","uclamss_107_b01_f02_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqps1",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqptj","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_006.tif","6","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 6","uclamss_107_b01_f02_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqptj",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqpv2","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_007.tif","7","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 7","uclamss_107_b01_f02_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqpv2",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqpwk","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_008.tif","8","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 8","uclamss_107_b01_f02_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqpwk",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqpx3","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_009.tif","9","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 9","uclamss_107_b01_f02_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqpx3",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqpzm","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_010.tif","10","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 10","uclamss_107_b01_f02_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqpzm",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq0m","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_011.tif","11","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 11","uclamss_107_b01_f02_011","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq0m",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq14","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_012.tif","12","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 12","uclamss_107_b01_f02_012","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq14",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq2n","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_013.tif","13","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 13","uclamss_107_b01_f02_013","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq2n",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq35","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_014.tif","14","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 14","uclamss_107_b01_f02_014","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq35",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq4p","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_015.tif","15","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 15","uclamss_107_b01_f02_015","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq4p",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq56","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_016.tif","16","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 16","uclamss_107_b01_f02_016","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq56",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq6q","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_017.tif","17","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 17","uclamss_107_b01_f02_017","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq6q",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq77","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_018.tif","18","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 18","uclamss_107_b01_f02_018","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq77",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq8r","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_019.tif","19","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 19","uclamss_107_b01_f02_019","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq8r",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqq98","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_020.tif","20","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 20","uclamss_107_b01_f02_020","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqq98",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqbs","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_021.tif","21","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 21","uclamss_107_b01_f02_021","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqbs",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqc9","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_022.tif","22","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 22","uclamss_107_b01_f02_022","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqc9",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqdt","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_023.tif","23","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 23","uclamss_107_b01_f02_023","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqdt",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqfb","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_024.tif","24","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 24","uclamss_107_b01_f02_024","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqfb",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqgv","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_025.tif","25","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 25","uclamss_107_b01_f02_025","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqgv",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqhc","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_026.tif","26","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 26","uclamss_107_b01_f02_026","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqhc",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqjw","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_027.tif","27","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 27","uclamss_107_b01_f02_027","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqjw",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqkd","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_028.tif","28","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 28","uclamss_107_b01_f02_028","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqkd",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dqqmx","ark:/21198/zz002dqpmf","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f02_029.tif","29","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 2, 29","uclamss_107_b01_f02_029","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqqmx",""
