"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Subject","Description.note","Summary","Title","Alt ID.local","Opac URL","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqqx","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_001.tif","1","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 1","uclamss_107_b02_f12_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqqx",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqrf","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_002.tif","2","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 2","uclamss_107_b02_f12_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqrf",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqsz","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_003.tif","3","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 3","uclamss_107_b02_f12_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqsz",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqtg","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_004.tif","4","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 4","uclamss_107_b02_f12_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqtg",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqv0","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_005.tif","5","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 5","uclamss_107_b02_f12_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqv0",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqwh","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_006.tif","6","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 6","uclamss_107_b02_f12_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqwh",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqx1","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_007.tif","7","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 7","uclamss_107_b02_f12_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqx1",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drqzj","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_008.tif","8","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 8","uclamss_107_b02_f12_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drqzj",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drr0j","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_009.tif","9","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 9","uclamss_107_b02_f12_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drr0j",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002drr12","ark:/21198/zz002drqpd","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b02_f12_010.tif","10","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 2, Folder 12, 10","uclamss_107_b02_f12_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002drr12",""
