"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Subject","Description.note","Summary","Title","Alt ID.local","Opac URL","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr082","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_001.tif","1","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 1","uclamss_107_b01_f10_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr082",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr09k","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_002.tif","2","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 2","uclamss_107_b01_f10_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr09k",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0b3","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_003.tif","3","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 3","uclamss_107_b01_f10_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0b3",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0cm","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_004.tif","4","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 4","uclamss_107_b01_f10_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0cm",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0d4","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_005.tif","5","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 5","uclamss_107_b01_f10_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0d4",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0fn","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_006.tif","6","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 6","uclamss_107_b01_f10_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0fn",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0g5","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_007.tif","7","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 7","uclamss_107_b01_f10_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0g5",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0hp","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_008.tif","8","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 8","uclamss_107_b01_f10_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0hp",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0j6","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_009.tif","9","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 9","uclamss_107_b01_f10_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0j6",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0kq","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_010.tif","10","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 10","uclamss_107_b01_f10_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0kq",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0m7","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_011.tif","11","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 11","uclamss_107_b01_f10_011","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0m7",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0nr","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_012.tif","12","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 12","uclamss_107_b01_f10_012","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0nr",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0p8","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_013.tif","13","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 13","uclamss_107_b01_f10_013","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0p8",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dr0qs","ark:/21198/zz002dr07j","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b01_f10_014.tif","14","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 1, Folder 10, 14","uclamss_107_b01_f10_014","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dr0qs",""
