Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.genre,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Subject,Name.creator,Name.fashionDesigner,Name.repository,Name.manufacturer,Name.subject,Name.retailer,Name.publisher,Type.collection,Type.manuscript,Rights.copyrightStatus,Name.photographer,Rights.servicesContact,Language,Rights.permission,AltIdentifier.local,Source,Date.created,Title,AltTitle.other,Format.extent,Date.normalized,Description.note,Opac url,Relation.isPartOf,Description,Description.abstract,Relation.relatedTo,Alt Identifier,IIIF Manifest URL,IIIF Access URL,Import Status
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k189,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b126_f4,,"May 18, 1976","Press clippings regarding Cashin's acceptance of the Drexel University Award on May 18, 1976 [Scrapbook]",,,1976-05-18,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k189/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898k3,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k19t,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b115_1,,1950-1951,Press clippings regarding Cashin's work. 1950 - 1951 [Scrapbook],,,1950/1951,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k19t/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sw29,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1bb,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b120_1,,1958-1959,Press clippings regarding Cashin's work. 1958 - 1959 [Scrapbook],,,1958/1959,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1bb/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292ggq,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1cv,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b111_1,,1937-1943,Press clippings regarding Cashin's work. 1937 - 1943 [Scrapbook],,,1937/1943,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1cv/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028w353,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1dc,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b125_1,,1969-1971,Press clippings regarding Cashin's work. 1969 - 1971 [Scrapbook],,,1969/1971,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1dc/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ttxq,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1fw,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b128_1,,1975-1976,Press clippings regarding Cashin's work. 1975 - 1976 [Scrapbook],,,1975/1976,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1fw/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002935br,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1hx,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b121_1,,1960-1962,Press clippings regarding Cashin's work. 1960 - 1962 [Scrapbook],,,1960/1962,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1hx/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292m1x,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1jf,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b112_1,,1941-1943,Press clippings regarding Cashin's work. 1941 - 1943 [Scrapbook],,,1941/1943,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1jf/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028w620,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1mg,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b129_1,,1976-1977,Press clippings regarding Cashin's work. 1976 - 1977 [Scrapbook],,,1976/1977,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1mg/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vrv5,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1n0,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b117_1,,1952,Press clippings regarding Cashin's work. 1952 [Scrapbook],,,1952,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1n0/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028w112,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1ph,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b122_1,,1962-1965,Press clippings regarding Cashin's work. 1962 - 1965 [Scrapbook],,,1962/1965,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1ph/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292s9g,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1q1,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b113_1,,1949-1950,Press clippings regarding Cashin's work. 1949 - 1950 [Scrapbook],,,1949/1950,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1q1/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002927hv,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1rj,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b126_f2,,1971-1972,Press clippings regarding Cashin's work. 1971 - 1972 [Scrapbook],,,1971/1972,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1rj/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v93h,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1s2,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b127_1,,1974-1975,Press clippings regarding Cashin's work. 1974 - 1975 [Scrapbook},,,1974/1975,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1s2/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vncg,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1tk,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b118_1,,1953-1955,Press clippings regarding Cashin's work. 1953 - 1955 [Scrapbook],,,1953/1955,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1tk/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002929kv,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1v3,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b123_1,,1965-1967,Press clippings regarding Cashin's work. 1965 - 1967 [Scrapbook],,,1965/1967,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1v3/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292zn2,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1wm,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b114_1,,1950,Press clippings regarding Cashin's work. 1950 [Scrapbook],,,1950,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1wm/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sf7m,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1x4,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b126_f3,,1972-1973,Press clippings regarding Cashin's work. 1972 - 1973 [Scrapbook],,,1972/1973,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1x4/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293377,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k1zn,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b117_1,,1977-1979,Press clippings regarding Cashin's work. 1977 - 1979 [Scrapbook],,,1977/1979,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k1zn/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vsdx,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k20n,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie",,"University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b119_1,,1955-1957,Press clippings regarding Cashin's work. 1955 - 1957 [Scrapbook],,,1955/1957,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k20n/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292cwg,complete
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design",ark:/21198/zz0009k215,ark:/21198/zz0002bk1c,2,Completed,Work,,,,,scrapbooks|~|clippings (information artifacts),still image,paged,,,,,"Cashin, Bonnie","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections",,,,,,,copyrighted,,,,Y,clus_440_b124_1,,1967-1968,Press clippings regarding Cashin's work. 1967 - 1968 [Scrapbook],,,1967/1968,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009k215/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t0zn,complete
