"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.creator","Name.fashionDesigner","Name.repository","Name.manufacturer","Name.subject","Name.retailer","Name.publisher","Type.collection","Type.manuscript","Rights.copyrightStatus","Name.photographer","Rights.servicesContact","Language","Rights.permission","AltIdentifier.local","Source","Date.created","Title","AltTitle.other","Format.extent","Date.normalized","Description.note","Opac url","Relation.isVersionOf","Description","Description.abstract","Relation.isPartOf","Alt Identifier","Bucketeer State","IIIF Access URL"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz00286rj0","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz00286rj0_1907888_master.tif","1","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_001","","1976","Page 1","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286rj0"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028700j","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028700j_1907908_master.tif","2","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_002","","1976","Page 2","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028700j"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898jk","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898jk_1908374_master.tif","3","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_003a","","1976","Page 3a","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898jk"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898k3","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898k3_1908377_master.tif","4","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_003b","","1976","Page 3b","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898k3"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898mm","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898mm_1908380_master.tif","5","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_004","","1976","Page 4","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898mm"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898n4","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898n4_1908383_master.tif","6","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_005","","1976","Page 5","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898n4"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898pn","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898pn_1908386_master.tif","7","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_006","","1976","Page 6","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898pn"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898q5","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898q5_1908389_master.tif","8","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_007","","1976","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898q5"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898rp","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898rp_1908392_master.tif","9","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_008","","1976","Page 8","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898rp"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898s6","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898s6_1908395_master.tif","10","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_009","","1976","Page 9","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898s6"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898tq","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898tq_1908398_master.tif","11","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_010","","1976","Page 10","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898tq"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898v7","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898v7_1908401_master.tif","12","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_011","","1976","Page 11","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898v7"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898wr","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898wr_1908404_master.tif","13","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_012","","1976","Page 12","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898wr"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898x8","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898x8_1908407_master.tif","14","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_013","","1976","Page 13","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898x8"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002898zs","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002898zs_1908410_master.tif","15","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_014a","","1976","Page 14a","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002898zs"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028990s","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028990s_1908413_master.tif","16","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_014b","","1976","Page 14b","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028990s"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz00289919","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz00289919_1908416_master.tif","17","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_015","","1976","Page 15","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00289919"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028992t","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028992t_1908419_master.tif","18","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_016","","1976","Page 16","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028992t"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028993b","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028993b_1908422_master.tif","19","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_017","","1976","Page 17","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028993b"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028994v","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028994v_1908425_master.tif","20","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_018","","1976","Page 18","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028994v"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028995c","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028995c_1908428_master.tif","21","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_019","","1976","Page 19","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028995c"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028996w","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028996w_1908431_master.tif","22","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_020","","1976","Page 20","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028996w"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028997d","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028997d_1908434_master.tif","23","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_021","","1976","Page 21","","","1976","Photograph (b&w) of Bonnie Cashin (image excised) toasting Gerry Sills and M. Delores Quinn (names given on label below the photograph).","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028997d"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028998x","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028998x_1908437_master.tif","24","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_022","","1976","Page 22","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028998x"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028999f","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz0028999f_1908440_master.tif","25","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_023","","1976","Page 23","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028999f"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899bz","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899bz_1908443_master.tif","26","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_024","","1976","Page 24","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899bz"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899cg","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899cg_1908446_master.tif","27","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_025","","1976","Page 25","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899cg"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899d0","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899d0_1908449_master.tif","28","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_026","","1976","Page 26","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899d0"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899fh","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899fh_1908452_master.tif","29","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_027","","1976","Page 27","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899fh"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899g1","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899g1_1908455_master.tif","30","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_028","","1976","Page 28","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899g1"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899hj","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899hj_1908458_master.tif","31","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_029","","1976","Page 29","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899hj"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899j2","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899j2_1908461_master.tif","32","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_030","","1976","Page 30","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899j2"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899kk","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899kk_1908464_master.tif","33","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_031","","1976","Page 31","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899kk"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899p4","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899p4_1908467_master.tif","34","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_032","","1976","Page 32","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899p4"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899qn","ark:/21198/zz0009k189","2","Completed","Page","cashin/masters/21198-zz002899qn_1908470_master.tif","35","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b126_4_033","","1976","Page 33","","","1976","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899qn"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz002899r5","ark:/21198/zz0009k1zn","2","Completed","Page","cashin/masters/21198-zz002899r5_1949911_master.tif","1","","","clippings (information artifacts)","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","eng","Y","uclamss_440_b130_001","","January 1977","Page 1","The designer goes to source material|~|Advice to young designers and business women","1 clipping : b&w","1977-01","One clipping.  Handwritten is ""From 'Style' - Jan. '77 - Toronto, Canada"".  This article discusses Cashin's views on source material.  Cashin wrote the piece and says that source material, for the designer, is a lifetime study of the world around us-- and living.  She describes her way of viewing the world and how fun it can be.  The article continues discussing Cashin's view of the world and how she finds sources for her work.  The article is continued in uclamss_440_b130_002a.","","","","","uclamss_440_b130_002a","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002899r5"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sf7m","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sf7m_1944315_master.tif","1","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_001","","1950","Page 1","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sf7m"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sf84","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sf84_1944321_master.tif","2","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_002a","","1950","Page 2a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sf84"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sf9n","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sf9n_1944327_master.tif","3","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_002b","","1950","Page 2b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sf9n"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfb5","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfb5_1944330_master.tif","4","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_003a","","1950","Page 3a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfb5"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfcp","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfcp_1944339_master.tif","5","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_003b","","1950","Page 3b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfcp"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfd6","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfd6_1944345_master.tif","6","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_004a","","1950","Page 4a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfd6"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sffq","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sffq_1944348_master.tif","7","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_004b","","1950","Page 4b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sffq"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfg7","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfg7_1944351_master.tif","8","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_005a","","1950","Page 5a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfg7"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfhr","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfhr_1944357_master.tif","9","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_005b","","1950","Page 5b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfhr"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfj8","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfj8_1944360_master.tif","10","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_006a","","1950","Page 6a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfj8"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfks","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfks_1944363_master.tif","11","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_006b","","1950","Page 6b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfks"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfm9","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfm9_1944366_master.tif","12","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_007a","","1950","Page 7a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfm9"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfnt","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfnt_1944372_master.tif","13","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_007b","","1950","Page 7b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfnt"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfpb","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfpb_1944375_master.tif","14","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_008a","","1950","Page 8a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfpb"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfqv","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfqv_1945745_master.tif","15","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_008b","","1950","Page 8b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfqv"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfrc","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfrc_1944387_master.tif","16","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_009a","","1950","Page 9a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfrc"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sfsw","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sfsw_1944390_master.tif","17","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_009b","","1950","Page 9b","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sfsw"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028sftd","ark:/21198/zz0009k1wm","2","Completed","Page","cashin/masters/21198-zz0028sftd_1944393_master.tif","18","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b114_010a","","1950","Page 10a","","","1950","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028sftd"
