"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.creator","Name.fashionDesigner","Name.repository","Name.manufacturer","Name.subject","Name.retailer","Name.publisher","Type.collection","Type.manuscript","Rights.copyrightStatus","Name.photographer","Rights.servicesContact","Language","Rights.permission","AltIdentifier.local","Source","Date.created","Title","AltTitle.other","Format.extent","Date.normalized","Description.note","Opac url","Relation.isVersionOf","Description","Description.abstract","Relation.isPartOf","Alt Identifier","Bucketeer State","IIIF Access URL"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028t4v1","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028t4v1_1947470_master.tif","78","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_038b","","1967-1968","Page 38b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t4v1"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028t4wj","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028t4wj_1947479_master.tif","79","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_039a","","1967-1968","Page 39a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t4wj"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028t4x2","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028t4x2_1947488_master.tif","80","","","advertisements|~|clippings (information artifacts)","still image","","","","","vests (garments)|~|hoods (headgear)|~|coats (garments)--1960-1970|~|dresses (garments)--1960-1970|~|leather|~|shoulder bags|~|suede","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","eng","Y","uclamss_440_b124_039b","","1967-1968","Page 39b","The clothes you'll love to wear|~|Bonnie Cashin","2 clippings : b&w","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t4x2"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028t4zk","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028t4zk_1947499_master.tif","81","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_040a","","1967-1968","Page 40a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t4zk"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpb0","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpb0_1947512_master.tif","82","","","advertisements|~|clippings (information artifacts)","still image","","","","","raincoats","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","eng","Y","uclamss_440_b124_040b","","February 23, 1969","Page 40b","Bonnie Cashin territory country clothes shop Lord & Taylor","1 clipping : b&w","1969-02-23","One clipping.  From The New York Times, February 23, 1969.  This clipping is an advertisement for Cashin clothes at Lord & Taylor.  Shown is a drawing of a canvas topcoat in natural color cotton edged with leather.  It is water repellent and costs $125.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpb0"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpch","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpch_1947521_master.tif","83","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_041a","","1967-1968","Page 41a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpch"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpd1","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpd1_1947532_master.tif","84","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_041b","","1967-1968","Page 41b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpd1"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpfj","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpfj_1947538_master.tif","85","","","advertisements|~|clippings (information artifacts)","still image","","","","","suits (main garments)|~|skirts (garments)|~|cardigans|~|capes (outerwear)|~|hoods (headgear)|~|coats (garments)--1960-1970|~|tweed|~|dresses (garments)|~|leather|~|shoulder bags|~|plaids|~|headcloths (headgear)|~|pleats","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","eng","Y","uclamss_440_b124_042a","","February 6, 1969-April 1969","Page 42a","Tweed, leather come on strong in early Spring fashions|~|The Bonnie Cashin collection|~|Cashin... in advance","3 clippings : b&w","1969-02-06/1969-04","Three clippings.  The first is from The Sacramento Bee, February 6, 1969.  This article discusses Cashin's Spring fashions.  There are four photographs in this clipping.  These photographs show: a wooly plaid skirt suit with a pleated skirt and a cardigan [? jacket?]; a modified trench coat of leather in a color called mushroom; a full-circle cape of imported Irish tweed with a stand-up black leather collar tied with spaghetti thin strips, a dress, and a headwrap; and a coat for all seasons, half in wool and half in pheasant blue leather.  The second clipping is an advertisement for Cashin at Liberty's.  Handwritten is ""London Times Apr/69"".  There is a drawing of a checked canvas showerproof coat bound inside with kid leather.  The coat has giant pockets and hardware fastenings.  It is availabe in toffee, pheasant, and black on white and costs 69 pounds.  There are also leather knickerbockers in matching colors (38 pounds), a jellybag hat in all Cashin colors (5 pounds), and a harness leather bag in black, toffee, walnut, geranium (42 pounds).  The third clipping has handwritten below ""W.W.D. 2/7/69"".  It may be 3/7/69, it's slightly illegible.  This clipping shows a drawing of a coat that wraps around like a capelet or opens up like a big pocket sleeve.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpfj"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpg2","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpg2_1947544_master.tif","86","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_042b","","1967-1968","Page 42b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpg2"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tphk","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tphk_1947554_master.tif","87","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_043a","","1967-1968","Page 43a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tphk"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpj3","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpj3_1947562_master.tif","88","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_043b","","1967-1968","Page 43b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpj3"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpkm","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpkm_1947572_master.tif","89","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_044","","1967-1968","Page 44","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpkm"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpm4","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpm4_1947580_master.tif","90","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_045","","1967-1968","Page 45","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpm4"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpnn","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpnn_1947583_master.tif","91","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_046","","1967-1968","Page 46","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpnn"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpp5","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpp5_1947586_master.tif","92","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_047","","1967-1968","Page 47","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpp5"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpqp","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpqp_1947589_master.tif","93","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_048a","","1967-1968","Page 48a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpqp"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpr6","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpr6_1947592_master.tif","94","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_048b","","1967-1968","Page 48b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpr6"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpsq","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpsq_1947596_master.tif","95","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_049a","","1967-1968","Page 49a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpsq"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpt7","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpt7_1947605_master.tif","96","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_049b","","1967-1968","Page 49b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpt7"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpvr","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpvr_1947614_master.tif","97","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_050a","","1967-1968","Page 50a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpvr"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpw8","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpw8_1947713_master.tif","98","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_050b","","1967-1968","Page 50b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpw8"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpxs","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpxs_1947724_master.tif","99","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_051a","","1967-1968","Page 51a","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpxs"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tpz9","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tpz9_1947733_master.tif","100","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_051b","","1967-1968","Page 51b","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tpz9"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tq09","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tq09_1947743_master.tif","101","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_052","","1967-1968","Page 52","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tq09"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tq1t","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tq1t_1947751_master.tif","102","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_053","","1967-1968","Page 53","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tq1t"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tq2b","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tq2b_1947766_master.tif","103","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_054","","1967-1968","Page 54","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tq2b"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tq3v","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tq3v_1947776_master.tif","104","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_055","","1967-1968","Page 55","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tq3v"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tq4c","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tq4c_1947784_master.tif","105","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_056","","1967-1968","Page 56","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tq4c"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tq5w","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tq5w_1947791_master.tif","106","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_057","","1967-1968","Page 57","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tq5w"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tq6d","ark:/21198/zz0009k215","2","Completed","Page","cashin/masters/21198-zz0028tq6d_1947802_master.tif","107","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b124_058","","1967-1968","Page 58","","","1967/1968","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tq6d"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028ttqm","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028ttqm_1947829_master.tif","1","","","clippings (information artifacts)","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","eng","Y","uclamss_440_b125_001a","","1969-1971","Page 1a","","1 clipping : b&w","1969/1971","One clipping.  The back of clipping uclamss_440_b125_001b.","","","","","uclamss_440_b125_001b","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ttqm"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028ttxq","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028ttxq_1947839_master.tif","2","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_001b","","1969-1971","Page 1b","","","1969/1971","","","","","","uclamss_440_b125_001a","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ttxq"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028ttz7","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028ttz7_1947847_master.tif","3","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_002a","","1969-1971","Page 2a","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ttz7"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv07","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv07_1947856_master.tif","4","","","clippings (information artifacts)","still image","","","","","ponchos|~|hoods (headgear)|~|artificial fur|~|coats (garments)--1960-1970|~|leather","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","Sills and Company","","","","","","copyrighted","","","eng","Y","uclamss_440_b125_002b","","October 15, 1969","Page 2b","Canvas poncho brown as Irish peat|~|This is the way we walk in rain","2 clippings : b&w","1969-10-15","Two clippings.  The first clipping is on top of a cut out of the cover of Vogue from October 15.  Handwritten is ""1969"".  The first clipping shows a man and a woman (""Anjelica"").  Anjelica wears a hooded canvas coat that closes with hardware.  The coat is beige and lined in fake fur pile.  It is by Bonnie Cashin for Philip Sills.  She also wears pants.  The second clipping wears a canvas poncho brown as Irish peat shining with leather at every turn over a tweedy brown sweater that wears its leather on its sleeve.  The poncho is by Bonnie Cashin for Philip Sills and costs about $125.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv07"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv1r","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv1r_1947865_master.tif","5","","","clippings (information artifacts)","still image","","","","","dresses (garments)--1960-1970|~|fringe|~|trousers|~|blouses (main garments)|~|cigarette pants|~|suede|~|maxiskirts","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","Sills and Company","","","","","","copyrighted","","","eng","Y","uclamss_440_b125_003a","","1969-1971","Page 3a","Vogue","2 clippings : b&w","1969/1971","Two clippings.  The first has ""Vogue"" handwritten in the middle of the top of the clipping.  There is a photograph of a man in a vest, pants, and a blouse-like shirt.  There is a woman in a quilted (?) skirt over a lace skirt, a blouse-like shirt, and a short vest (?).  The second clipping has handwritten in the top left corner ""Vogue Aug 1 /69"".  There is a woman (""Penelope"") in a brown suede shirtdress with three rows of fringe over narrow suede pants with more fringe.  The outfit is by Bonnie Cashin for Philip Sills.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv1r"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv28","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv28_1947871_master.tif","6","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_003b","","1969-1971","Page 3b","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv28"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv3s","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv3s_1947880_master.tif","7","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_004a","","1969-1971","Page 4a","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv3s"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv49","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv49_1947889_master.tif","8","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_004b","","1969-1971","Page 4b","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv49"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv5t","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv5t_1947898_master.tif","9","","","clippings (information artifacts)","still image","","","","","skirts (garments)|~|coats (garments)--1960-1970","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","eng","Y","uclamss_440_b125_005a","","November 27, 1969","Page 5a","A Bonnie view of Spring","1 clipping : col.","1969-11-27","One clipping.  From The Milwaukee Journal Women's Section, November 27, 1969.  There is a photograph of a woman in a ballet length nubby wool green coat and a matching quilted canvas skirt.  The coat has princess seams bound in matching leather.  The woman also wears a wool jersey blouse, but the blouse is not visible in the photograph.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv5t"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv6b","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv6b_1947911_master.tif","10","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_005b","","1969-1971","Page 5b","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv6b"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv7v","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv7v_1947922_master.tif","11","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_006a","","1969-1971","Page 6a","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv7v"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv8c","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv8c_1947931_master.tif","12","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_006b","","1969-1971","Page 6b","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv8c"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tv9w","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tv9w_1947937_master.tif","13","","","clippings (information artifacts)","still image","","","","","coats (garments)--1960-1970","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","eng","Y","uclamss_440_b125_006c","","October 1969","Page 6c","Fashion designer addresses local Brandeis committee","1 clipping : b&w","1969-10","One clipping. ""New Haven Oct./69"" is written in pen above article text.  The article discusses Bonnie Cashin's guest lecture at the Brandeis University National Women's Committee meeting.  There is also a photograph of Cashin (in a leopard print coat) with Mrs. Philip Bear (chapter president) and Mrs. William Mathog (chapter vice president).","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tv9w"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tvbd","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tvbd_1947940_master.tif","14","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_007a","","1969-1971","Page 7a","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tvbd"
"Cashin (Bonnie) Collection of Fashion, Theater and Film Costume Design","ark:/21198/zz0028tvcx","ark:/21198/zz0009k1dc","2","Completed","Page","cashin/masters/21198-zz0028tvcx_1947949_master.tif","15","","","","still image","","","","","","","Cashin, Bonnie","University of California, Los Angeles. $b Library Special Collections","","","","","","","copyrighted","","","","Y","uclamss_440_b125_007b","","1969-1971","Page 7b","","","1969/1971","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tvcx"
