Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Name.subject,Name.donor,Name.copyrightHolder,Name.repository,Subject,Rights.copyrightStatus,Name.publisher,Name.designer,Name.creator,Name.contributor,Format.extent,AltIdentifier.collection,AltIdentifier.local,Relation.relatedTo,Date.creation,Title,Format.medium,Format.dimensions,Date.normalized,Relation.isPartOf,Description.note,Format.material,Description.physicalDescription,Bucketeer State,IIIF Access URL
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rv09,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rv09-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_07.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_07.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rv09
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rv1t,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rv1t-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_13.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_13.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rv1t
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rv2b,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rv2b-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_05.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_05.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rv2b
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rv4c,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rv4c-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_06.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_06.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rv4c
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rv5w,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rv5w-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_08.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_08.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rv5w
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rv6d,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rv6d-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_19.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_19.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rv6d
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rv9z,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rv9z-1-master.tif,,,,photographs,Black-and-white photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_20.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_20.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rv9z
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rvbg,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rvbg-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_17.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_17.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rvbg
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rvdh,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rvdh-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_24.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_24.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rvdh
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rvf1,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rvf1-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_15.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_15.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rvf1
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rvjk,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rvjk-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_22.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_22.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rvjk
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rvmm,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rvmm-1-master.tif,,,,photographs,Black-and-white photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_23.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_23.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rvmm
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rwt6,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rwt6-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_25.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_25.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rwt6
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rww7,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rww7-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_28.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_28.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rww7
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rwz8,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rwz8-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_31.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_31.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rwz8
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rx1s,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rx1s-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_26.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_26.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rx1s
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rx3t,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rx3t-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_30.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_30.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rx3t
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014rx4b,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014rx4b-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_33.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_33.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rx4b
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4kd,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4kd-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_09.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_09.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4kd
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4mx,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4mx-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_04.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_04.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4mx
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4nf,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4nf-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1961_34.tif,Edward R. Roybal Papers,1961,CSRC_ROYBAL-HAYNES_1961_34.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4nf
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4pz,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4pz-1-master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_02.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_02.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4pz
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4qg,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4qg-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_06.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_06.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4qg
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4sh,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4sh-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_05.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_05.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4sh
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4t1,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4t1-1-master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_01.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_01.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4t1
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4vj,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4vj-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_03.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_03.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4vj
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4w2,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4w2-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_07.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_07.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4w2
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s4xk,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s4xk-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_08.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_08.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s4xk
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s9mb,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s9mb-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_10.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_10.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s9mb
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s9nv,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s9nv-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_12.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_12.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s9nv
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014s9rd,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014s9rd-1-master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_15.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_15.tif,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s9rd
