Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Name.subject,Name.donor,Name.copyrightHolder,Name.repository,Subject,Rights.copyrightStatus,Name.publisher,Name.designer,Name.creator,Name.contributor,Format.extent,AltIdentifier.collection,AltIdentifier.local,Relation.relatedTo,Date.creation,Title,Format.medium,Format.dimensions,Date.normalized,Relation.isPartOf,Description.note,Format.material,Description.physicalDescription,Bucketeer State,IIIF Access URL
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkbr,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkbr_749418_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_06.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_06.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkc8,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkc8_748676_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1964_29.tif,Edward R. Roybal Papers,1964,CSRC_ROYBAL-HAYNES_1964_29.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkds,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkds_748558_master.tif,,,,still image,photographs,"Roybal, Edward Ross, 1916-2005|~|Kennedy, John F. (John Fitzgerald), 1917-1963--Family",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1962_95.tif,Edward R. Roybal Papers,1962,CSRC_ROYBAL-HAYNES_1962_95.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkf9,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkf9_749392_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_02.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_02.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkgt,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkgt_750149_master.tif,,,,photographs,,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_30.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_30.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkhb,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkhb_749435_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_09.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_09.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkjv,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkjv_748687_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1964_30.tif,Edward R. Roybal Papers,1964,CSRC_ROYBAL-HAYNES_1964_30.tif,,1 Photograph,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkkc,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkkc_748573_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1963_06.tif,Edward R. Roybal Papers,1963,CSRC_ROYBAL-HAYNES_1963_06.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkmw,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkmw_749346_master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1976_41.tif,Edward R. Roybal Papers,1976,CSRC_ROYBAL-HAYNES_1976_41.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnknd,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnknd_750036_master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_17.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_17.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkpx,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkpx_750056_master.tif,,,,photographs,Black-and-white photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1965_17.tif,Edward R. Roybal Papers,1965,CSRC_ROYBAL-HAYNES_1965_17.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkqf,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkqf_748737_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1964_31.tif,Edward R. Roybal Papers,1964,CSRC_ROYBAL-HAYNES_1964_31.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkrz,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkrz_748584_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1963_07.tif,Edward R. Roybal Papers,1963,CSRC_ROYBAL-HAYNES_1963_07.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnksg,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnksg_749448_master.tif,,,,photographs,color photographs,"Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_11.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_11.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkt0,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkt0_750125_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_25.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_25.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bnkvh,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bnkvh_749424_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_07.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_07.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsk5,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsk5_750072_master.tif,,,,photographs,Black-and-white photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1965_18.tif,Edward R. Roybal Papers,1965,CSRC_ROYBAL-HAYNES_1965_18.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsmp,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsmp_750088_master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_22.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_22.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsn6,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsn6_751037_master.tif,,,,photographs,,"Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1979_02.tif,Edward R. Roybal Papers,1979,CSRC_ROYBAL-HAYNES_1979_02.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqspq,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqspq_750576_master.tif,,,,photographs,Black-and-white photographs,"Johnson, Lyndon B. (Lyndon Baines), 1908-1973|~|Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal papers,CSRC_ROYBAL-HAYNES_1966_54.tif,Edward R. Roybal Papers,1966,CSRC_ROYBAL-HAYNES_1966_54.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsq7,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsq7_750065_master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_19.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_19.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsrr,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsrr_750092_master.tif,,,,photographs,Black-and-white photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1965_19.tif,Edward R. Roybal Papers,1965,CSRC_ROYBAL-HAYNES_1965_19.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqss8,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqss8_750984_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_45.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_45.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsts,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsts_751018_master.tif,,,,photographs,Black-and-white photographs,,Roybal Family,,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1978_08.tif,Edward R. Roybal Papers,1978,CSRC_ROYBAL-HAYNES_1978_08.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsv9,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsv9_750154_master.tif,,,,photographs,,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_31.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_31.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqswt,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqswt_750109_master.tif,,,,photographs,,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_24.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_24.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqsxb,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqsxb_750174_master.tif,,,,photographs,color photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1965_20.tif,Edward R. Roybal Papers,1965,CSRC_ROYBAL-HAYNES_1965_20.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqszv,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqszv_750969_master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_40.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_40.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqt0v,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqt0v_750011_master.tif,,,,photographs,,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_14.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_14.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqt1c,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqt1c_750017_master.tif,,,,photographs,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1977_15.tif,Edward R. Roybal Papers,1977,CSRC_ROYBAL-HAYNES_1977_15.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqt5f,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqt5f_750999_master.tif,,,,photographs,color photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1978_04.tif,Edward R. Roybal Papers,1978,CSRC_ROYBAL-HAYNES_1978_04.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqtt8,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqtt8_754238_master.tif,,,,photographs,Black-and-white photographs,,Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1983_18.tif,,,CSRC_ROYBAL-HAYNES_1983_18.tif,,,,Edward R. Roybal Papers,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001bqv6f,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001bqv6f_751076_master.tif,,,TRUE,photographs,,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,,,,Edward R. Roybal Papers,1980,[DELETE ?]CSRC_ROYBAL-HAYNES_1980_05.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001c9vpq,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001c9vpq_751002_master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1978_05.tif,Edward R. Roybal Papers,1978,CSRC_ROYBAL-HAYNES_1978_05.tif,,,,,,,,failed,
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001c9vv9,ark:/21198/zz000s3hxd,1,In progress,Work,csrc/masters/21198-zz001c9vv9_750996_master.tif,,,,photographs,color photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1978_03.tif,Edward R. Roybal Papers,1978,CSRC_ROYBAL-HAYNES_1978_03.tif,,,,,,,,failed,
