"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Alternate Identifier.local","Title","Relation.rectoVerso","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpng","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0001.tif","1","","","","","","","pd","1147_1391_0001","page 2","r","1147_1391_0001.jpg","1391_0001.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpng",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpr1","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0004.tif","2","","","","","","","pd","1147_1391_0004","page 3","v","1147_1391_0004.jpg","1391_0004.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpr1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpqh","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0003.tif","3","","","","","","","pd","1147_1391_0003","page 4","r","1147_1391_0003.jpg","1391_0003.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpqh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpt2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0006.tif","4","","","","","","","pd","1147_1391_0006","page 5","v","1147_1391_0006.jpg","1391_0006.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpt2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpsj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0005.tif","5","","","","","","","pd","1147_1391_0005","page 6","r","1147_1391_0005.jpg","1391_0005.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpsj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpw3","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0008.tif","6","","","","","","","pd","1147_1391_0008","page 7","v","1147_1391_0008.jpg","1391_0008.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpw3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpvk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0007.tif","7","","","","","","","pd","1147_1391_0007","page 8","r","1147_1391_0007.jpg","1391_0007.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpvk",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpz4","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0010.tif","8","","","","","","","pd","1147_1391_0010","page 9","v","1147_1391_0010.jpg","1391_0010.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpz4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kpxm","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0009.tif","9","","","","","","","pd","1147_1391_0009","page 10","r","1147_1391_0009.jpg","1391_0009.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kpxm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq1n","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0012.tif","10","","","","","","","pd","1147_1391_0012","page 11","v","1147_1391_0012.jpg","1391_0012.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq1n",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq04","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0011.tif","11","","","","","","","pd","1147_1391_0011","page 12","r","1147_1391_0011.jpg","1391_0011.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq04",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq3p","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0014.tif","12","","","","","","","pd","1147_1391_0014","page 13","v","1147_1391_0014.jpg","1391_0014.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq3p",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq25","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0013.tif","13","","","","","","","pd","1147_1391_0013","page 14","r","1147_1391_0013.jpg","1391_0013.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq25",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq5q","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0016.tif","14","","","","","","","pd","1147_1391_0016","page 15","v","1147_1391_0016.jpg","1391_0016.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq5q",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq46","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0015.tif","15","","","","","","","pd","1147_1391_0015","page 16","r","1147_1391_0015.jpg","1391_0015.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq46",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq7r","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0018.tif","16","","","","","","","pd","1147_1391_0018","page 17","v","1147_1391_0018.jpg","1391_0018.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq7r",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq67","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0017.tif","17","","","","","","","pd","1147_1391_0017","page 18","r","1147_1391_0017.jpg","1391_0017.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq67",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq88","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0019.tif","18","","","","","","","pd","1147_1391_0019","page 19","r","1147_1391_0019.jpg","1391_0019.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq88",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kq9s","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0020.tif","19","","","","","","","pd","1147_1391_0020","page 20","v","1147_1391_0020.jpg","1391_0020.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kq9s",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqb9","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0021.tif","20","","","","","","","pd","1147_1391_0021","page 21","r","1147_1391_0021.jpg","1391_0021.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqb9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqct","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0022.tif","21","","","","","","","pd","1147_1391_0022","page 22","v","1147_1391_0022.jpg","1391_0022.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqct",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqdb","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0023.tif","22","","","","","","","pd","1147_1391_0023","page 23","r","1147_1391_0023.jpg","1391_0023.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqdb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqfv","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0024.tif","23","","","","","","","pd","1147_1391_0024","page 24","v","1147_1391_0024.jpg","1391_0024.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqfv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqgc","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0025.tif","24","","","","","","","pd","1147_1391_0025","page 25","r","1147_1391_0025.jpg","1391_0025.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqgc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqhw","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0026.tif","25","","","","","","","pd","1147_1391_0026","page 26","v","1147_1391_0026.jpg","1391_0026.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqhw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqjd","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0027.tif","26","","","","","","","pd","1147_1391_0027","page 27","r","1147_1391_0027.jpg","1391_0027.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqjd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqkx","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0028.tif","27","","","","","","","pd","1147_1391_0028","page 28","v","1147_1391_0028.jpg","1391_0028.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqkx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqmf","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0029.tif","28","","","","","","","pd","1147_1391_0029","page 29","r","1147_1391_0029.jpg","1391_0029.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqmf",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqnz","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0030.tif","29","","","","","","","pd","1147_1391_0030","page 30","v","1147_1391_0030.jpg","1391_0030.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqnz",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqpg","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0031.tif","30","","","","","","","pd","1147_1391_0031","page 31","r","1147_1391_0031.jpg","1391_0031.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqpg",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqq0","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0032.tif","31","","","","","","","pd","1147_1391_0032","page 32","v","1147_1391_0032.jpg","1391_0032.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqq0",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqrh","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0033.tif","32","","","","","","","pd","1147_1391_0033","page 33","r","1147_1391_0033.jpg","1391_0033.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqrh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqs1","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0034.tif","33","","","","","","","pd","1147_1391_0034","page 34","v","1147_1391_0034.jpg","1391_0034.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqs1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqtj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0035.tif","34","","","","","","","pd","1147_1391_0035","page 35","r","1147_1391_0035.jpg","1391_0035.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqtj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqv2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0036.tif","35","","","","","","","pd","1147_1391_0036","page 36","v","1147_1391_0036.jpg","1391_0036.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqv2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqwk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0037.tif","36","","","","","","","pd","1147_1391_0037","page 37","r","1147_1391_0037.jpg","1391_0037.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqwk",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqx3","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0038.tif","37","","","","","","","pd","1147_1391_0038","page 38","v","1147_1391_0038.jpg","1391_0038.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqx3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kqzm","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0039.tif","38","","","","","","","pd","1147_1391_0039","page 39","r","1147_1391_0039.jpg","1391_0039.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kqzm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr0m","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0040.tif","39","","","","","","","pd","1147_1391_0040","page 40","v","1147_1391_0040.jpg","1391_0040.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr0m",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr14","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0041.tif","40","","","","","","","pd","1147_1391_0041","page 41","r","1147_1391_0041.jpg","1391_0041.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr14",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr2n","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0042.tif","41","","","","","","","pd","1147_1391_0042","page 42","v","1147_1391_0042.jpg","1391_0042.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr2n",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr35","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0043.tif","42","","","","","","","pd","1147_1391_0043","page 43","r","1147_1391_0043.jpg","1391_0043.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr35",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr4p","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0044.tif","43","","","","","","","pd","1147_1391_0044","page 44","v","1147_1391_0044.jpg","1391_0044.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr4p",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr56","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0045.tif","44","","","","","","","pd","1147_1391_0045","page 45","r","1147_1391_0045.jpg","1391_0045.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr56",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr6q","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0046.tif","45","","","","","","","pd","1147_1391_0046","page 46","v","1147_1391_0046.jpg","1391_0046.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr6q",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr77","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0047.tif","46","","","","","","","pd","1147_1391_0047","page 47","r","1147_1391_0047.jpg","1391_0047.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr77",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr8r","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0048.tif","47","","","","","","","pd","1147_1391_0048","page 48","v","1147_1391_0048.jpg","1391_0048.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr8r",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014kr98","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0049.tif","48","","","","","","","pd","1147_1391_0049","page 49","r","1147_1391_0049.jpg","1391_0049.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014kr98",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krbs","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0050.tif","49","","","","","","","pd","1147_1391_0050","page 50","v","1147_1391_0050.jpg","1391_0050.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krbs",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krc9","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0051.tif","50","","","","","","","pd","1147_1391_0051","page 51","r","1147_1391_0051.jpg","1391_0051.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krc9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krdt","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0052.tif","51","","","","","","","pd","1147_1391_0052","page 52","v","1147_1391_0052.jpg","1391_0052.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krdt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krfb","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0053.tif","52","","","","","","","pd","1147_1391_0053","page 53","r","1147_1391_0053.jpg","1391_0053.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krfb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krgv","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0054.tif","53","","","","","","","pd","1147_1391_0054","page 54","v","1147_1391_0054.jpg","1391_0054.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krgv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krhc","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0055.tif","54","","","","","","","pd","1147_1391_0055","page 55","r","1147_1391_0055.jpg","1391_0055.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krhc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krjw","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0056.tif","55","","","","","","","pd","1147_1391_0056","page 56","v","1147_1391_0056.jpg","1391_0056.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krjw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krkd","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0057.tif","56","","","","","","","pd","1147_1391_0057","page 57","r","1147_1391_0057.jpg","1391_0057.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krkd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krmx","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0058.tif","57","","","","","","","pd","1147_1391_0058","page 58","v","1147_1391_0058.jpg","1391_0058.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krmx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krnf","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0059.tif","58","","","","","","","pd","1147_1391_0059","page 59","r","1147_1391_0059.jpg","1391_0059.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krnf",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krpz","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0060.tif","59","","","","","","","pd","1147_1391_0060","page 60","v","1147_1391_0060.jpg","1391_0060.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krpz",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krqg","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0061.tif","60","","","","","","","pd","1147_1391_0061","page 61","r","1147_1391_0061.jpg","1391_0061.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krqg",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krr0","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0062.tif","61","","","","","","","pd","1147_1391_0062","page 62","v","1147_1391_0062.jpg","1391_0062.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krr0",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krsh","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0063.tif","62","","","","","","","pd","1147_1391_0063","page 63","r","1147_1391_0063.jpg","1391_0063.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krsh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krt1","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0064.tif","63","","","","","","","pd","1147_1391_0064","page 64","v","1147_1391_0064.jpg","1391_0064.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krt1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krvj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0065.tif","64","","","","","","","pd","1147_1391_0065","page 65","r","1147_1391_0065.jpg","1391_0065.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krvj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krw2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0066.tif","65","","","","","","","pd","1147_1391_0066","page 66","v","1147_1391_0066.jpg","1391_0066.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krw2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krxk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0067.tif","66","","","","","","","pd","1147_1391_0067","page 67","r","1147_1391_0067.jpg","1391_0067.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krxk",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014krz3","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0068.tif","67","","","","","","","pd","1147_1391_0068","page 68","v","1147_1391_0068.jpg","1391_0068.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014krz3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks03","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0069.tif","68","","","","","","","pd","1147_1391_0069","page 69","r","1147_1391_0069.jpg","1391_0069.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks03",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks1m","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0070.tif","69","","","","","","","pd","1147_1391_0070","page 70","v","1147_1391_0070.jpg","1391_0070.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks1m",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks24","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0071.tif","70","","","","","","","pd","1147_1391_0071","page 71","r","1147_1391_0071.jpg","1391_0071.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks24",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks3n","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0072.tif","71","","","","","","","pd","1147_1391_0072","page 72","v","1147_1391_0072.jpg","1391_0072.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks3n",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks45","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0073.tif","72","","","","","","","pd","1147_1391_0073","page 73","r","1147_1391_0073.jpg","1391_0073.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks45",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014ks5p","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0074.tif","73","","","","","","","pd","1147_1391_0074","page 74","v","1147_1391_0074.jpg","1391_0074.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014ks5p",""
