"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Alternate Identifier.local","Title","Relation.rectoVerso","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r19c","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0272.tif","272","","","","","","","pd","1147_1391_0272","page 269","v","1147_1391_0272.jpg","1391_0272.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r19c",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1bw","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0273.tif","273","","","","","","","pd","1147_1391_0273","page 272","r","1147_1391_0273.jpg","1391_0273.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1bw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1cd","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0274.tif","274","","","","","","","pd","1147_1391_0274","page 271","v","1147_1391_0274.jpg","1391_0274.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1cd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1dx","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0275.tif","275","","","","","","","pd","1147_1391_0275","page 274","r","1147_1391_0275.jpg","1391_0275.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1dx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1ff","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0276.tif","276","","","","","","","pd","1147_1391_0276","page 273","v","1147_1391_0276.jpg","1391_0276.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1ff",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1gz","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0277.tif","277","","","","","","","pd","1147_1391_0277","page 276","r","1147_1391_0277.jpg","1391_0277.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1gz",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1hg","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0278.tif","278","","","","","","","pd","1147_1391_0278","page 275","v","1147_1391_0278.jpg","1391_0278.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1hg",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1j0","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0279.tif","279","","","","","","","pd","1147_1391_0279","page 278","r","1147_1391_0279.jpg","1391_0279.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1j0",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1kh","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0280.tif","280","","","","","","","pd","1147_1391_0280","page 277","v","1147_1391_0280.jpg","1391_0280.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1kh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1m1","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0281.tif","281","","","","","","","pd","1147_1391_0281","page 280","r","1147_1391_0281.jpg","1391_0281.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1m1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1nj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0282.tif","282","","","","","","","pd","1147_1391_0282","page 279","v","1147_1391_0282.jpg","1391_0282.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1nj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1p2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0283.tif","283","","","","","","","pd","1147_1391_0283","page 282","r","1147_1391_0283.jpg","1391_0283.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1p2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1qk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0284.tif","284","","","","","","","pd","1147_1391_0284","page 281","v","1147_1391_0284.jpg","1391_0284.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1qk",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1r3","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0285.tif","285","","","","","","","pd","1147_1391_0285","page 284","r","1147_1391_0285.jpg","1391_0285.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1r3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1sm","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0286.tif","286","","","","","","","pd","1147_1391_0286","page 283","v","1147_1391_0286.jpg","1391_0286.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1sm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1t4","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0287.tif","287","","","","","","","pd","1147_1391_0287","page 286","r","1147_1391_0287.jpg","1391_0287.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1t4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1vn","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0288.tif","288","","","","","","","pd","1147_1391_0288","page 285","v","1147_1391_0288.jpg","1391_0288.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1vn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1w5","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0289.tif","289","","","","","","","pd","1147_1391_0289","page 288","r","1147_1391_0289.jpg","1391_0289.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1w5",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1xp","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0290.tif","290","","","","","","","pd","1147_1391_0290","page 287","v","1147_1391_0290.jpg","1391_0290.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1xp",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r1z6","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0291.tif","291","","","","","","","pd","1147_1391_0291","page 290","r","1147_1391_0291.jpg","1391_0291.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r1z6",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r206","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0292.tif","292","","","","","","","pd","1147_1391_0292","page 289","v","1147_1391_0292.jpg","1391_0292.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r206",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r21q","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0293.tif","293","","","","","","","pd","1147_1391_0293","page 292","r","1147_1391_0293.jpg","1391_0293.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r21q",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r227","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0294.tif","294","","","","","","","pd","1147_1391_0294","page 291","v","1147_1391_0294.jpg","1391_0294.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r227",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r23r","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0295.tif","295","","","","","","","pd","1147_1391_0295","page 294","r","1147_1391_0295.jpg","1391_0295.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r23r",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r248","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0296.tif","296","","","","","","","pd","1147_1391_0296","page 293","v","1147_1391_0296.jpg","1391_0296.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r248",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r25s","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0297.tif","297","","","","","","","pd","1147_1391_0297","page 296","r","1147_1391_0297.jpg","1391_0297.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r25s",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r269","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0298.tif","298","","","","","","","pd","1147_1391_0298","page 295","v","1147_1391_0298.jpg","1391_0298.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r269",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r27t","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0299.tif","299","","","","","","","pd","1147_1391_0299","page 298","r","1147_1391_0299.jpg","1391_0299.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r27t",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r28b","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0300.tif","300","","","","","","","pd","1147_1391_0300","page 297","v","1147_1391_0300.jpg","1391_0300.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r28b",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r29v","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0301.tif","301","","","","","","","pd","1147_1391_0301","page 300","r","1147_1391_0301.jpg","1391_0301.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r29v",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2bc","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0302.tif","302","","","","","","","pd","1147_1391_0302","page 299","v","1147_1391_0302.jpg","1391_0302.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2bc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2cw","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0303.tif","303","","","","","","","pd","1147_1391_0303","page 302","r","1147_1391_0303.jpg","1391_0303.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2cw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2dd","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0304.tif","304","","","","","","","pd","1147_1391_0304","page 301","v","1147_1391_0304.jpg","1391_0304.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2dd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2fx","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0305.tif","305","","","","","","","pd","1147_1391_0305","page 304","r","1147_1391_0305.jpg","1391_0305.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2fx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2gf","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0306.tif","306","","","","","","","pd","1147_1391_0306","page 303","v","1147_1391_0306.jpg","1391_0306.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2gf",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2hz","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0307.tif","307","","","","","","","pd","1147_1391_0307","page 306","r","1147_1391_0307.jpg","1391_0307.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2hz",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2jg","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0308.tif","308","","","","","","","pd","1147_1391_0308","page 305","v","1147_1391_0308.jpg","1391_0308.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2jg",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2k0","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0309.tif","309","","","","","","","pd","1147_1391_0309","page 308","r","1147_1391_0309.jpg","1391_0309.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2k0",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2mh","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0310.tif","310","","","","","","","pd","1147_1391_0310","page 307","v","1147_1391_0310.jpg","1391_0310.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2mh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2n1","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0311.tif","311","","","","","","","pd","1147_1391_0311","page 310","r","1147_1391_0311.jpg","1391_0311.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2n1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2pj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0312.tif","312","","","","","","","pd","1147_1391_0312","page 309","v","1147_1391_0312.jpg","1391_0312.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2pj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2q2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0313.tif","313","","","","","","","pd","1147_1391_0313","page 312","r","1147_1391_0313.jpg","1391_0313.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2q2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2rk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0314.tif","314","","","","","","","pd","1147_1391_0314","page 311","v","1147_1391_0314.jpg","1391_0314.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2rk",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2s3","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0315.tif","315","","","","","","","pd","1147_1391_0315","page 314","r","1147_1391_0315.jpg","1391_0315.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2s3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2tm","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0316.tif","316","","","","","","","pd","1147_1391_0316","page 313","v","1147_1391_0316.jpg","1391_0316.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2tm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2v4","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0317.tif","317","","","","","","","pd","1147_1391_0317","page 316","r","1147_1391_0317.jpg","1391_0317.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2v4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2wn","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0318.tif","318","","","","","","","pd","1147_1391_0318","page 315","v","1147_1391_0318.jpg","1391_0318.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2wn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2x5","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0319.tif","319","","","","","","","pd","1147_1391_0319","page 318","r","1147_1391_0319.jpg","1391_0319.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2x5",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r2zp","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0320.tif","320","","","","","","","pd","1147_1391_0320","page 317","v","1147_1391_0320.jpg","1391_0320.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r2zp",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r30p","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0321.tif","321","","","","","","","pd","1147_1391_0321","page 320","r","1147_1391_0321.jpg","1391_0321.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r30p",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r316","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0322.tif","322","","","","","","","pd","1147_1391_0322","page 319","v","1147_1391_0322.jpg","1391_0322.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r316",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r32q","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0323.tif","323","","","","","","","pd","1147_1391_0323","page 322","r","1147_1391_0323.jpg","1391_0323.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r32q",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r337","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0324.tif","324","","","","","","","pd","1147_1391_0324","page 321","v","1147_1391_0324.jpg","1391_0324.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r337",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r34r","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0325.tif","325","","","","","","","pd","1147_1391_0325","page 324","r","1147_1391_0325.jpg","1391_0325.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r34r",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r358","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0326.tif","326","","","","","","","pd","1147_1391_0326","page 323","v","1147_1391_0326.jpg","1391_0326.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r358",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r36s","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0327.tif","327","","","","","","","pd","1147_1391_0327","page 326","r","1147_1391_0327.jpg","1391_0327.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r36s",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r379","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0328.tif","328","","","","","","","pd","1147_1391_0328","page 325","v","1147_1391_0328.jpg","1391_0328.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r379",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r38t","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0329.tif","329","","","","","","","pd","1147_1391_0329","page 328","r","1147_1391_0329.jpg","1391_0329.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r38t",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r39b","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0330.tif","330","","","","","","","pd","1147_1391_0330","page 327","v","1147_1391_0330.jpg","1391_0330.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r39b",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3bv","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0331.tif","331","","","","","","","pd","1147_1391_0331","page 330","r","1147_1391_0331.jpg","1391_0331.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3bv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3cc","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0332.tif","332","","","","","","","pd","1147_1391_0332","page 329","v","1147_1391_0332.jpg","1391_0332.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3cc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3dw","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0333.tif","333","","","","","","","pd","1147_1391_0333","page 332","r","1147_1391_0333.jpg","1391_0333.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3dw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3fd","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0334.tif","334","","","","","","","pd","1147_1391_0334","page 331","v","1147_1391_0334.jpg","1391_0334.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3fd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3gx","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0335.tif","335","","","","","","","pd","1147_1391_0335","page 334","r","1147_1391_0335.jpg","1391_0335.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3gx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3hf","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0336.tif","336","","","","","","","pd","1147_1391_0336","page 333","v","1147_1391_0336.jpg","1391_0336.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3hf",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3jz","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0337.tif","337","","","","","","","pd","1147_1391_0337","page 336","r","1147_1391_0337.jpg","1391_0337.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3jz",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3kg","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0338.tif","338","","","","","","","pd","1147_1391_0338","page 335","v","1147_1391_0338.jpg","1391_0338.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3kg",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3m0","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0339.tif","339","","","","","","","pd","1147_1391_0339","page 338","r","1147_1391_0339.jpg","1391_0339.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3m0",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3nh","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0340.tif","340","","","","","","","pd","1147_1391_0340","page 337","v","1147_1391_0340.jpg","1391_0340.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3nh",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3p1","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0341.tif","341","","","","","","","pd","1147_1391_0341","page 240","r","1147_1391_0341.jpg","1391_0341.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3p1",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3qj","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0342.tif","342","","","","","","","pd","1147_1391_0342","page 339","v","1147_1391_0342.jpg","1391_0342.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3qj",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3r2","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0343.tif","343","","","","","","","pd","1147_1391_0343","page 242","r","1147_1391_0343.jpg","1391_0343.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3r2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014r3sk","ark:/21198/zz000wq4n8","7","Completed","Page","minasian/masters/1391/1391_0344.tif","344","","","","","","","pd","1147_1391_0344","page 341","v","1147_1391_0344.jpg","1391_0344.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014r3sk",""
