"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1gq8qtz","ark:/21198/z19p4xc6","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4xc6",""
"ark:/21198/z1gq8qtz","ark:/21198/z15x45qr","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x45qr",""
"ark:/21198/z1gq8qtz","ark:/21198/z1253f16","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253f16",""
"ark:/21198/z1gq8qtz","ark:/21198/z1xd2xgm","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2xgm",""
"ark:/21198/z1gq8qtz","ark:/21198/z1sn25qt","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn25qt",""
"ark:/21198/z1gq8qtz","ark:/21198/z1nw1dzn","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1dzn",""
"ark:/21198/z1gq8qtz","ark:/21198/z1j40p9j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40p9j",""
"ark:/21198/z1gq8qtz","ark:/21198/z1df8mxp","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8mxp",""
"ark:/21198/z1gq8qtz","ark:/21198/z18p7w9q","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7w9q",""
"ark:/21198/z1gq8qtz","ark:/21198/z14x74kc","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x74kc",""
"ark:/21198/z1gq8qtz","ark:/21198/z1156cvz","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156cvz",""
"ark:/21198/z1gq8qtz","ark:/21198/z1wd5w9s","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5w9s",""
"ark:/21198/z1gq8qtz","ark:/21198/z1rn54kf","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn54kf",""
"ark:/21198/z1gq8qtz","ark:/21198/z1mw4cxm","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4cxm",""
"ark:/21198/z1gq8qtz","ark:/21198/z1h72bj1","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0015.tif","Page","Page 15","15","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72bj1",""
"ark:/21198/z1gq8qtz","ark:/21198/z1cg1kw6","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0016.tif","Page","Page 16","16","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1kw6",""
"ark:/21198/z1gq8qtz","ark:/21198/z17q0v7s","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0017.tif","Page","Page 17","17","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0v7s",""
"ark:/21198/z1gq8qtz","ark:/21198/z13z03fj","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0018.tif","Page","Page 18","18","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z03fj",""
"ark:/21198/z1gq8qtz","ark:/21198/z1059bp4","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0019.tif","Page","Page 19","19","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059bp4",""
"ark:/21198/z1gq8qtz","ark:/21198/z1vd8v6v","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0020.tif","Page","Page 20","20","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8v6v",""
"ark:/21198/z1gq8qtz","ark:/21198/z1qn83kv","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0021.tif","Page","Page 21","21","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn83kv",""
"ark:/21198/z1gq8qtz","ark:/21198/z1m0625t","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0022.tif","Page","Page 22","22","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m0625t",""
"ark:/21198/z1gq8qtz","ark:/21198/z1g759h0","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0023.tif","Page","Page 23","23","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g759h0",""
"ark:/21198/z1gq8qtz","ark:/21198/z1bg4jtq","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0024.tif","Page","Page 24","24","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4jtq",""
"ark:/21198/z1gq8qtz","ark:/21198/z16q3t1h","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0025.tif","Page","Page 25","25","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3t1h",""
"ark:/21198/z1gq8qtz","ark:/21198/z12z328q","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0026.tif","Page","Page 26","26","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z328q",""
"ark:/21198/z1gq8qtz","ark:/21198/z1z62jsb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0004_0027.tif","Page","Page 27","27","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62jsb",""
