"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z16t2drm","ark:/21198/z1cr7qhz","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7qhz",""
"ark:/21198/z16t2drm","ark:/21198/z1806zsj","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806zsj",""
"ark:/21198/z16t2drm","ark:/21198/z1476715","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1476715",""
"ark:/21198/z16t2drm","ark:/21198/z10k45qr","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k45qr",""
"ark:/21198/z16t2drm","ark:/21198/z1vt3p61","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3p61",""
"ark:/21198/z16t2drm","ark:/21198/z1r22xgm","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22xgm",""
"ark:/21198/z16t2drm","ark:/21198/z1m925r8","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m925r8",""
"ark:/21198/z16t2drm","ark:/21198/z1gj1f3v","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0092_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1f3v",""
