"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1f49g49","ark:/21198/z1qr6skd","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6skd",""
"ark:/21198/z1f49g49","ark:/21198/z1m061wt","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m061wt",""
"ark:/21198/z1f49g49","ark:/21198/z1g7597d","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g7597d",""
"ark:/21198/z1f49g49","ark:/21198/z1bk37tn","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk37tn",""
"ark:/21198/z1f49g49","ark:/21198/z16t2h6p","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2h6p",""
"ark:/21198/z1f49g49","ark:/21198/z1321rft","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321rft",""
"ark:/21198/z1f49g49","ark:/21198/z1z917x2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z917x2",""
"ark:/21198/z1f49g49","ark:/21198/z1tj0h59","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0h59",""
"ark:/21198/z1f49g49","ark:/21198/z1pr9rf1","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9rf1",""
"ark:/21198/z1f49g49","ark:/21198/z1k090tb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k090tb",""
"ark:/21198/z1f49g49","ark:/21198/z1fb6zf2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6zf2",""
"ark:/21198/z1f49g49","ark:/21198/z19k66sm","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k66sm",""
"ark:/21198/z1f49g49","ark:/21198/z15t5g29","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5g29",""
"ark:/21198/z1f49g49","ark:/21198/z1224q80","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224q80",""
"ark:/21198/z1f49g49","ark:/21198/z1x946r7","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0015.tif","Page","Page 15","15","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x946r7",""
"ark:/21198/z1f49g49","ark:/21198/z1sj3g2c","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0016.tif","Page","Page 16","16","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3g2c",""
"ark:/21198/z1f49g49","ark:/21198/z1ns2qf0","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0017.tif","Page","Page 17","17","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2qf0",""
"ark:/21198/z1f49g49","ark:/21198/z1j40p1z","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0018.tif","Page","Page 18","18","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40p1z",""
"ark:/21198/z1f49g49","ark:/21198/z1db9xd1","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0003_0019.tif","Page","Page 19","19","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9xd1",""
