"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z12n6v9q","ark:/21198/z1qc20hp","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc20hp",""
"ark:/21198/z12n6v9q","ark:/21198/z1km17vv","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km17vv",""
"ark:/21198/z12n6v9q","ark:/21198/z1fv0h2n","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0h2n",""
"ark:/21198/z12n6v9q","ark:/21198/z1b29r97","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29r97",""
"ark:/21198/z12n6v9q","ark:/21198/z16990jf","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16990jf",""
"ark:/21198/z12n6v9q","ark:/21198/z12j87v5","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j87v5",""
"ark:/21198/z12n6v9q","ark:/21198/z1xw6fs6","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6fs6",""
"ark:/21198/z12n6v9q","ark:/21198/z1t45q43","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45q43",""
"ark:/21198/z12n6v9q","ark:/21198/z1pc4zft","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4zft",""
"ark:/21198/z12n6v9q","ark:/21198/z1jm46qg","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0062_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm46qg",""
