"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z16q3q9v","ark:/21198/z15x45t3","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x45t3",""
"ark:/21198/z16q3q9v","ark:/21198/z1253f4j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253f4j",""
"ark:/21198/z16q3q9v","ark:/21198/z1xd2xmd","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2xmd",""
"ark:/21198/z16q3q9v","ark:/21198/z1sr0wbv","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0wbv",""
"ark:/21198/z16q3q9v","ark:/21198/z1p004kc","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p004kc",""
"ark:/21198/z16q3q9v","ark:/21198/z1j69cs6","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69cs6",""
"ark:/21198/z16q3q9v","ark:/21198/z1df8n2w","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8n2w",""
"ark:/21198/z16q3q9v","ark:/21198/z18p7wd2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7wd2",""
"ark:/21198/z16q3q9v","ark:/21198/z14x74pq","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x74pq",""
"ark:/21198/z16q3q9v","ark:/21198/z1156d05","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156d05",""
"ark:/21198/z16q3q9v","ark:/21198/z1wh4kz7","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4kz7",""
"ark:/21198/z16q3q9v","ark:/21198/z1rr3v51","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3v51",""
"ark:/21198/z16q3q9v","ark:/21198/z1n033dj","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n033dj",""
"ark:/21198/z16q3q9v","ark:/21198/z1h72bpt","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72bpt",""
"ark:/21198/z16q3q9v","ark:/21198/z1cg1m0z","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0015.tif","Page","Page 15","15","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1m0z",""
"ark:/21198/z16q3q9v","ark:/21198/z17q0vck","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0016.tif","Page","Page 16","16","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0vck",""
"ark:/21198/z16q3q9v","ark:/21198/z13z03ms","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0017.tif","Page","Page 17","17","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z03ms",""
"ark:/21198/z16q3q9v","ark:/21198/z108827n","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0018.tif","Page","Page 18","18","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz108827n",""
"ark:/21198/z16q3q9v","ark:/21198/z1vh7jsd","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0019.tif","Page","Page 19","19","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7jsd",""
"ark:/21198/z16q3q9v","ark:/21198/z1qr6t06","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0020.tif","Page","Page 20","20","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6t06",""
"ark:/21198/z16q3q9v","ark:/21198/z1m0629m","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0021.tif","Page","Page 21","21","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m0629m",""
"ark:/21198/z16q3q9v","ark:/21198/z1g759mb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0138_0022.tif","Page","Page 22","22","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g759mb",""
