"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1qz441p","ark:/21198/z1t74dp6","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74dp6",""
"ark:/21198/z1qz441p","ark:/21198/z1pg3p0b","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3p0b",""
"ark:/21198/z1qz441p","ark:/21198/z1jq2x92","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2x92",""
"ark:/21198/z1qz441p","ark:/21198/z1dz25nm","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz25nm",""
"ark:/21198/z1qz441p","ark:/21198/z1961dv9","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961dv9",""
"ark:/21198/z1qz441p","ark:/21198/z15f0p3j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0p3j",""
"ark:/21198/z1qz441p","ark:/21198/z11n9xc8","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9xc8",""
"ark:/21198/z1qz441p","ark:/21198/z1x0848j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x0848j",""
"ark:/21198/z1qz441p","ark:/21198/z1s77ck8","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77ck8",""
"ark:/21198/z1qz441p","ark:/21198/z1ng6mxf","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6mxf",""
"ark:/21198/z1qz441p","ark:/21198/z1hq5w7k","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5w7k",""
"ark:/21198/z1qz441p","ark:/21198/z1cz54gs","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz54gs",""
"ark:/21198/z1qz441p","ark:/21198/z1864cpg","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0034_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864cpg",""
