"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1hd9nrt","ark:/21198/z1224qk1","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224qk1",""
"ark:/21198/z1hd9nrt","ark:/21198/z1x94734","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x94734",""
"ark:/21198/z1hd9nrt","ark:/21198/z1sj3gf9","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3gf9",""
"ark:/21198/z1hd9nrt","ark:/21198/z1ns2qsg","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2qsg",""
"ark:/21198/z1hd9nrt","ark:/21198/z1j1202v","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j1202v",""
"ark:/21198/z1hd9nrt","ark:/21198/z1d81787","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d81787",""
"ark:/21198/z1hd9nrt","ark:/21198/z18h0gjh","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h0gjh",""
"ark:/21198/z1hd9nrt","ark:/21198/z14t8f6h","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8f6h",""
"ark:/21198/z1hd9nrt","ark:/21198/z1127pfn","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127pfn",""
"ark:/21198/z1hd9nrt","ark:/21198/z1w9761n","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w9761n",""
"ark:/21198/z1hd9nrt","ark:/21198/z1rj6fbc","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6fbc",""
"ark:/21198/z1hd9nrt","ark:/21198/z1ms5pn3","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5pn3",""
"ark:/21198/z1hd9nrt","ark:/21198/z1h14xtb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14xtb",""
"ark:/21198/z1hd9nrt","ark:/21198/z1c8463d","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c8463d",""
"ark:/21198/z1hd9nrt","ark:/21198/z17m24rj","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0015.tif","Page","Page 15","15","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m24rj",""
"ark:/21198/z1hd9nrt","ark:/21198/z13v1d17","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0016.tif","Page","Page 16","16","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v1d17",""
"ark:/21198/z1hd9nrt","ark:/21198/z1030nb8","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0017.tif","Page","Page 17","17","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030nb8",""
"ark:/21198/z1hd9nrt","ark:/21198/z1vb04xv","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0018.tif","Page","Page 18","18","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb04xv",""
"ark:/21198/z1hd9nrt","ark:/21198/z1qj9d43","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0019.tif","Page","Page 19","19","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj9d43",""
"ark:/21198/z1hd9nrt","ark:/21198/z1ks8ncx","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0064_0020.tif","Page","Page 20","20","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8ncx",""
