"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1bk35c0","ark:/21198/z12c0tww","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0tww",""
"ark:/21198/z1bk35c0","ark:/21198/z1xm0bd0","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0bd0",""
"ark:/21198/z1bk35c0","ark:/21198/z1st9kpq","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9kpq",""
"ark:/21198/z1bk35c0","ark:/21198/z1p28v1m","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28v1m",""
"ark:/21198/z1bk35c0","ark:/21198/z1j98398","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98398",""
"ark:/21198/z1bk35c0","ark:/21198/z1dj7bj3","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7bj3",""
"ark:/21198/z1bk35c0","ark:/21198/z18w596n","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w596n",""
"ark:/21198/z1bk35c0","ark:/21198/z1544jfs","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544jfs",""
"ark:/21198/z1bk35c0","ark:/21198/z11c3sq2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3sq2",""
"ark:/21198/z1bk35c0","ark:/21198/z1wm398m","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm398m",""
"ark:/21198/z1bk35c0","ark:/21198/z1rv2jms","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2jms",""
"ark:/21198/z1bk35c0","ark:/21198/z1n31stg","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31stg",""
"ark:/21198/z1bk35c0","ark:/21198/z1hb1223","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb1223",""
"ark:/21198/z1bk35c0","ark:/21198/z1cn90sk","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0106_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn90sk",""
