"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1vh7fwh","ark:/21198/z1ng6m9c","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6m9c",""
"ark:/21198/z1vh7fwh","ark:/21198/z1hq5vm3","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5vm3",""
"ark:/21198/z1vh7fwh","ark:/21198/z1cz53wr","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz53wr",""
"ark:/21198/z1vh7fwh","ark:/21198/z18932k2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18932k2",""
"ark:/21198/z1vh7fwh","ark:/21198/z14j29sf","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j29sf",""
"ark:/21198/z1vh7fwh","ark:/21198/z10s1k1p","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1k1p",""
"ark:/21198/z1vh7fwh","ark:/21198/z1w112jp","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w112jp",""
"ark:/21198/z1vh7fwh","ark:/21198/z1r809wv","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r809wv",""
"ark:/21198/z1vh7fwh","ark:/21198/z1mg9k6f","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9k6f",""
"ark:/21198/z1vh7fwh","ark:/21198/z1gq8tgq","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0040_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8tgq",""
