"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1wt0m88","ark:/21198/z1wd5w50","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5w50",""
"ark:/21198/z1wt0m88","ark:/21198/z1rr3tvk","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3tvk",""
"ark:/21198/z1wt0m88","ark:/21198/z1n0334z","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n0334z",""
"ark:/21198/z1wt0m88","ark:/21198/z1h72bd7","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72bd7",""
"ark:/21198/z1wt0m88","ark:/21198/z1cg1kqz","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1kqz",""
"ark:/21198/z1wt0m88","ark:/21198/z17q0v2j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0v2j",""
"ark:/21198/z1wt0m88","ark:/21198/z13z0389","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z0389",""
"ark:/21198/z1wt0m88","ark:/21198/z1059bjb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059bjb",""
"ark:/21198/z1wt0m88","ark:/21198/z1vh7jgc","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7jgc",""
"ark:/21198/z1wt0m88","ark:/21198/z1qr6sq6","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6sq6",""
"ark:/21198/z1wt0m88","ark:/21198/z1m06211","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0100_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m06211",""
