"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1dz22cs","ark:/21198/z15t5g9f","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5g9f",""
"ark:/21198/z1dz22cs","ark:/21198/z1224qh4","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224qh4",""
"ark:/21198/z1dz22cs","ark:/21198/z1x9470s","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x9470s",""
"ark:/21198/z1dz22cs","ark:/21198/z1sj3gbz","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3gbz",""
"ark:/21198/z1dz22cs","ark:/21198/z1ns2qqk","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2qqk",""
"ark:/21198/z1dz22cs","ark:/21198/z1j40p83","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40p83",""
"ark:/21198/z1dz22cs","ark:/21198/z1db9xn5","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9xn5",""
"ark:/21198/z1dz22cs","ark:/21198/z18k95vx","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k95vx",""
"ark:/21198/z1dz22cs","ark:/21198/z14t8f4m","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8f4m",""
"ark:/21198/z1dz22cs","ark:/21198/z1127pb9","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127pb9",""
"ark:/21198/z1dz22cs","ark:/21198/z1w975xw","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w975xw",""
"ark:/21198/z1dz22cs","ark:/21198/z1rj6f8g","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6f8g",""
"ark:/21198/z1dz22cs","ark:/21198/z1mw4cw5","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4cw5",""
"ark:/21198/z1dz22cs","ark:/21198/z1h43n8h","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43n8h",""
"ark:/21198/z1dz22cs","ark:/21198/z1cc2whb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0015.tif","Page","Page 15","15","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2whb",""
"ark:/21198/z1dz22cs","ark:/21198/z17m24pn","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0016.tif","Page","Page 16","16","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m24pn",""
"ark:/21198/z1dz22cs","ark:/21198/z13v1cxg","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0017.tif","Page","Page 17","17","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v1cxg",""
"ark:/21198/z1dz22cs","ark:/21198/z1030n8c","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0018.tif","Page","Page 18","18","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030n8c",""
"ark:/21198/z1dz22cs","ark:/21198/z1vd8v5d","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0019.tif","Page","Page 19","19","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8v5d",""
"ark:/21198/z1dz22cs","ark:/21198/z1qn83jd","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0020.tif","Page","Page 20","20","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn83jd",""
"ark:/21198/z1dz22cs","ark:/21198/z1kw7bv4","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0113_0021.tif","Page","Page 21","21","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw7bv4",""
