"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1tb311s","ark:/21198/z1zc9zw1","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9zw1",""
"ark:/21198/z1tb311s","ark:/21198/z1tq7xh4","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7xh4",""
"ark:/21198/z1tb311s","ark:/21198/z1pz75t7","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz75t7",""
"ark:/21198/z1tb311s","ark:/21198/z1k66f2s","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66f2s",""
"ark:/21198/z1tb311s","ark:/21198/z1ff5p85","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5p85",""
"ark:/21198/z1tb311s","ark:/21198/z19p4xjf","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4xjf",""
"ark:/21198/z1tb311s","ark:/21198/z15x45vj","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x45vj",""
"ark:/21198/z1tb311s","ark:/21198/z1253f6f","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253f6f",""
"ark:/21198/z1tb311s","ark:/21198/z1xh1n31","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1n31",""
"ark:/21198/z1tb311s","ark:/21198/z1sr0wdr","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0wdr",""
"ark:/21198/z1tb311s","ark:/21198/z1p004mt","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p004mt",""
"ark:/21198/z1tb311s","ark:/21198/z1j69ctn","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69ctn",""
"ark:/21198/z1tb311s","ark:/21198/z1df8n3b","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8n3b",""
"ark:/21198/z1tb311s","ark:/21198/z18p7wfh","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7wfh",""
"ark:/21198/z1tb311s","ark:/21198/z14x74rm","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0015.tif","Page","Page 15","15","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x74rm",""
"ark:/21198/z1tb311s","ark:/21198/z11853gc","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0016.tif","Page","Page 16","16","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11853gc",""
"ark:/21198/z1tb311s","ark:/21198/z1wh4m1j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0017.tif","Page","Page 17","17","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4m1j",""
"ark:/21198/z1tb311s","ark:/21198/z1rr3v6g","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0018.tif","Page","Page 18","18","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3v6g",""
"ark:/21198/z1tb311s","ark:/21198/z1n033f0","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0019.tif","Page","Page 19","19","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n033f0",""
"ark:/21198/z1tb311s","ark:/21198/z1h72bq8","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0020.tif","Page","Page 20","20","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72bq8",""
"ark:/21198/z1tb311s","ark:/21198/z1cg1m2v","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0021.tif","Page","Page 21","21","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1m2v",""
"ark:/21198/z1tb311s","ark:/21198/z17q0vfg","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0022.tif","Page","Page 22","22","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0vfg",""
"ark:/21198/z1tb311s","ark:/21198/z1418t1w","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0023.tif","Page","Page 23","23","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418t1w",""
"ark:/21198/z1tb311s","ark:/21198/z108829j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0024.tif","Page","Page 24","24","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz108829j",""
"ark:/21198/z1tb311s","ark:/21198/z1vh7jtv","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0025.tif","Page","Page 25","25","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7jtv",""
"ark:/21198/z1tb311s","ark:/21198/z1qr6t1n","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0026.tif","Page","Page 26","26","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6t1n",""
"ark:/21198/z1tb311s","ark:/21198/z1m062b2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0027.tif","Page","Page 27","27","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m062b2",""
"ark:/21198/z1tb311s","ark:/21198/z1g759p7","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0028.tif","Page","Page 28","28","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g759p7",""
"ark:/21198/z1tb311s","ark:/21198/z1bg4k1t","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0029.tif","Page","Page 29","29","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4k1t",""
"ark:/21198/z1tb311s","ark:/21198/z16t2hm2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0030.tif","Page","Page 30","30","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2hm2",""
"ark:/21198/z1tb311s","ark:/21198/z1321rwn","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0031.tif","Page","Page 31","31","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321rwn",""
"ark:/21198/z1tb311s","ark:/21198/z1z918c9","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0032.tif","Page","Page 32","32","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z918c9",""
"ark:/21198/z1tb311s","ark:/21198/z1tj0hm4","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0033.tif","Page","Page 33","33","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0hm4",""
"ark:/21198/z1tb311s","ark:/21198/z1pr9rwv","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0034.tif","Page","Page 34","34","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9rwv",""
"ark:/21198/z1tb311s","ark:/21198/z1k0918k","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0035.tif","Page","Page 35","35","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k0918k",""
"ark:/21198/z1tb311s","ark:/21198/z1fb6zww","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0033_0036.tif","Page","Page 36","36","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6zww",""
