"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1fx93kh","ark:/21198/z1c846qg","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c846qg",""
"ark:/21198/z1fx93kh","ark:/21198/z17h3g05","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h3g05",""
"ark:/21198/z1fx93kh","ark:/21198/z13r2qbb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2qbb",""
"ark:/21198/z1fx93kh","ark:/21198/z1030nxw","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030nxw",""
"ark:/21198/z1fx93kh","ark:/21198/z1vb05jb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb05jb",""
"ark:/21198/z1fx93kh","ark:/21198/z1qj9dsm","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj9dsm",""
"ark:/21198/z1fx93kh","ark:/21198/z1ks8p1v","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8p1v",""
"ark:/21198/z1fx93kh","ark:/21198/z1g17x7j","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17x7j",""
"ark:/21198/z1fx93kh","ark:/21198/z1b875jn","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b875jn",""
"ark:/21198/z1fx93kh","ark:/21198/z16h6dwt","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6dwt",""
"ark:/21198/z1fx93kh","ark:/21198/z12v4cjc","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4cjc",""
"ark:/21198/z1fx93kh","ark:/21198/z1z33w5r","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33w5r",""
"ark:/21198/z1fx93kh","ark:/21198/z1tb34dz","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0013.tif","Page","Page 13","13","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb34dz",""
"ark:/21198/z1fx93kh","ark:/21198/z1pk2ckw","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0014.tif","Page","Page 14","14","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk2ckw",""
"ark:/21198/z1fx93kh","ark:/21198/z1jt1mtq","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0015.tif","Page","Page 15","15","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1mtq",""
"ark:/21198/z1fx93kh","ark:/21198/z1f20w3q","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0090_0016.tif","Page","Page 16","16","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20w3q",""
