"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1z33rs5","ark:/21198/z1001z9w","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001z9w",""
"ark:/21198/z1z33rs5","ark:/21198/z1v71fs4","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71fs4",""
"ark:/21198/z1z33rs5","ark:/21198/z1qj9df4","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj9df4",""
"ark:/21198/z1z33rs5","ark:/21198/z1ks8nqd","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8nqd",""
"ark:/21198/z1z33rs5","ark:/21198/z1g17wx3","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17wx3",""
"ark:/21198/z1z33rs5","ark:/21198/z1b8757m","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b8757m",""
"ark:/21198/z1z33rs5","ark:/21198/z16h6djb","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6djb",""
"ark:/21198/z1z33rs5","ark:/21198/z12r5nv2","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0125_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5nv2",""
